exp_num,subrun,exp_run_full,N_species,N_dose,control_or_nutrient,N_species_dose,temp,food,sym_state,food_sym_state,col_num,treat_ID,beetag,beetag_exprun,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_percent_change,red_delta
2,A,2A,N,5,nutrient,N_5,20,S,S,S_S,186,N_5_20_S_S,Y4B33,Y4B33_exp2A,1,Y4B33_day1_exp2A,Y4B33_2A_day1.JPG,0.41212,Y4B33_day11_exp2A,Y4B33_2A_day11.JPG,0.4405,0.068863438,0.02838
2,A,2A,N,5,nutrient,N_5,30,F,A,F_A,202,N_5_30_F_A,Y12B63,Y12B63_exp2A,1,Y12B63_day1_exp2A,Y12B63_2A_day1.JPG,0.37987,Y12B63_day11_exp2A,Y12B63_2A_day11.JPG,0.55721,0.46684392,0.17734
2,A,2A,N,5,nutrient,N_5,30,F,A,F_A,186,N_5_30_F_A,Y12B62,Y12B62_exp2A,1,Y12B62_day1_exp2A,Y12B62_2A_day1.JPG,0.31773,Y12B62_day11_exp2A,Y12B62_2A_day11.JPG,0.35392,0.11390174,0.03619
2,A,2A,N,5,nutrient,N_5,30,F,A,F_A,227,N_5_30_F_A,Y12B64,Y12B64_exp2A,1,Y12B64_day1_exp2A,Y12B64_2A_day1.JPG,0.24601,Y12B64_day11_exp2A,Y12B64_2A_day11.JPG,0.31674,0.287508638,0.07073
2,A,2A,N,5,nutrient,N_5,30,F,S,F_S,192,N_5_30_F_S,Y12B65,Y12B65_exp2A,1,Y12B65_day1_exp2A,Y12B65_2A_day1.JPG,0.50342,Y12B65_day11_exp2A,Y12B65_2A_day11.JPG,0.55571,0.103869532,0.05229
2,A,2A,N,5,nutrient,N_5,30,F,S,F_S,207,N_5_30_F_S,Y12B67,Y12B67_exp2A,1,Y12B67_day1_exp2A,Y12B67_2A_day1.JPG,0.45731,Y12B67_day11_exp2A,Y12B67_2A_day11.JPG,0.41683,-0.088517636,-0.04048
2,A,2A,N,5,nutrient,N_5,30,S,A,S_A,194,N_5_30_S_A,Y13B70,Y13B70_exp2A,1,Y13B70_day1_exp2A,Y13B70_2A_day1.JPG,0.25409,Y13B70_day11_exp2A,Y13B70_2A_day11.JPG,0.28425,0.118698099,0.03016
2,A,2A,N,5,nutrient,N_5,30,S,A,S_A,231,N_5_30_S_A,Y13B72,Y13B72_exp2A,1,Y13B72_day1_exp2A,Y13B72_2A_day1.JPG,0.25017,Y13B72_day11_exp2A,Y13B72_2A_day11.JPG,0.22645,-0.094815525,-0.02372
2,A,2A,N,5,nutrient,N_5,30,S,A,S_A,207,N_5_30_S_A,Y13B71,Y13B71_exp2A,1,Y13B71_day1_exp2A,Y13B71_2A_day1.JPG,0.40114,Y13B71_day11_exp2A,Y13B71_2A_day11.JPG,0.41789,0.041755995,0.01675
2,A,2A,N,5,nutrient,N_5,30,S,S,S_S,193,N_5_30_S_S,Y13B73,Y13B73_exp2A,1,Y13B73_day1_exp2A,Y13B73_2A_day1.JPG,0.4076,Y13B73_day11_exp2A,Y13B73_2A_day11.JPG,0.44053,0.08078999,0.03293
2,A,2A,N,5,nutrient,N_5,30,S,S,S_S,218,N_5_30_S_S,Y13B74,Y13B74_exp2A,1,Y13B74_day1_exp2A,Y13B74_2A_day1.JPG,0.41627,Y13B74_day11_exp2A,Y13B74_2A_day11.JPG,0.41021,-0.014557859,-0.00606
2,B,2B,N,5,nutrient,N_5,20,F,A,F_A,192,N_5_20_F_A,Y1B8,Y1B8_exp2B,1,Y1B8_day1_exp2B,Y7B8_2B_day1.JPG,0.32396,Y1B8_day11_exp2B,Y1B8_2B_day11.JPG,0.36534,0.127731819,0.04138
2,B,2B,N,5,nutrient,N_5,20,F,A,F_A,159,N_5_20_F_A,Y1B5,Y1B5_exp2B,1,Y1B5_day1_exp2B,Y7B5_2B_day1.JPG,0.29916,Y1B5_day11_exp2B,Y1B5_2B_day11.JPG,0.28204,-0.057226902,-0.01712
2,B,2B,N,5,nutrient,N_5,20,F,S,F_S,223,N_5_20_F_S,Y1B12,Y1B12_exp2B,1,Y1B12_day1_exp2B,Y7B12_2B_day1.JPG,0.55786,Y1B12_day11_exp2B,Y1B12_2B_day11.JPG,0.58101,0.041497867,0.02315
2,B,2B,N,5,nutrient,N_5,20,F,S,F_S,171,N_5_20_F_S,Y1B10,Y1B10_exp2B,1,Y1B10_day1_exp2B,Y7B10_2B_day1.JPG,0.36498,Y1B10_day11_exp2B,Y1B10_2B_day11.JPG,0.39891,0.092963998,0.03393
2,B,2B,N,5,nutrient,N_5,20,F,S,F_S,205,N_5_20_F_S,Y1B11,Y1B11_exp2B,1,Y1B11_day1_exp2B,Y7B11_2B_day1.JPG,0.26914,Y1B11_day11_exp2B,Y1B11_2B_day11.JPG,0.26347,-0.021067103,-0.00567
2,B,2B,N,5,nutrient,N_5,20,S,A,S_A,209,N_5_20_S_A,Y5B36,Y5B36_exp2B,1,Y5B36_day1_exp2B,Y5B36_2B_day1.JPG,0.35993,Y5B36_day11_exp2B,Y5B36_2B_day11.JPG,0.43286,0.202622732,0.07293
2,B,2B,N,5,nutrient,N_5,20,S,A,S_A,169,N_5_20_S_A,Y5B35,Y5B35_exp2B,1,Y5B35_day1_exp2B,Y5B35_2B_day1.JPG,0.29532,Y5B35_day11_exp2B,Y5B35_2B_day11.JPG,0.30086,0.018759312,0.00554
2,B,2B,N,5,nutrient,N_5,20,S,S,S_S,186,N_5_20_S_S,Y5B37,Y5B37_exp2B,1,Y5B37_day1_exp2B,Y5B37_2B_day1.JPG,0.4709,Y5B37_day11_exp2B,Y5B37_2B_day11.JPG,0.45351,-0.036929284,-0.01739
2,B,2B,N,5,nutrient,N_5,20,S,S,S_S,208,N_5_20_S_S,Y5B38,Y5B38_exp2B,1,Y5B38_day1_exp2B,Y5B38_2B_day1.JPG,0.40642,Y5B38_day11_exp2B,Y5B38_2B_day11.JPG,0.4237,0.042517593,0.01728
2,B,2B,N,5,nutrient,N_5,20,S,S,S_S,225,N_5_20_S_S,Y5B39,Y5B39_exp2B,1,Y5B39_day1_exp2B,Y5B39_2B_day1.JPG,0.31399,Y5B39_day11_exp2B,Y5B39_2B_day11.JPG,0.33787,0.076053377,0.02388
2,B,2B,N,5,nutrient,N_5,30,F,A,F_A,197,N_5_30_F_A,Y14B76,Y14B76_exp2B,1,Y14B76_day1_exp2B,Y14B76_2B_day1.JPG,0.36979,Y14B76_day11_exp2B,Y14B76_2B_day11.JPG,0.3296,-0.108683307,-0.04019
2,B,2B,N,5,nutrient,N_5,30,F,A,F_A,168,N_5_30_F_A,Y14B75,Y14B75_exp2B,1,Y14B75_day1_exp2B,Y14B75_2B_day1.JPG,0.2059,Y14B75_day11_exp2B,Y14B75_2B_day11.JPG,0.15025,-0.270276833,-0.05565
2,B,2B,N,5,nutrient,N_5,30,F,S,F_S,207,N_5_30_F_S,Y14B78,Y14B78_exp2B,1,Y14B78_day1_exp2B,Y14B78_2B_day1.JPG,0.40872,Y14B78_day11_exp2B,Y14B78_2B_day11.JPG,0.42066,0.029213153,0.01194
2,B,2B,N,5,nutrient,N_5,30,F,S,F_S,223,N_5_30_F_S,Y14B79,Y14B79_exp2B,1,Y14B79_day1_exp2B,Y14B79_2B_day1.JPG,0.37421,Y14B79_day11_exp2B,Y14B79_2B_day11.JPG,0.33068,-0.116325058,-0.04353
2,B,2B,N,5,nutrient,N_5,30,F,S,F_S,175,N_5_30_F_S,Y14B77,Y14B77_exp2B,1,Y14B77_day1_exp2B,Y14B77_2B_day1.JPG,0.33376,Y14B77_day11_exp2B,Y14B77_2B_day11.JPG,0.32176,-0.035953979,-0.012
2,B,2B,N,5,nutrient,N_5,30,S,A,S_A,170,N_5_30_S_A,Y15B80,Y15B80_exp2B,1,Y15B80_day1_exp2B,Y15B80_2B_day1.JPG,0.53807,Y15B80_day11_exp2B,Y15B80_2B_day11.JPG,0.50502,-0.061423235,-0.03305
2,B,2B,N,5,nutrient,N_5,30,S,A,S_A,212,N_5_30_S_A,Y15B82,Y15B82_exp2B,1,Y15B82_day1_exp2B,Y15B82_2B_day1.JPG,0.30782,Y15B82_day11_exp2B,Y15B82_2B_day11.JPG,0.30427,-0.011532714,-0.00355
2,B,2B,N,5,nutrient,N_5,30,S,S,S_S,226,N_5_30_S_S,Y15B85,Y15B85_exp2B,1,Y15B85_day1_exp2B,Y15B85_2B_day1.JPG,0.40015,Y15B85_day11_exp2B,Y15B85_2B_day11.JPG,0.44639,0.115556666,0.04624
2,B,2B,N,5,nutrient,N_5,30,S,S,S_S,189,N_5_30_S_S,Y15B83,Y15B83_exp2B,1,Y15B83_day1_exp2B,Y15B83_2B_day1.JPG,0.34114,Y15B83_day11_exp2B,Y15B83_2B_day11.JPG,0.3871,0.134724746,0.04596
2,B,2B,N,5,nutrient,N_5,30,S,S,S_S,209,N_5_30_S_S,Y15B84,Y15B84_exp2B,1,Y15B84_day1_exp2B,Y15B84_2B_day1.JPG,0.34223,Y15B84_day11_exp2B,Y15B84_2B_day11.JPG,0.33846,-0.011015983,-0.00377
3,A,3A,N,5,nutrient,N_5,20,F,S,F_S,240,N_5_20_F_S,Y20B97,Y20B97_exp3A,1,Y20B97_day1_exp3A,Y20B97_3A_day1.JPG,0.37051,Y20B97_day11_exp3A,Y20B97_3A_day1.JPG,0.44286,0.195271383,0.07235
3,A,3A,N,5,nutrient,N_5,30,F,A,F_A,226,N_5_30_F_A,Y8B45,Y8B45_exp3A,1,Y8B45_day1_exp3A,O11G22_3B_day1.JPG,0.42098,Y8B45_day11_exp3A,Y8B45_3A_day11.JPG,0.43465,0.032471851,0.01367
3,A,3A,N,5,nutrient,N_5,30,F,A,F_A,241,N_5_30_F_A,Y7B44,Y7B44_exp3A,1,Y7B44_day1_exp3A,O10G21_3B_day1.JPG,0.44561,Y7B44_day11_exp3A,Y7B44_3A_day11.JPG,0.39899,-0.104620632,-0.04662
3,A,3A,N,5,nutrient,N_5,30,F,A,F_A,237,N_5_30_F_A,Y8B46,Y8B46_exp3A,1,Y8B46_day1_exp3A,O11G23_3B_day1.JPG,0.21599,Y8B46_day11_exp3A,Y8B46_3A_day11.JPG,0.30978,0.434233066,0.09379
3,A,3A,N,5,nutrient,N_5,30,F,S,F_S,237,N_5_30_F_S,Y8B47,Y8B47_exp3A,1,Y8B47_day1_exp3A,O11G24_3B_day1.JPG,0.52588,Y8B47_day11_exp3A,Y8B47_3A_day11.JPG,0.33436,-0.364189549,-0.19152
3,A,3A,N,5,nutrient,N_5,30,F,S,F_S,239,N_5_30_F_S,Y8B48,Y8B48_exp3A,1,Y8B48_day1_exp3A,O11G25_3B_day1.JPG,0.53483,Y8B48_day11_exp3A,Y8B48_3A_day11.JPG,0.32319,-0.395714526,-0.21164
3,A,3A,N,5,nutrient,N_5,30,S,A,S_A,232,N_5_30_S_A,Y12B62,Y12B62_exp3A,1,Y12B62_day1_exp3A,Y12B62_3A_day1.JPG,0.34181,Y12B62_day11_exp3A,Y12B62_3A_day11.JPG,0.38612,0.129633422,0.04431
3,A,3A,N,5,nutrient,N_5,30,S,A,S_A,237,N_5_30_S_A,Y12B63,Y12B63_exp3A,1,Y12B63_day1_exp3A,Y12B63_3A_day1.JPG,0.31573,Y12B63_day11_exp3A,Y12B63_3A_day11.JPG,0.34475,0.091913977,0.02902
3,A,3A,N,5,nutrient,N_5,30,S,S,S_S,239,N_5_30_S_S,Y12B65,Y12B65_exp3A,1,Y12B65_day1_exp3A,Y12B65_3A_day1.JPG,0.39174,Y12B65_day11_exp3A,Y12B65_3A_day11.JPG,0.39538,0.009291877,0.00364
3,A,3A,N,5,nutrient,N_5,30,S,S,S_S,237,N_5_30_S_S,Y12B64,Y12B64_exp3A,1,Y12B64_day1_exp3A,Y12B64_3A_day1.JPG,0.26412,Y12B64_day11_exp3A,Y12B64_3A_day11.JPG,0.1923,-0.271921854,-0.07182
3,B,3B,N,5,nutrient,N_5,20,F,A,F_A,242,N_5_20_F_A,O12Y2,O12Y2_exp3B,1,O12Y2_day1_exp3B,Y7B41_3A_day1.JPG,0.29581,O12Y2_day11_exp3B,O12Y2_3B_day11.JPG,0.34989,0.182820053,0.05408
3,B,3B,N,5,nutrient,N_5,20,F,A,F_A,238,N_5_20_F_A,O12Y1,O12Y1_exp3B,1,O12Y1_day1_exp3B,Y7B40_3A_day1.JPG,0.34957,O12Y1_day11_exp3B,O12Y1_3B_day11.JPG,0.29678,-0.151014103,-0.05279
3,B,3B,N,5,nutrient,N_5,20,F,S,F_S,246,N_5_20_F_S,O12Y4,O12Y4_exp3B,1,O12Y4_day1_exp3B,Y7B43_3A_day1.JPG,0.30641,O12Y4_day11_exp3B,O12Y4_3B_day11.JPG,0.37523,0.224601025,0.06882
3,B,3B,N,5,nutrient,N_5,20,F,S,F_S,251,N_5_20_F_S,O12Y3,O12Y3_exp3B,1,O12Y3_day1_exp3B,Y7B42_3A_day1.JPG,0.30248,O12Y3_day11_exp3B,O12Y3_3B_day11.JPG,0.36004,0.190293573,0.05756
3,B,3B,N,5,nutrient,N_5,20,F,S,F_S,256,N_5_20_F_S,O12Y5,O12Y5_exp3B,1,O12Y5_day1_exp3B,Y7B44_3A_day1.JPG,0.44963,O12Y5_day11_exp3B,O12Y5_3B_day11.JPG,0.33547,-0.253897649,-0.11416
3,B,3B,N,5,nutrient,N_5,20,S,A,S_A,238,N_5_20_S_A,O13Y7,O13Y7_exp3B,1,O13Y7_day1_exp3B,Y8B48_3A_day1.JPG,0.35823,O13Y7_day11_exp3B,O13Y7_3B_day11.JPG,0.34232,-0.044412807,-0.01591
3,B,3B,N,5,nutrient,N_5,20,S,A,S_A,244,N_5_20_S_A,O13Y8,O13Y8_exp3B,1,O13Y8_day1_exp3B,Y8B49_3A_day1.JPG,0.3824,O13Y8_day11_exp3B,O13Y8_3B_day11.JPG,0.20745,-0.45750523,-0.17495
3,B,3B,N,5,nutrient,N_5,20,S,S,S_S,249,N_5_20_S_S,O13Y10,O13Y10_exp3B,1,O13Y10_day1_exp3B,Y8B45_3A_day1.JPG,0.41186,O13Y10_day11_exp3B,O13Y10_3B_day11.JPG,0.43245,0.049992716,0.02059
3,B,3B,N,5,nutrient,N_5,20,S,S,S_S,241,N_5_20_S_S,O13Y12,O13Y12_exp3B,1,O13Y12_day1_exp3B,Y8B47_3A_day1.JPG,0.34013,O13Y12_day11_exp3B,O13Y12_3B_day11.JPG,0.38857,0.142416135,0.04844
3,B,3B,N,5,nutrient,N_5,20,S,S,S_S,252,N_5_20_S_S,O13Y11,O13Y11_exp3B,1,O13Y11_day1_exp3B,Y8B46_3A_day1.JPG,0.28635,O13Y11_day11_exp3B,O13Y11_3B_day11.JPG,0.35266,0.231569757,0.06631
3,B,3B,N,5,nutrient,N_5,30,F,A,F_A,254,N_5_30_F_A,W10O45,W10O45_exp3B,1,W10O45_day1_exp3B,W10O45_3B_day1.JPG,0.40541,W10O45_day11_exp3B,W10O45_3B_day11.JPG,0.46495,0.146863669,0.05954
3,B,3B,N,5,nutrient,N_5,30,F,A,F_A,238,N_5_30_F_A,W11O46,W11O46_exp3B,1,W11O46_day1_exp3B,W11O46_3B_day1.JPG,0.34734,W11O46_day11_exp3B,W11O46_3B_day11.JPG,0.35,0.007658202,0.00266
3,B,3B,N,5,nutrient,N_5,30,F,S,F_S,246,N_5_30_F_S,W11O49,W11O49_exp3B,1,W11O49_day1_exp3B,W11O49_3B_day1.JPG,0.43694,W11O49_day11_exp3B,W11O49_3B_day11.JPG,0.44149,0.010413329,0.00455
3,B,3B,N,5,nutrient,N_5,30,F,S,F_S,251,N_5_30_F_S,W11O48,W11O48_exp3B,1,W11O48_day1_exp3B,W11O48_3B_day1.JPG,0.48624,W11O48_day11_exp3B,W11O48_3B_day11.JPG,0.39583,-0.185936986,-0.09041
3,B,3B,N,5,nutrient,N_5,30,F,S,F_S,242,N_5_30_F_S,W11O47,W11O47_exp3B,1,W11O47_day1_exp3B,W11O47_3B_day1.JPG,0.35303,W11O47_day11_exp3B,W11O47_3B_day11.JPG,0.32574,-0.077302212,-0.02729
3,B,3B,N,5,nutrient,N_5,30,S,A,S_A,256,N_5_30_S_A,W11O50,W11O50_exp3B,1,W11O50_day1_exp3B,W11O50_3B_day1.JPG,0.50123,W11O50_day11_exp3B,W11O50_3B_day11.JPG,0.43567,-0.130798236,-0.06556
3,B,3B,N,5,nutrient,N_5,30,S,A,S_A,243,N_5_30_S_A,W8O40,W8O40_exp3B,1,W8O40_day1_exp3B,W8O40_3B_day1.JPG,0.44436,W8O40_day11_exp3B,W8O40_3B_day11.JPG,0.42076,-0.053110091,-0.0236
3,B,3B,N,5,nutrient,N_5,30,S,A,S_A,241,N_5_30_S_A,W12O51,W12O51_exp3B,1,W12O51_day1_exp3B,W12O51_3B_day1.JPG,0.56181,W12O51_day11_exp3B,O3B13_3B_day11.JPG,0.38822,-0.308983464,-0.17359
3,B,3B,N,5,nutrient,N_5,30,S,S,S_S,252,N_5_30_S_S,W12O54,W12O54_exp3B,1,W12O54_day1_exp3B,W12O54_3B_day1.JPG,0.61088,W12O54_day11_exp3B,O3B17_3B_day11.JPG,0.44467,-0.272082897,-0.16621
3,B,3B,N,5,nutrient,N_5,30,S,S,S_S,244,N_5_30_S_S,W12O52,W12O52_exp3B,1,W12O52_day1_exp3B,W12O52_3B_day1.JPG,0.31219,W12O52_day11_exp3B,O3B14_3B_day11.JPG,0.39137,0.253627599,0.07918
3,B,3B,N,5,nutrient,N_5,30,S,S,S_S,247,N_5_30_S_S,W12O53,W12O53_exp3B,1,W12O53_day1_exp3B,W12O53_3B_day1.JPG,0.43556,W12O53_day11_exp3B,O3B15_3B_day11.JPG,0.33893,-0.221852328,-0.09663
1,A,1A,N,18,nutrient,N_18,20,F,A,F_A,150,N_18_20_F_A,R3W10,R3W10_exp1A,1,R3W10_day1_exp1A,R3W10_1A_day1.JPG,0.30323,R3W10_day11_exp1A,R3W10_1A_day11.JPG,0.4972,0.639679451,0.19397
1,A,1A,N,18,nutrient,N_18,20,F,A,F_A,168,N_18_20_F_A,R3W8,R3W8_exp1A,1,R3W8_day1_exp1A,R3W8_1A_day1.JPG,0.4425,R3W8_day11_exp1A,R3W8_1A_day11.JPG,0.29388,-0.335864407,-0.14862
1,A,1A,N,18,nutrient,N_18,20,F,S,F_S,142,N_18_20_F_S,R3W11,R3W11_exp1A,1,R3W11_day1_exp1A,R3W11_1A_day1.JPG,0.4379,R3W11_day11_exp1A,R3W11_1A_day11.JPG,0.37985,-0.132564512,-0.05805
1,A,1A,N,18,nutrient,N_18,20,F,S,F_S,147,N_18_20_F_S,R3W12,R3W12_exp1A,1,R3W12_day1_exp1A,R3W12_1A_day1.JPG,0.40783,R3W12_day11_exp1A,R3W12_1A_day11.JPG,0.30348,-0.255866415,-0.10435
1,A,1A,N,18,nutrient,N_18,20,F,S,F_S,153,N_18_20_F_S,R3W13,R3W13_exp1A,1,R3W13_day1_exp1A,R3W13_1A_day1.JPG,0.29396,R3W13_day11_exp1A,R3W13_1A_day11.JPG,0.28575,-0.02792897,-0.00821
1,A,1A,N,18,nutrient,N_18,20,S,A,S_A,162,N_18_20_S_A,R5W21,R5W21_exp1A,1,R5W21_day1_exp1A,R5W21_1A_day1.JPG,0.3003,R5W21_day11_exp1A,R5W21_1A_day11.JPG,0.29285,-0.024808525,-0.00745
1,A,1A,N,18,nutrient,N_18,20,S,A,S_A,151,N_18_20_S_A,R5W22,R5W22_exp1A,1,R5W22_day1_exp1A,R5W22_1A_day1.JPG,0.2922,R5W22_day11_exp1A,R5W22_1A_day11.JPG,0.28733,-0.016666667,-0.00487
1,A,1A,N,18,nutrient,N_18,20,S,S,S_S,150,N_18_20_S_S,R5W24,R5W24_exp1A,1,R5W24_day1_exp1A,R5W24_1A_day1.JPG,0.49927,R5W24_day11_exp1A,R5W24_1A_day11.JPG,0.46845,-0.061730126,-0.03082
1,A,1A,N,18,nutrient,N_18,20,S,S,S_S,154,N_18_20_S_S,R5W26,R5W26_exp1A,1,R5W26_day1_exp1A,R5W26_1A_day1.JPG,0.51561,R5W26_day11_exp1A,R5W26_1A_day11.JPG,0.46785,-0.092628149,-0.04776
1,A,1A,N,18,nutrient,N_18,20,S,S,S_S,157,N_18_20_S_S,R5W27,R5W27_exp1A,1,R5W27_day1_exp1A,R5W27_1A_day1.JPG,0.46448,R5W27_day11_exp1A,R5W27_1A_day11.JPG,0.43356,-0.066569066,-0.03092
1,A,1A,N,18,nutrient,N_18,30,F,A,F_A,150,N_18_30_F_A,R4W15,R4W15_exp1A,1,R4W15_day1_exp1A,R4W15_1A_day1.JPG,0.42202,R4W15_day11_exp1A,R4W15_1A_day11.JPG,0.41526,-0.016018198,-0.00676
1,A,1A,N,18,nutrient,N_18,30,F,A,F_A,168,N_18_30_F_A,R4W14,R4W14_exp1A,1,R4W14_day1_exp1A,R4W14_1A_day1.JPG,0.27462,R4W14_day11_exp1A,R4W14_1A_day11.JPG,0.22721,-0.172638555,-0.04741
1,A,1A,N,18,nutrient,N_18,30,F,S,F_S,149,N_18_30_F_S,R4W20,R4W20_exp1A,1,R4W20_day1_exp1A,R4W20_1A_day1.JPG,0.37622,R4W20_day11_exp1A,R4W20_1A_day11.JPG,0.44759,0.189702833,0.07137
1,A,1A,N,18,nutrient,N_18,30,F,S,F_S,153,N_18_30_F_S,R4W34,R4W34_exp1A,1,R4W34_day1_exp1A,R4W34_1A_day1.JPG,0.47592,R4W34_day11_exp1A,R4W34_1A_day11.JPG,0.36982,-0.222936628,-0.1061
1,A,1A,N,18,nutrient,N_18,30,F,S,F_S,142,N_18_30_F_S,R4W17,R4W17_exp1A,1,R4W17_day1_exp1A,R4W17_1A_day1.JPG,0.37975,R4W17_day11_exp1A,R4W17_1A_day11.JPG,0.32815,-0.135878868,-0.0516
1,A,1A,N,18,nutrient,N_18,30,S,A,S_A,151,N_18_30_S_A,R6W29,R6W29_exp1A,1,R6W29_day1_exp1A,R6W29_1A_day1.JPG,0.29788,R6W30_day11_exp1A,R6W30_1A_day11.JPG,0.49467,0.660635155,0.19679
1,A,1A,N,18,nutrient,N_18,30,S,A,S_A,163,N_18_30_S_A,R6W28,R6W28_exp1A,1,R6W28_day1_exp1A,R6W28_1A_day1.JPG,0.34328,R6W29_day11_exp1A,R6W29_1A_day11.JPG,0.32042,-0.066592869,-0.02286
1,A,1A,N,18,nutrient,N_18,30,S,S,S_S,155,N_18_30_S_S,R6W31,R6W31_exp1A,1,R6W31_day1_exp1A,R6W31_1A_day1.JPG,0.51761,R6W31_day11_exp1A,R6W31_1A_day11.JPG,0.45129,-0.128127355,-0.06632
1,A,1A,N,18,nutrient,N_18,30,S,S,S_S,152,N_18_30_S_S,R6W30,R6W30_exp1A,1,R6230_day1_exp1A,R6W30_1A_day1.JPG,0.56164,R6W28_day11_exp1A,R6W28_1A_day11.JPG,0.32105,-0.428370486,-0.24059
1,A,1A,N,18,nutrient,N_18,30,S,S,S_S,159,N_18_30_S_S,R6W32,R6W32_exp1A,1,R6W32_day1_exp1A,R6W32_1A_day1.JPG,0.37157,R6W32_day11_exp1A,R6W32_1A_day11.JPG,0.26915,-0.275641198,-0.10242
1,B,1B,N,18,nutrient,N_18,20,F,A,F_A,163,N_18_20_F_A,R10W45,R10W45_exp1B,1,R10W45_day1_exp1B,R10W45_1B_day1.JPG,0.43628,R10W45_day11_exp1B,R10W45_1B_day11.JPG,0.46542,0.066791968,0.02914
1,B,1B,N,18,nutrient,N_18,20,F,A,F_A,183,N_18_20_F_A,R10W47,R10W47_exp1B,1,R10W47_day1_exp1B,R10W47_1B_day1.JPG,0.4759,R10W47_day11_exp1B,R10W47_1B_day11.JPG,0.44301,-0.069111158,-0.03289
1,B,1B,N,18,nutrient,N_18,20,F,A,F_A,169,N_18_20_F_A,R10W46,R10W46_exp1B,1,R10W46_day1_exp1B,R10W46_1B_day1.JPG,0.29044,R10W46_day11_exp1B,R10W46_1B_day11.JPG,0.27559,-0.051129321,-0.01485
1,B,1B,N,18,nutrient,N_18,20,F,S,F_S,171,N_18_20_F_S,R10W49,R10W49_exp1B,1,R10W49_day1_exp1B,R10W49_1B_day1.JPG,0.3992,R10W49_day11_exp1B,R10W49_1B_day11.JPG,0.4169,0.044338677,0.0177
1,B,1B,N,18,nutrient,N_18,20,F,S,F_S,161,N_18_20_F_S,R10W48,R10W48_exp1B,1,R10W48_day1_exp1B,R10W48_1B_day1.JPG,0.3926,R10W48_day11_exp1B,R10W48_1B_day11.JPG,0.39053,-0.005272542,-0.00207
1,B,1B,N,18,nutrient,N_18,20,S,A,S_A,166,N_18_20_S_A,R11W50,R11W50_exp1B,1,R11W50_day1_exp1B,R11W50_1B_day1.JPG,0.49447,R11W50_day11_exp1B,R11W50_1B_day11.JPG,0.49276,-0.003458248,-0.00171
1,B,1B,N,18,nutrient,N_18,20,S,A,S_A,171,N_18_20_S_A,R11W51,R11W51_exp1B,1,R11W51_day1_exp1B,R11W51_1B_day1.JPG,0.35654,R11W51_day11_exp1B,R11W51_1B_day11.JPG,0.38705,0.085572446,0.03051
1,B,1B,N,18,nutrient,N_18,20,S,A,S_A,184,N_18_20_S_A,R11W52,R11W52_exp1B,1,R11W52_day1_exp1B,R11W52_1B_day1.JPG,0.346,R11W52_day11_exp1B,R11W52_1B_day11.JPG,0.2989,-0.136127168,-0.0471
1,B,1B,N,18,nutrient,N_18,20,S,S,S_S,172,N_18_20_S_S,R11W54,R11W54_exp1B,1,R11W54_day1_exp1B,R11W54_1B_day1.JPG,0.42993,R11W54_day11_exp1B,R11W54_1B_day11.JPG,0.44256,0.029376875,0.01263
1,B,1B,N,18,nutrient,N_18,20,S,S,S_S,164,N_18_20_S_S,R11W53,R11W53_exp1B,1,R11W53_day1_exp1B,R11W53_1B_day1.JPG,0.33941,R11W53_day11_exp1B,R11W53_1B_day11.JPG,0.3283,-0.032733272,-0.01111
1,B,1B,N,18,nutrient,N_18,30,F,A,F_A,170,N_18_30_F_A,R21W95,R21W95_exp1B,1,R21W95_day1_exp1B,R21W95_1B_day1.JPG,0.43729,R21W95_day11_exp1B,R21W95_1B_day11.JPG,0.49297,0.12732969,0.05568
1,B,1B,N,18,nutrient,N_18,30,F,A,F_A,166,N_18_30_F_A,R21W94,R21W94_exp1B,1,R21W94_day1_exp1B,R21W94_1B_day1.JPG,0.43096,R21W94_day11_exp1B,R21W94_1B_day11.JPG,0.45437,0.054320587,0.02341
1,B,1B,N,18,nutrient,N_18,30,F,A,F_A,184,N_18_30_F_A,R21W97,R21W97_exp1B,1,R21W97_day1_exp1B,R21W97_1B_day1.JPG,0.23799,R21W97_day11_exp1B,R21W97_1B_day11.JPG,0.22613,-0.049834027,-0.01186
1,B,1B,N,18,nutrient,N_18,30,F,S,F_S,163,N_18_30_F_S,R21W100,R21W100_exp1B,1,R21W100_day1_exp1B,R21W100_1B_day1.JPG,0.45572,R21W100_day11_exp1B,R21W100_1B_day11.JPG,0.49329,0.082440973,0.03757
1,B,1B,N,18,nutrient,N_18,30,F,S,F_S,171,N_18_30_F_S,R21W55,R21W55_exp1B,1,R21W55_day1_exp1B,R21W55_1B_day1.JPG,0.33537,R21W55_day11_exp1B,R21W55_1B_day11.JPG,0.27216,-0.188478397,-0.06321
1,B,1B,N,18,nutrient,N_18,30,S,A,S_A,167,N_18_30_S_A,R17W80,R17W80_exp1B,1,R17W80_day1_exp1B,R17W80_1B_day1.JPG,0.49864,R17W80_day11_exp1B,R17W80_1B_day11.JPG,0.45142,-0.094697577,-0.04722
