beetag_exprun,col_num,exp_num,subrun,N_species,N_dose,N_species_dose,temp,food,sym_state,food_sym_state,treat_ID_collapsed_controls,red_day1,red_day11,red_delta,resp_rate,e_coli_plate,PAM_avg_day1,PAM_avg_day11,PAM_delta,log_PAM_delta
R4W15_exp1A,150,1,A,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.42202,0.41526,-0.00676,-0.00183,0,0.195,0.138,-0.057,-0.057
R14W72_exp2A,228,2,A,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.356,0.39417,0.03817,-0.00454,1,0.404,0.137,-0.267,-0.267
R13W67_exp3A,241,3,A,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.44366,0.37021,-0.07345,NA,NA,0.55,0.02,-0.53,-0.53
R14W71_exp3A,237,3,A,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.28659,0.31904,0.03245,-0.00502,1,0.382,0.37,-0.012,-0.012
W15O67_exp3B,238,3,B,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.45057,0.31435,-0.13622,-0.00938,0,0.137,0.527,0.39,0.39
R7W35_exp2B,168,2,B,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.16743,0.29641,0.12898,NA,NA,0.252,0.098,-0.154,-0.154
R14W70_exp3A,227,3,A,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.28406,0.26614,-0.01792,-0.00326,0,0.44,0.406,-0.034,-0.034
R4W14_exp1A,168,1,A,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.27462,0.22721,-0.04741,-0.00411,1,0.167,0.173,0.006,0.006
R21W97_exp1B,184,1,B,N,18,N_18,30,F,A,F_A,N_18_30_F_A,0.23799,0.22613,-0.01186,-0.0043,1,0.241,0.199,-0.042,-0.042
R21W100_exp1B,163,1,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.45572,0.49329,0.03757,-0.00329,0,0.428,0.534,0.106,0.106
R7W39_exp2B,223,2,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.51816,0.4677,-0.05046,NA,NA,0.519,0.366,-0.153,-0.153
W15O71_exp3B,246,3,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.41978,0.45714,0.03736,-0.00587,1,0.041,0.49,0.449,0.449
R4W20_exp1A,149,1,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.37622,0.44759,0.07137,NA,NA,0.38,0.441,0.061,0.061
R14W73_exp2A,193,2,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.40791,0.4449,0.03699,-0.00155,0,0.466,0.451,-0.015,-0.015
R7W37_exp2B,175,2,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.37152,0.44273,0.07121,-0.00662,0,0.539,0.056,-0.483,-0.483
W15O70_exp3B,249,3,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.36085,0.43894,0.07809,NA,NA,0.576,0.026,-0.55,-0.55
R7W38_exp2B,207,2,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.39041,0.4028,0.01239,-0.00493,1,0.549,0.358,-0.191,-0.191
R4W34_exp1A,153,1,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.47592,0.36982,-0.1061,-0.00551,1,0.473,0.192,-0.281,-0.281
R14W74_exp2A,207,2,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.35628,0.34112,-0.01516,-0.00291,1,0.423,0.007,-0.416,-0.416
R4W17_exp1A,142,1,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.37975,0.32815,-0.0516,-0.00539,0,0.429,0.13,-0.299,-0.299
R14W72_exp3A,237,3,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.34287,0.30194,-0.04093,NA,NA,0.349,0.314,-0.035,-0.035
W15O69_exp3B,242,3,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.43784,0.29277,-0.14507,-0.00694,1,0.381,0.575,0.194,0.194
R21W55_exp1B,171,1,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.33537,0.27216,-0.06321,-0.00452,1,0.146,0.497,0.351,0.351
R14W73_exp3A,239,3,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,0.24836,0.25637,0.00801,-0.00229,0,0.569,0.517,-0.052,-0.052
R6W29_exp1A,151,1,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.29788,0.49467,0.19679,-0.00434,0,0.35,0.331,-0.019,-0.019
R8W40_exp2B,170,2,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.5265,0.48958,-0.03692,-0.00519,0,0.49,0.492,0.002,0.002
R17W80_exp1B,167,1,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.49864,0.45142,-0.04722,NA,NA,0.364,0.361,-0.003,-0.003
W16O73_exp3B,241,3,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.46974,0.4338,-0.03594,-0.00668,0,0.523,0.371,-0.152,-0.152
W15O72_exp3B,257,3,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.467,0.43024,-0.03676,NA,NA,0.548,0.535,-0.013,-0.013
R15W75_exp3A,232,3,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.32752,0.37906,0.05154,NA,NA,0.467,0.419,-0.048,-0.048
R14W74_exp3A,240,3,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.34465,0.37563,0.03098,-0.00545,1,0.445,0.084,-0.361,-0.361
R8W41_exp2B,212,2,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.33821,0.35491,0.0167,-0.00515,1,0.493,0.395,-0.098,-0.098
R6W28_exp1A,163,1,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.34328,0.32042,-0.02286,-0.00566,1,0.164,0.209,0.045,0.045
R17W82_exp1B,177,1,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.31095,0.31816,0.00721,NA,NA,0.164,0.358,0.194,0.194
R15W76_exp3A,237,3,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.33469,0.30427,-0.03042,-0.00268,0,0.41,0.346,-0.064,-0.064
R15W75_exp2A,194,2,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.29115,0.29161,0.00046,-0.00328,0,0.377,0.371,-0.006,-0.006
R15W77_exp2A,231,2,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.23965,0.25381,0.01416,-0.00374,1,0.243,0.527,0.284,0.284
R17W83_exp1B,184,1,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.2422,0.22449,-0.01771,-0.00306,1,0.198,0.209,0.011,0.011
R15W76_exp2A,209,2,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,0.16698,0.18166,0.01468,NA,NA,0.537,0.433,-0.104,-0.104
R8W42_exp2B,191,2,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.43877,0.49816,0.05939,NA,NA,0.571,0.353,-0.218,-0.218
R8W44_exp2B,226,2,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.48504,0.47503,-0.01001,-0.00322,1,0.439,0.275,-0.164,-0.164
R15W78_exp2A,193,2,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.38303,0.45602,0.07299,-0.00191,0,0.407,0.198,-0.209,-0.209
R6W31_exp1A,155,1,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.51761,0.45129,-0.06632,-0.00451,1,0.296,0.201,-0.095,-0.095
R17W84_exp1B,166,1,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.46282,0.44883,-0.01399,NA,0,0.413,0.507,0.094,0.094
R15W78_exp3A,239,3,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.37728,0.43428,0.057,-0.00574,0,0.548,0.044,-0.504,-0.504
W16O74_exp3B,244,3,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.43218,0.43062,-0.00156,-0.00886,1,0.461,0.659,0.198,0.198
W16O76_exp3B,252,3,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.41796,0.42876,0.0108,NA,NA,0.528,0.501,-0.027,-0.027
R15W79_exp2A,218,2,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.44689,0.38846,-0.05843,-0.00338,1,0.36,0.348,-0.012,-0.012
R15W77_exp3A,237,3,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.38887,0.37202,-0.01685,-0.00294,1,0.233,0.271,0.038,0.038
R8W43_exp2B,209,2,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.41816,0.36555,-0.05261,-0.0097,0,0.528,0.375,-0.153,-0.153
W16O75_exp3B,247,3,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.3833,0.36368,-0.01962,NA,0,0.586,0.164,-0.422,-0.422
R6W30_exp1A,152,1,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.56164,0.32105,-0.24059,-0.00423,0,0.372,0.42,0.048,0.048
R17W85_exp1B,173,1,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.42802,0.28064,-0.14738,-0.00277,1,0.371,0.519,0.148,0.148
R6W32_exp1A,159,1,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,0.37157,0.26915,-0.10242,NA,NA,0.409,0.4,-0.009,-0.009
Y3B25_exp2A,174,2,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.56032,0.51719,-0.04313,NA,NA,0.446,0.579,0.133,0.133
Y3B27_exp2A,226,2,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.47866,0.45298,-0.02568,-0.00416,1,0.321,0.54,0.219,0.219
Y1B8_exp1A,150,1,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.34953,0.44542,0.09589,-0.00573,0,0.12,0.429,0.309,0.309
Y5B35_exp1B,160,1,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.42005,0.43858,0.01853,-0.00524,0,0.311,0.235,-0.076,-0.076
Y5B37_exp1B,183,1,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.46161,0.3995,-0.06211,NA,NA,0.239,0.489,0.25,0.25
Y1B8_exp2B,192,2,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.32396,0.36534,0.04138,-0.00154,1,0.536,0.152,-0.384,-0.384
O12Y2_exp3B,242,3,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.29581,0.34989,0.05408,-0.00434,1,0.265,0.348,0.083,0.083
Y1B5_exp1A,168,1,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.28413,0.34716,0.06303,-0.00522,1,0.169,0.308,0.139,0.139
Y3B26_exp2A,199,2,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.26591,0.32838,0.06247,-0.00193,0,0.198,0.355,0.157,0.157
Y2B13_exp3A,240,3,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.41221,0.32704,-0.08517,NA,NA,0.569,0.163,-0.406,-0.406
O12Y1_exp3B,238,3,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.34957,0.29678,-0.05279,-0.00373,0,0.297,0.288,-0.009,-0.009
Y2B15_exp3A,237,3,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.31219,0.29637,-0.01582,NA,NA,0.518,0.221,-0.297,-0.297
Y1B5_exp2B,159,2,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.29916,0.28204,-0.01712,-0.00349,0,0.483,0.529,0.046,0.046
Y5B36_exp1B,169,1,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.34876,0.26794,-0.08082,-0.00243,1,0.226,0.438,0.212,0.212
Y2B14_exp3A,225,3,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,0.30474,0.23991,-0.06483,NA,NA,0.374,0.246,-0.128,-0.128
Y1B12_exp2B,223,2,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.55786,0.58101,0.02315,-0.00248,1,0.447,0.04,-0.407,-0.407
Y3B29_exp2A,206,2,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.38047,0.48334,0.10287,-0.00519,1,0.226,0.512,0.286,0.286
Y5B39_exp1B,171,1,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.54296,0.46582,-0.07714,-0.00484,1,0.392,0.591,0.199,0.199
Y20B97_exp3A,240,3,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.37051,0.44286,0.07235,NA,NA,NA,NA,NA,NA
Y5B38_exp1B,161,1,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.44213,0.44129,-0.00084,-0.00654,0,0.414,0.567,0.153,0.153
Y1B10_exp2B,171,2,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.36498,0.39891,0.03393,-0.00439,0,0.448,0.543,0.095,0.095
Y3B28_exp2A,185,2,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.38741,0.39055,0.00314,-0.00213,0,0.477,0.017,-0.46,-0.46
Y1B11_exp1A,147,1,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.41588,0.39029,-0.02559,NA,NA,0.438,0.415,-0.023,-0.023
O12Y4_exp3B,246,3,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.30641,0.37523,0.06882,-0.0023,0,0.503,0.558,0.055,0.055
Y1B12_exp1A,153,1,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.30919,0.37433,0.06514,-0.00391,1,0.415,0.225,-0.19,-0.19
O12Y3_exp3B,251,3,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.30248,0.36004,0.05756,NA,NA,0.45,0.594,0.144,0.144
O12Y5_exp3B,256,3,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.44963,0.33547,-0.11416,NA,1,0.574,0.527,-0.047,-0.047
Y1B10_exp1A,142,1,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.29754,0.31786,0.02032,-0.00462,0,0.35,0.286,-0.064,-0.064
Y1B11_exp2B,205,2,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.26914,0.26347,-0.00567,NA,NA,0.599,0.62,0.021,0.021
Y2B22_exp3A,237,3,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,0.24672,0.24707,0.00035,NA,NA,0.623,0.229,-0.394,-0.394
Y4B31_exp2A,204,2,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.47659,0.55206,0.07547,-0.00308,1,0.445,0.556,0.111,0.111
Y13B70_exp1B,166,1,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.45395,0.48165,0.0277,-0.00815,0,0.148,0.391,0.243,0.243
Y13B71_exp1B,171,1,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.45475,0.47823,0.02348,NA,NA,0.293,0.52,0.227,0.227
Y3B25_exp3A,229,3,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.41798,0.44262,0.02464,NA,NA,0.358,0.235,-0.123,-0.123
Y3B26_exp3A,237,3,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.39973,0.43904,0.03931,NA,NA,0.463,0.157,-0.306,-0.306
Y5B36_exp2B,209,2,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.35993,0.43286,0.07293,-0.00664,1,0.5,0.564,0.064,0.064
Y10B51_exp1A,150,1,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.31092,0.39967,0.08875,-0.00585,0,0.203,0.135,-0.068,-0.068
Y2B24_exp3A,239,3,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.46635,0.36254,-0.10381,NA,NA,0.601,0.273,-0.328,-0.328
O13Y7_exp3B,238,3,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.35823,0.34232,-0.01591,-0.00635,0,0.213,0.379,0.166,0.166
Y4B30_exp2A,187,2,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.40788,0.32819,-0.07969,-0.0031,0,0.229,0.398,0.169,0.169
Y10B50_exp1A,168,1,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.3779,0.31839,-0.05951,NA,1,0.215,0.242,0.027,0.027
Y5B35_exp2B,169,2,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.29532,0.30086,0.00554,-0.00245,0,0.508,0.527,0.019,0.019
Y13B72_exp1B,184,1,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.2818,0.297,0.0152,-0.00572,1,0.143,0.365,0.222,0.222
Y4B32_exp2A,228,2,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.31263,0.26493,-0.0477,NA,NA,0.22,0.516,0.296,0.296
O13Y8_exp3B,244,3,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,0.3824,0.20745,-0.17495,-0.0064,1,0.42,0.514,0.094,0.094
Y4B34_exp2A,208,2,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.48327,0.49206,0.00879,-0.00551,1,0.54,0.416,-0.124,-0.124
Y10B54_exp1A,157,1,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.33873,0.48563,0.1469,-0.00616,1,0.397,0.445,0.048,0.048
Y13B73_exp1B,164,1,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.41623,0.45895,0.04272,-0.00357,0,0.381,0.491,0.11,0.11
Y5B37_exp2B,186,2,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.4709,0.45351,-0.01739,-0.0044,0,0.586,0.489,-0.097,-0.097
Y4B33_exp2A,186,2,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.41212,0.4405,0.02838,-0.00333,0,0.508,0.591,0.083,0.083
O13Y10_exp3B,249,3,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.41186,0.43245,0.02059,-0.00717,0,0.578,0.553,-0.025,-0.025
Y13B74_exp1B,172,1,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.39784,0.42915,0.03131,-0.00353,1,0.429,0.426,-0.003,-0.003
Y5B38_exp2B,208,2,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.40642,0.4237,0.01728,NA,NA,0.485,0.233,-0.252,-0.252
Y10B53_exp1A,154,1,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.4683,0.41632,-0.05198,-0.00347,0,0.351,0.377,0.026,0.026
O13Y12_exp3B,241,3,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.34013,0.38857,0.04844,NA,NA,0.033,0.028,-0.005,-0.005
Y3B27_exp3A,237,3,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.36674,0.37327,0.00653,NA,NA,0.529,0.216,-0.313,-0.313
O13Y11_exp3B,252,3,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.28635,0.35266,0.06631,-0.00498,1,0.59,0.617,0.027,0.027
Y5B39_exp2B,225,2,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.31399,0.33787,0.02388,-0.00634,1,0.567,0.598,0.031,0.031
Y3B28_exp3A,239,3,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.44592,0.31005,-0.13587,NA,NA,0.571,0.051,-0.52,-0.52
Y10B52_exp1A,151,1,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,0.41668,0.28326,-0.13342,NA,NA,0.379,0.362,-0.017,-0.017
Y12B63_exp2A,202,2,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.37987,0.55721,0.17734,NA,NA,0.403,0.42,0.017,0.017
Y7B41_exp1B,170,1,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.5122,0.47546,-0.03674,-0.00584,1,0.375,0.315,-0.06,-0.06
W10O45_exp3B,254,3,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.40541,0.46495,0.05954,NA,NA,NA,NA,NA,NA
Y2B13_exp1A,168,1,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.50789,0.43789,-0.07,-0.00357,1,0.142,0.445,0.303,0.303
Y8B45_exp3A,226,3,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.42098,0.43465,0.01367,NA,NA,0.374,0.407,0.033,0.033
Y7B44_exp3A,241,3,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.44561,0.39899,-0.04662,NA,NA,NA,NA,NA,NA
Y2B14_exp1A,150,1,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.40848,0.38291,-0.02557,-0.00332,0,0.147,0.481,0.334,0.334
Y7B40_exp1B,165,1,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.37687,0.37112,-0.00575,-0.00392,0,0.297,0.187,-0.11,-0.11
Y12B62_exp2A,186,2,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.31773,0.35392,0.03619,-0.00155,0,0.447,0.514,0.067,0.067
W11O46_exp3B,238,3,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.34734,0.35,0.00266,-0.00666,0,0.405,0.468,0.063,0.063
Y14B76_exp2B,197,2,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.36979,0.3296,-0.04019,-0.00258,1,0.531,0.327,-0.204,-0.204
Y12B64_exp2A,227,2,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.24601,0.31674,0.07073,NA,NA,0.322,0.557,0.235,0.235
Y7B42_exp1B,183,1,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.33702,0.30991,-0.02711,NA,NA,0.163,0.07,-0.093,-0.093
Y8B46_exp3A,237,3,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.21599,0.30978,0.09379,-0.00402,0,0.461,0.552,0.091,0.091
Y14B75_exp2B,168,2,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,0.2059,0.15025,-0.05565,-0.00284,0,0.502,0.283,-0.219,-0.219
Y12B65_exp2A,192,2,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.50342,0.55571,0.05229,-0.00139,0,0.454,0.251,-0.203,-0.203
Y7B43_exp1B,163,1,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.50146,0.52009,0.01863,-0.00401,0,0.366,0.376,0.01,0.01
Y2B15_exp1A,142,1,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.44306,0.46771,0.02465,NA,NA,0.375,0.199,-0.176,-0.176
W11O49_exp3B,246,3,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.43694,0.44149,0.00455,-0.00472,1,0.026,0.39,0.364,0.364
Y14B78_exp2B,207,2,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.40872,0.42066,0.01194,NA,NA,0.503,0.008,-0.495,-0.495
Y12B67_exp2A,207,2,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.45731,0.41683,-0.04048,-0.00654,1,0.407,0.006,-0.401,-0.401
Y2B22_exp1A,149,1,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.39515,0.39796,0.00281,-0.00354,0,0.426,0.4,-0.026,-0.026
W11O48_exp3B,251,3,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.48624,0.39583,-0.09041,-0.00421,0,0.588,0.581,-0.007,-0.007
Y2B24_exp1A,153,1,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.34859,0.39504,0.04645,-0.00456,1,0.428,0.291,-0.137,-0.137
Y7B44_exp1B,171,1,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.35742,0.37685,0.01943,-0.00505,1,0.439,0.497,0.058,0.058
Y8B47_exp3A,237,3,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.52588,0.33436,-0.19152,-0.00628,1,0.267,0.448,0.181,0.181
Y14B79_exp2B,223,2,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.37421,0.33068,-0.04353,-0.003,1,0.528,0.101,-0.427,-0.427
W11O47_exp3B,242,3,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.35303,0.32574,-0.02729,-0.00402,1,0.514,0.373,-0.141,-0.141
Y8B48_exp3A,239,3,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.53483,0.32319,-0.21164,-0.00419,0,0.53,0.479,-0.051,-0.051
Y14B77_exp2B,175,2,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,0.33376,0.32176,-0.012,-0.00621,0,0.57,0.392,-0.178,-0.178
Y8B45_exp1B,167,1,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.49926,0.52608,0.02682,NA,NA,0.411,0.445,0.034,0.034
Y15B80_exp2B,170,2,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.53807,0.50502,-0.03305,-0.00494,0,0.505,0.401,-0.104,-0.104
W11O50_exp3B,256,3,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.50123,0.43567,-0.06556,NA,NA,0.45,0.01,-0.44,-0.44
W8O40_exp3B,243,3,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.44436,0.42076,-0.0236,NA,NA,NA,NA,NA,NA
W12O51_exp3B,241,3,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.56181,0.38822,-0.17359,-0.00768,0,0.53,0.037,-0.493,-0.493
Y12B62_exp3A,232,3,A,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.34181,0.38612,0.04431,-0.00208,0,0.409,0.521,0.112,0.112
Y8B46_exp1B,171,1,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.3227,0.36168,0.03898,-0.00273,0,0.286,0.464,0.178,0.178
Y12B63_exp3A,237,3,A,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.31573,0.34475,0.02902,-0.00357,1,0.284,0.391,0.107,0.107
Y15B82_exp2B,212,2,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.30782,0.30427,-0.00355,-0.00394,1,0.281,0.444,0.163,0.163
Y14B75_exp1A,162,1,A,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.3356,0.2993,-0.0363,-0.00466,1,0.073,0.192,0.119,0.119
Y13B70_exp2A,194,2,A,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.25409,0.28425,0.03016,-0.00136,0,0.262,0.252,-0.01,-0.01
Y14B76_exp1A,151,1,A,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.23009,0.27262,0.04253,-0.0058,0,0.375,0.168,-0.207,-0.207
Y13B72_exp2A,231,2,A,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.25017,0.22645,-0.02372,-0.00229,1,0.342,0.311,-0.031,-0.031
Y8B47_exp1B,184,1,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.209,0.17092,-0.03808,-0.0041,1,0.34,0.221,-0.119,-0.119
Y13B71_exp2A,207,2,A,N,5,N_5,30,S,A,S_A,N_5_30_S_A,0.40114,0.41789,0.01675,NA,NA,0.423,0.042,-0.381,-0.381
Y14B78_exp1A,155,1,A,N,5,N_5,30,S,S,S_S,N_5_30_S_S,0.42542,0.4783,0.05288,-0.00367,1,NA,NA,NA,NA
Y8B48_exp1B,166,1,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,0.45511,0.4673,0.01219,-0.00393,0,0.367,0.311,-0.056,-0.056
Y8B49_exp1B,173,1,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,0.4498,0.44882,-0.00098,-0.00425,1,0.431,0.525,0.094,0.094
Y15B85_exp2B,226,2,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,0.40015,0.44639,0.04624,NA,NA,0.586,0.56,-0.026,-0.026
W12O54_exp3B,252,3,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,0.61088,0.44467,-0.16621,NA,NA,0.133,0.318,0.185,0.185
