,beetag,exprun,n_species,col_num,beetag_exprun,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,N_species_dose,temp,food,sym_state,red_day1,green_day1,blue_day1,red_day11,green_day11,blue_day11,red_delta,red_percent_change,NO3_category
7,B33G95,exp2B,Ammonium,226,B33G95_exp2B,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,128.1610384,95.46554603,62.1892971,166.9546349,143.3805717,95.02983014,38.7935965,30.26941493,Low
89,B34G3106,exp1A,Ammonium,144,B34G3106_exp1A,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,145.4326129,128.5487722,102.2995538,127.4916491,103.3137653,78.34192091,-17.94096376,-12.33627273,Low
49,B34G3106,exp2B,Ammonium,198,B34G3106_exp2B,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,194.9589064,168.905281,128.4310939,197.983913,171.4854817,124.7967427,3.02500665,1.551612443,Low
60,B34G3310,exp1A,Ammonium,153,B34G3310_exp1A,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,112.249722,96.26254175,70.88072866,109.0794882,84.81335146,57.84896962,-3.170233852,-2.824268777,Low
18,B34G3310,exp2B,Ammonium,217,B34G3310_exp2B,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,102.843433,81.60493333,34.88555621,115.9292008,93.87375525,55.75663083,13.08576788,12.72397031,Low
4,B34G3409,exp1A,Ammonium,157,B34G3409_exp1A,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,115.7660327,70.76997741,58.55895492,158.3792087,115.9921126,91.98935207,42.61317597,36.80974027,Low
1,B34G3409,exp2B,Ammonium,233,B34G3409_exp2B,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,64.02741506,41.27451827,26.7469851,109.2194612,81.44850709,40.41478345,45.19204615,70.58233744,Low
624,G23Y2129,exp1B,Nitrate,161,G23Y2129_exp1B,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,127.4105555,78.71819406,54.56048345,166.8310164,NA,NA,39.42046091,30.93971356,Low
619,G23Y2129,exp2A,Nitrate,185,G23Y2129_exp2A,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,154.4316789,116.2224486,76.21640805,134.7990288,NA,NA,-19.63265018,-12.71283866,Low
621,G23Y3130,exp1B,Nitrate,171,G23Y3130_exp1B,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,132.883804,90.42097846,67.37528242,121.0041367,NA,NA,-11.8796673,-8.93989105,Low
617,G23Y3130,exp2A,Nitrate,206,G23Y3130_exp2A,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,119.5487558,73.49936424,56.2087317,107.1545044,NA,NA,-12.39425134,-10.36752851,Low
612,G23Y3130,exp3A,Nitrate,239,G23Y3130_exp3A,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,108.6946641,67.25544809,27.90531873,112.7674732,NA,NA,4.072809095,3.747018429,Low
661,G23Y5017,exp3A,Nitrate,240,G23Y5017_exp3A,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,103.6995211,57.33669098,24.12354684,111.8456531,74.20318753,50.69816722,8.146132053,7.855515597,Low
660,G24Y43,exp1B,Nitrate,165,G24Y43_exp1B,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,167.0746566,122.3211246,103.7509767,180.8855326,134.2595361,113.5124132,13.81087597,8.266290204,Elevated
721,G24Y43,exp2A,Nitrate,186,G24Y43_exp2A,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,121.6905281,84.34567045,62.44834966,96.09834397,53.9611595,34.53970382,-25.5921841,-21.03054733,Low
671,G24Y43,exp3A,Nitrate,239,G24Y43_exp3A,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,105.5870135,64.81191387,37.30808116,107.5481514,78.3932364,60.92608326,1.961137922,1.8573666,Low
704,G24Y44,exp1B,Nitrate,173,G24Y44_exp1B,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,123.1242376,75.40976991,46.28806377,109.384801,61.5507222,45.54921249,-13.73943663,-11.1590024,Elevated
640,G24Y44,exp2A,Nitrate,208,G24Y44_exp2A,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,100.3588425,67.32009912,39.56663191,120.5994791,102.8839482,63.44052288,20.24063664,20.16826434,Low
665,G25Y47,exp1A,Nitrate,152,G25Y47_exp1A,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,187.814039,149.4587319,106.3968845,197.9193836,168.3040165,125.8838769,10.10534451,5.380505399,Elevated
705,G25Y47,exp2B,Nitrate,171,G25Y47_exp2B,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,105.3573752,68.7724147,57.98604542,93.38146416,60.86272725,52.18177392,-11.97591104,-11.36694134,Low
659,G25Y48,exp1A,Nitrate,155,G25Y48_exp1A,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,190.1845433,153.0102233,107.2229371,208.6436396,186.8130558,126.7548769,18.45909624,9.705886672,Elevated
708,G25Y48,exp2B,Nitrate,205,G25Y48_exp2B,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,100.5382656,80.39821513,64.75359247,87.72645363,79.58555502,66.70554301,-12.81181196,-12.7432196,Low
678,G25Y49,exp1A,Nitrate,157,G25Y49_exp1A,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,128.984473,98.90180095,87.3356132,127.3069611,78.83873583,64.13124303,-1.677511854,-1.300553327,Elevated
664,G25Y49,exp2B,Nitrate,223,G25Y49_exp2B,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,109.0613777,65.23887541,34.64517916,115.9386128,67.09667427,41.46595808,6.87723506,6.305839154,Low
710,G26Y50,exp2B,Nitrate,167,G26Y50_exp2B,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,185.4925875,140.4532169,123.2341225,158.0191503,118.9906073,102.1991164,-27.47343719,-14.81107011,Low
668,G26Y53,exp2B,Nitrate,206,G26Y53_exp2B,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,116.1871427,85.87850684,62.17012977,121.4659182,123.0301616,100.7297677,5.278775496,4.543338768,Low
656,G26Y54,exp2B,Nitrate,223,G26Y54_exp2B,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,162.2845495,113.1505102,63.4109841,179.5584931,134.0400997,85.99684344,17.27394355,10.64423176,Low
679,G27Y55,exp2B,Nitrate,169,G27Y55_exp2B,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,196.3365452,154.2432381,146.1096037,193.1962079,150.0623431,136.6228677,-3.140337296,-1.599466515,Low
321,G27Y57,exp1A,Ammonium,144,G27Y57_exp1A,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,166.6870179,116.5141569,63.23643689,156.4750705,123.0135715,87.49949915,-10.21194732,-6.126420314,Low
286,G27Y58,exp1A,Ammonium,153,G27Y58_exp1A,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,133.726493,125.103226,94.77275474,141.4556093,144.0728556,105.6463129,7.729116287,5.779794348,Low
655,G27Y58,exp2B,Nitrate,208,G27Y58_exp2B,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,129.7616892,104.7589459,68.77754875,144.0109259,135.228445,103.0805262,14.2492367,10.98108139,Low
265,G27Y59,exp1A,Ammonium,157,G27Y59_exp1A,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,207.5562607,159.32217,122.5044387,236.8099571,194.7918797,138.748143,29.25369641,14.09434546,Low
657,G27Y59,exp2B,Nitrate,225,G27Y59_exp2B,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,111.6162281,85.0729714,54.08117105,123.0921885,88.93657236,61.50679005,11.47596033,10.28162349,Low
724,G28Y64,exp1A,Nitrate,142,G28Y64_exp1A,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,173.508748,124.821078,74.96567069,131.4444952,85.20395159,50.629286,-42.06425281,-24.24330375,Low
631,G28Y64,exp2B,Nitrate,188,G28Y64_exp2B,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,129.6296209,99.43080366,73.00877114,176.2212779,173.292151,148.554471,46.59165698,35.9421378,Elevated
722,G28Y65,exp1A,Nitrate,148,G28Y65_exp1A,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,131.9586109,93.11594958,62.27552403,103.075924,69.12370076,40.15672612,-28.88268694,-21.8876864,Low
635,G28Y65,exp2B,Nitrate,208,G28Y65_exp2B,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,182.29842,147.3381507,94.28900218,226.8801411,218.7420532,163.3022008,44.58172109,24.45535244,Elevated
727,G28Y67,exp1A,Nitrate,153,G28Y67_exp1A,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,153.0288303,137.4737545,103.0485226,95.45211461,70.69507139,50.57408341,-57.57671567,-37.62475056,Low
639,G28Y67,exp2B,Nitrate,225,G28Y67_exp2B,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,100.151368,81.98925357,42.86090083,120.4622958,108.9354946,66.6176806,20.31092789,20.28023012,Elevated
702,G29Y72,exp1A,Nitrate,142,G29Y72_exp1A,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,123.7649168,82.32875384,68.73194794,110.6528269,72.98286231,53.20505729,-13.11208986,-10.59435113,Low
338,G29Y72,exp2B,Ammonium,196,G29Y72_exp2B,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,110.4994357,93.20596315,73.9217104,97.17769765,86.14963588,68.19786416,-13.32173804,-12.0559331,Low
728,G29Y73,exp1A,Nitrate,147,G29Y73_exp1A,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,186.9444263,166.6496399,140.5414951,105.3211332,74.98840903,54.2916081,-81.62329305,-43.66179547,Low
726,G29Y74,exp1A,Nitrate,153,G29Y74_exp1A,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,144.1384638,131.5348651,112.572115,90.55468803,69.31850205,48.40969059,-53.58377581,-37.17520944,Low
633,G30Y78,exp1B,Nitrate,160,G30Y78_exp1B,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,157.3440537,123.2551709,89.27919082,204.5684957,143.7305688,73.17563679,47.22444196,30.01349008,Low
329,G30Y78,exp2A,Ammonium,198,G30Y78_exp2A,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,150.841442,119.2688744,99.59743796,138.6475809,100.899623,83.67823762,-12.1938611,-8.083893216,Low
256,G30Y78,exp3A,Ammonium,239,G30Y78_exp3A,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,75.15196068,38.16441173,21.00643836,89.11822606,45.04882303,26.10538717,13.96626539,18.58403328,Low
669,G30Y79,exp1B,Nitrate,171,G30Y79_exp1B,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5,20,F,S,188.9987179,159.2331074,125.1428305,196.348465,168.2886593,140.2127388,7.349747109,3.888781465,Low
339,G30Y79,exp2A,Ammonium,220,G30Y79_exp2A,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,140.6092896,107.4636198,71.43070707,122.5779472,84.40932463,55.26839994,-18.0313424,-12.82372057,Low
294,G30Y79,exp3A,Ammonium,241,G30Y79_exp3A,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,116.4386006,61.769325,48.12083303,120.3562422,70.51426832,55.54918926,3.917641634,3.364555753,Low
676,G31Y83,exp1A,Nitrate,150,G31Y83_exp1A,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,151.2426261,105.2250281,72.2470616,150.0893954,120.35645,85.34936225,-1.153230663,-0.762503729,Low
332,G31Y83,exp2B,Ammonium,198,G31Y83_exp2B,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,182.3707869,154.5818349,107.0523335,165.7775367,141.9603339,90.32375214,-16.59325023,-9.098633894,Low
709,G31Y84,exp1A,Nitrate,160,G31Y84_exp1A,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,179.4776493,128.6978692,80.04090826,155.3120058,115.023156,72.32819579,-24.16564352,-13.46443059,Low
261,G31Y84,exp2B,Ammonium,218,G31Y84_exp2B,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,132.7233075,105.8843911,45.47812479,154.3039334,142.5241701,89.92258674,21.58062599,16.25986151,Low
695,G31Y85,exp1A,Nitrate,157,G31Y85_exp1A,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,166.2701965,101.1011466,74.74080773,151.7475444,100.221063,72.45272939,-14.52265207,-8.734368739,Low
260,G31Y85,exp2B,Ammonium,233,G31Y85_exp2B,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,86.92643,59.23340396,38.45239552,101.3052262,81.20107616,63.60759454,14.37879617,16.54133981,Low
352,G32Y90,exp1A,Ammonium,144,G32Y90_exp1A,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,186.7829942,148.6931612,91.57989234,144.5855288,123.2292239,79.87622956,-42.19746547,-22.5917063,Low
335,G32Y92,exp1A,Ammonium,152,G32Y92_exp1A,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,203.7445157,174.5915993,102.1731947,183.0805918,163.2232055,87.58379451,-20.66392388,-10.14207612,Low
285,G32Y92,exp2A,Ammonium,201,G32Y92_exp2A,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,114.3049081,78.14952215,51.86840321,121.4021706,85.07681245,51.46318774,7.0972625,6.209061902,Low
355,G32Y92,exp3A,Ammonium,240,G32Y92_exp3A,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,170.2927022,133.3095228,97.29299808,128.507914,81.89821933,55.47608954,-41.78478826,-24.53703988,Low
331,G32Y93,exp1A,Ammonium,157,G32Y93_exp1A,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,191.5725897,98.77689828,69.193666,174.4211965,136.909708,85.67709037,-17.15139317,-8.952947391,Low
330,G32Y93,exp2A,Ammonium,222,G32Y93_exp2A,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,145.3622415,105.5610887,72.11093519,133.3419796,91.75227662,50.37997078,-12.02026191,-8.269177594,Low
264,G32Y93,exp3A,Ammonium,241,G32Y93_exp3A,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,172.3076987,124.687476,84.34211147,198.271377,140.1246165,91.67685792,25.96367835,15.06820563,Low
311,G33Y1,exp1B,Ammonium,181,G33Y1_exp1B,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,172.2179317,148.1398102,111.5203279,168.9459802,142.5373347,95.47647265,-3.271951537,-1.899890159,Low
625,G33Y1,exp2A,Nitrate,206,G33Y1_exp2A,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,88.82134397,48.656277,37.21364254,139.8450644,118.311718,92.91617836,51.02372046,57.4453371,Low
319,G33Y100,exp1B,Ammonium,167,G33Y100_exp1B,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,216.4071735,179.8633584,143.4657675,205.2015693,175.410203,116.5559595,-11.20560416,-5.178018813,Low
713,G33Y100,exp2A,Nitrate,185,G33Y100_exp2A,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,132.1674828,109.9874957,75.5427438,111.6872337,87.54385146,46.58036335,-20.48024911,-15.49567918,Low
653,G33Y100,exp3A,Nitrate,240,G33Y100_exp3A,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,120.3990625,80.17114437,79.13207238,134.4976383,91.00190321,88.10937965,14.09857572,11.70987167,Low
718,G33Y97,exp3A,Nitrate,239,G33Y97_exp3A,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,S,148.1381606,110.1811211,88.83449477,118.8824835,57.81853122,32.27370166,-29.2556771,-19.74891343,Low
667,G34Y10,exp1B,Nitrate,164,G34Y10_exp1B,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,122.6521559,88.68798431,76.51761113,128.522353,91.48051762,72.99984621,5.870197127,4.786052953,Low
711,G34Y10,exp2A,Nitrate,198,G34Y10_exp2A,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,182.8956931,158.4209687,110.2082102,155.2365842,124.0757022,77.70274118,-27.65910894,-15.12288697,Elevated
719,G34Y10,exp3A,Nitrate,239,G34Y10_exp3A,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,119.6109392,98.24355897,77.01798012,95.23883277,84.77011452,62.92394968,-24.37210645,-20.37615172,Elevated
648,G34Y11,exp1B,Nitrate,172,G34Y11_exp1B,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5,20,S,S,120.8990213,89.20222016,55.06265632,136.637916,105.7551814,70.71369884,15.73889476,13.01821519,Low
658,G34Y11,exp2A,Nitrate,211,G34Y11_exp2A,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,114.5713439,78.11836509,49.74376381,125.9716604,93.62377013,53.23686239,11.40031651,9.950408296,Elevated
697,G34Y11,exp3A,Nitrate,241,G34Y11_exp3A,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,S,133.0633377,100.3102624,74.63887484,119.9212613,76.82688436,55.41618657,-13.14207646,-9.876557047,Elevated
290,G35Y23,exp1B,Ammonium,166,G35Y23_exp1B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,146.0903526,92.45177038,71.19191136,153.2268038,99.20786802,76.87458944,7.136451209,4.884957209,Low
334,G35Y23,exp2A,Ammonium,198,G35Y23_exp2A,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,155.0840043,118.1764345,92.28518969,140.1880712,96.78027455,53.11256072,-14.89593316,-9.605073856,Low
252,G35Y23,exp3A,Ammonium,240,G35Y23_exp3A,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,124.5401962,98.63851907,91.53849524,150.9914119,111.2439261,91.77161272,26.45121561,21.23909903,Low
359,G35Y24,exp1B,Ammonium,173,G35Y24_exp1B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,167.6301157,111.0270515,90.96322902,109.8111017,57.50640777,40.33054722,-57.81901398,-34.49202057,Low
340,G35Y24,exp2A,Ammonium,220,G35Y24_exp2A,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,160.6233475,128.6797296,79.97879149,135.7524503,110.4698947,64.59968207,-24.87089716,-15.48398633,Low
292,G35Y24,exp3A,Ammonium,241,G35Y24_exp3A,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5,30,F,S,147.9193886,91.45853741,65.9565998,153.8292068,97.64045122,56.04175586,5.909818193,3.995296525,Low
344,G36Y26,exp1A,Ammonium,143,G36Y26_exp1A,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,150.3466406,110.2341846,86.28092353,125.2839878,94.7641097,69.40041897,-25.06265273,-16.66991204,Low
271,G36Y26,exp2B,Ammonium,191,G36Y26_exp2B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,116.4772844,73.39236527,58.10128006,127.751304,84.27424957,66.2961145,11.27401958,9.679157303,Low
263,G36Y27,exp1A,Ammonium,151,G36Y27_exp1A,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,134.8597053,115.4794109,87.42835891,155.5726773,132.3122613,100.5522102,20.71297204,15.35890353,Low
272,G36Y27,exp2B,Ammonium,211,G36Y27_exp2B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,133.8382863,95.40696903,67.07165336,146.3385739,113.3411589,87.55083407,12.50028765,9.339844375,Low
312,G36Y28,exp1A,Ammonium,155,G36Y28_exp1A,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,215.7466191,179.9900882,140.9968847,211.5718116,188.131488,146.6288147,-4.174807522,-1.935051191,Low
248,G36Y28,exp2B,Ammonium,171,G36Y28_exp2B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,122.3270331,75.24709673,48.4677674,161.1748415,130.8029511,103.9988368,38.84780837,31.75733719,Low
277,G37Y31,exp1A,Ammonium,145,G37Y31_exp1A,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,158.075384,114.5986404,80.3402538,170.8739124,137.8029377,94.34256557,12.79852836,8.096471463,Low
345,G37Y31,exp2B,Ammonium,196,G37Y31_exp2B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,94.58303035,80.17325865,56.7780744,78.65286255,58.40206821,38.50571267,-15.9301678,-16.84252211,Low
305,G37Y32,exp1A,Ammonium,153,G37Y32_exp1A,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,122.4491715,85.99508777,51.96485617,121.8714288,86.53691096,49.37918539,-0.57774277,-0.471822522,Low
274,G37Y32,exp2B,Ammonium,217,G37Y32_exp2B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,65.33391276,45.21137217,24.79544361,71.28695327,43.88026462,28.52813573,5.953040511,9.111715891,Low
315,G37Y33,exp1A,Ammonium,157,G37Y33_exp1A,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,158.5993623,100.4454202,73.30436415,153.2235925,95.49611685,70.97809452,-5.375769778,-3.389527991,Low
346,G37Y33,exp2B,Ammonium,233,G37Y33_exp2B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,137.0405916,78.12326781,46.36353866,113.9521861,56.9083229,31.4842983,-23.08840556,-16.84785893,Low
259,G38Y37,exp1B,Ammonium,167,G38Y37_exp1B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,234.5043976,171.8732919,137.5300577,275.4409153,226.2806549,192.4722466,40.93651774,17.45660984,Low
360,G38Y37,exp2A,Ammonium,205,G38Y37_exp2A,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,134.1110652,97.03637667,72.05778501,83.50619258,47.82632751,33.05037103,-50.60487266,-37.73355507,Low
250,G38Y37,exp3A,Ammonium,240,G38Y37_exp3A,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,150.5719919,112.9153755,102.6956095,190.972264,154.5959625,139.3693437,40.40027201,26.8311998,Low
299,G38Y38,exp1B,Ammonium,182,G38Y38_exp1B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,160.848517,138.0093162,97.94935163,164.2046139,135.1718791,105.5548121,3.356096896,2.086495392,Low
323,G38Y38,exp2A,Ammonium,222,G38Y38_exp2A,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,170.6548292,160.1232021,122.6615863,158.876377,128.4610147,84.74013572,-11.77845225,-6.90191558,Low
253,G38Y38,exp3A,Ammonium,241,G38Y38_exp3A,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5,30,S,S,139.384334,83.92606648,49.48686564,166.0798101,119.5710026,75.10407782,26.69547609,19.15242217,Low
327,O10G17,exp3B,Ammonium,248,O10G17_exp3B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,138.3128943,99.25414107,68.45483905,127.2855252,99.94021124,79.02654108,-11.02736919,-7.972770173,Low
280,O10G20,exp3B,Ammonium,252,O10G20_exp3B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,165.8115522,95.71534378,66.94803576,177.3929804,118.0067017,105.5597373,11.58142816,6.984693164,Low
336,O10G21,exp3B,Ammonium,243,O10G21_exp3B,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5,20,F,S,148.6891307,112.8765164,74.83871697,133.4355669,96.84529337,66.44863814,-15.2535638,-10.25869459,Low
297,O11G22,exp3B,Ammonium,242,O11G22_exp3B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,161.5301858,154.147897,109.1227328,165.5289908,169.0353969,122.2929118,3.998804981,2.475577528,Low
288,O11G25,exp3B,Ammonium,254,O11G25_exp3B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,158.2227604,126.1090689,88.20830267,167.180208,140.5559102,102.6530922,8.957447621,5.661288932,Low
293,O11G26,exp3B,Ammonium,252,O11G26_exp3B,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5,20,S,S,174.2281018,156.5965412,121.999258,180.9183546,159.3295799,129.5181914,6.690252835,3.839939003,Low
920,O12Y3,exp3B,Nitrate,251,O12Y3_exp3B,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5,20,F,S,128.6182063,108.9394011,86.46807786,115.9895089,80.33795009,57.09218922,-12.6286974,-9.818747877,Elevated
932,O12Y4,exp3B,Nitrate,246,O12Y4_exp3B,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5,20,F,S,127.9669468,93.73375457,54.59076961,107.5008276,69.25578283,35.87328443,-20.46611921,-15.99328555,Elevated
924,O12Y5,exp3B,Nitrate,256,O12Y5_exp3B,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5,20,F,S,106.3741225,55.96583012,30.51785783,94.20106167,47.04453595,28.02472198,-12.17306087,-11.44362987,Elevated
911,O13Y10,exp3B,Nitrate,249,O13Y10_exp3B,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5,20,S,S,143.8594334,101.2087671,53.28375345,133.4657273,102.5559606,55.01257937,-10.39370603,-7.224904055,Low
922,O13Y11,exp3B,Nitrate,252,O13Y11_exp3B,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5,20,S,S,108.6622233,56.72197753,34.62484372,96.5266776,50.49221138,32.03122417,-12.13554569,-11.16813675,Low
948,O13Y12,exp3B,Nitrate,241,O13Y12_exp3B,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5,20,S,S,182.0738513,201.7140518,169.8195734,108.7490281,55.95330656,37.23087914,-73.32482322,-40.27202297,Low
476,O14Y15,exp3B,Ammonium,248,O14Y15_exp3B,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5,20,F,S,151.951298,126.1387069,76.8631223,115.8101367,80.82106122,50.41411125,-36.14116131,-23.78470061,Low
389,O14Y17,exp3B,Ammonium,252,O14Y17_exp3B,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5,20,F,S,106.6696049,54.13698482,40.15229766,117.9849066,69.08919653,54.27954813,11.31530166,10.6078031,Low
