row_number,exp_num,subrun,N_species,N_dose,temp,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
93,1,A,N,1.5,30,F,A,N_1.5_30_F_A,G28Y63,11,G28Y63_day11,G28Y63_1A_day11.JPG,G28Y63_exp1A_day11,176.7341,132.1346,90.61383,223.5004,28.34608,34.50917,98.17013,165.086,35.46714,144.8092,180.1339,208.077,0.42089,0.40432,0.29676,1
94,3,B,N,1.5,20,F,S,N_1.5_20_F_S,O5G5,1,O5G5_day1,O5G5_3B_day1.JPG,O5G5_exp3B_day1,178.0511,145.193,102.8215,251.8785,72.72633,79.04903,129.2106,207.6607,90.12476,150.3703,194.4378,229.6835,0.40431,0.42478,0.14184,1
95,3,B,N,18,30,F,A,N_18_30_F_A,W14O66,1,W14O66_day1,W14O66_3B_day1.JPG,W14O66_exp3B_day1,179.4718,145.5122,116.6832,235.5182,59.19092,68.38209,107.2701,176.3508,63.63683,147.0819,187.701,221.4621,0.40762,0.3767,0.29277,1
96,3,B,N,5,20,S,A,N_5_20_S_A,O13Y7,1,O13Y7_day1,Y8B48_3A_day1.JPG,O13Y7_exp3B_day1,179.6205,150.0589,124.8075,232.2343,46.64758,54.43216,126.9425,190.1862,64.39016,174.9654,200.9524,219.2408,0.31194,0.2796,0.40971,1
97,3,B,N,0,30,F,A,CNTRL_30_F_A,W1O1,1,W1O1_day1,W17O78_3B_day1.JPG,W1O1_exp3B_day1,181.9955,174.4718,166.0834,216.2115,47.9984,61.71197,113.7848,182.1205,74.44762,155.756,191.9613,226.6432,0.28447,0.29411,0.55873,1
98,3,A,N,1.5,20,F,A,N_1.5_20_F_A,G23Y1819,11,G23Y1819_day11,G23Y17_3A_day11.JPG,G23Y1819_exp3A_day11,182.8999,119.4772,100.1828,223.7264,32.36741,43.98861,115.2281,172.5071,47.55789,154.3024,180.4221,202.4589,0.45391,0.25591,0.33609,1
99,3,B,N,18,30,F,A,N_18_30_F_A,W15O67,11,W15O67_day11,W14O62_3B_day1.JPG,W15O67_exp3B_day11,184.6317,169.6276,150.6564,203.4447,31.78808,49.77747,87.23075,163.8176,58.18337,117.1382,160.7623,201.1043,0.41838,0.44791,0.516,1
100,3,B,N,18,30,S,A,N_18_30_S_A,W16O73,1,W16O73_day1,W16O73_3B_day1.JPG,W16O73_exp3B_day1,185.0048,135.8532,108.1977,232.7548,52.62508,57.44085,113.8735,176.0739,52.3146,133.2336,166.1034,188.7479,0.4429,0.30543,0.3538,1
101,3,B,N,18,30,F,S,N_18_30_F_S,W15O69,11,W15O69_day11,W14O63_3B_day1.JPG,W15O69_exp3B_day11,185.5621,158.8493,120.7407,215.2931,35.91314,49.61994,104.4145,175.3323,66.7386,121.4078,161.1382,201.3137,0.42699,0.52356,0.32095,1
102,3,B,N,5,30,S,A,N_5_30_S_A,W12O51,1,W12O51_day1,W12O51_3B_day1.JPG,W12O51_exp3B_day1,195.4015,149.4061,119.2157,206.4287,36.31976,47.81004,87.81488,163.6957,52.87081,145.5477,189.9656,218.049,0.5398,0.41164,0.32857,1
103,3,B,N,5,30,S,S,N_5_30_S_S,W12O52,1,W12O52_day1,W12O52_3B_day1.JPG,W12O52_exp3B_day1,198.5264,190.4574,188.5355,230.2207,51.22107,64.26689,108.0252,178.3451,77.0402,137.8363,175.5877,215.7747,0.31235,0.32314,0.66536,1
104,3,B,N,18,30,F,A,N_18_30_F_A,W15O67,1,W15O67_day1,W15O67_3B_day1.JPG,W15O67_exp3B_day1,210.1646,180.9805,156.4527,199.5837,31.4266,44.40725,91.81894,162.2628,57.21659,118.144,157.5537,190.4549,0.50302,0.47181,0.56244,1
105,3,B,N,18,30,F,S,N_18_30_F_S,W15O69,1,W15O69_day1,W15O69_3B_day1.JPG,W15O69_exp3B_day1,212.2223,198.3214,182.6528,227.3482,56.73207,67.81734,99.45451,169.7138,73.12619,128.117,164.8552,202.6174,0.39587,0.44544,0.6082,1
106,1,A,N,0,20,F,A,CNTRL_20_F_A,B14G14,1,B14G14_day1,B14G14_1A_day1.JPG,B14G14_exp1A_day1,160.6428,129.3696,104.5426,211.6636,17.42398,27.59698,91.35272,154.8661,30.17547,119.5276,148.9713,176.5134,0.34305,0.33348,0.48162,0
107,1,A,N,0,20,F,A,CNTRL_20_F_A,B14G15,1,B14G15_day1,B14G15_1A_day1.JPG,B14G15_exp1A_day1,193.7935,174.7811,171.4685,217.0841,36.56325,41.35101,70.53304,147.6843,28.10911,144.9462,189.9917,221.7077,0.36895,0.2219,0.67645,0
108,1,A,N,0,20,F,S,CNTRL_20_F_S,B14G17,1,B14G17_day1,B14G17_1A_day1.JPG,B14G17_exp1A_day1,114.9654,58.74182,41.18395,229.6534,38.70917,44.65291,76.62663,146.5031,25.96281,155.0953,191.7018,218.0111,0.37887,0.18386,0.089411,0
109,1,A,N,0,20,F,S,CNTRL_20_F_S,B14G20,1,B14G20_day1,B14G20_1A_day1.JPG,B14G20_exp1A_day1,131.2882,97.41279,64.62197,224.1439,34.46083,43.82821,103.5602,170.9147,51.4965,153.7064,190.0386,220.7592,0.3273,0.33853,0.14878,0
110,1,A,N,0,20,F,S,CNTRL_20_F_S,B14G21,1,B14G21_day1,B14G21_1A_day1.JPG,B14G21_exp1A_day1,90.9873,53.8734,35.9109,232.8188,33.88401,43.41962,106.7292,171.5993,42.70029,144.4745,175.8817,203.8742,0.25749,0.17671,0.084293,0
111,1,A,N,0,20,S,A,CNTRL_20_S_A,B15G22,1,B15G22_day1,B15G22_1A_day1.JPG,B15G22_exp1A_day1,154.7569,135.7462,111.4324,187.2784,18.23457,28.21513,90.23722,150.4269,39.50962,112.2642,139.1379,166.4503,0.33028,0.3779,0.52378,0
112,1,A,N,0,20,S,A,CNTRL_20_S_A,B15G23,1,B15G23_day1,B15G23_1A_day1.JPG,B15G23_exp1A_day1,145.6166,103.3398,82.51387,214.3412,27.70183,35.61118,103.4149,160.3032,38.92516,139.5737,165.1816,185.9823,0.34726,0.24988,0.32488,0
113,1,A,N,0,20,S,S,CNTRL_20_S_S,B15G24,1,B15G24_day1,B15G24_1A_day1.JPG,B15G24_exp1A_day1,98.0897,50.066,35.7747,195.9264,9.865516,17.8287,80.97163,139.3033,15.94286,113.1978,137.2262,161.5617,0.33323,0.17047,0.16784,0
114,1,A,N,0,20,S,S,CNTRL_20_S_S,B15G25,1,B15G25_day1,B15G25_1A_day1.JPG,B15G25_exp1A_day1,109.1439,36.35789,15.56488,215.1575,28.20433,33.37054,64.87402,128.9992,12.90216,125.821,157.8569,185.7202,0.45477,0.19656,-0.01156,0
115,1,A,N,0,20,S,S,CNTRL_20_S_S,B15G26,1,B15G26_day1,B15G26_1A_day1.JPG,B15G26_exp1A_day1,138.514,81.6839,42.92702,221.4697,21.05496,28.58569,115.9058,175.4932,38.13819,153.5136,177.3511,198.6768,0.39011,0.31888,0.098722,0
116,1,A,N,0,30,F,A,CNTRL_30_F_A,B27G53,1,B27Y53_1A_day1,B27Y53_1A_day1.JPG,B27G53_exp1A_day1,138.2355,134.057,127.6999,190.6853,36.82061,49.7667,101.8509,159.0716,69.79881,120.3756,151.9532,183.5374,0.24177,0.29019,0.51986,0
117,1,A,N,0,30,F,A,CNTRL_30_F_A,B27G54,1,B27Y54_1A_day1,B27Y54_1A_day1.JPG,B27G54_exp1A_day1,120.3869,73.15794,52.62673,218.8828,62.32411,64.79149,106.6372,161.5389,63.95394,161.0714,185.8735,205.4961,0.39266,0.23238,0.059972,0
118,1,A,N,0,30,F,S,CNTRL_30_F_S,B27G55,1,B27Y55_1A_day1,B27Y55_1A_day1.JPG,B27G55_exp1A_day1,157.9954,137.0723,119.7744,195.7778,52.75772,58.53095,103.236,163.843,69.55699,113.6508,145.6992,174.8154,0.38392,0.3374,0.42236,0
119,1,A,N,0,30,F,S,CNTRL_30_F_S,B27G56,1,B27Y56_1A_day1,B27Y56_1A_day1.JPG,B27G56_exp1A_day1,118.3076,70.88784,45.63307,223.0751,58.93255,60.88629,120.263,176.6881,73.65629,151.4972,177.6152,201.8249,0.37992,0.25652,0.017872,0
120,1,A,N,0,30,F,S,CNTRL_30_F_S,B27G57,1,B27Y57_1A_day1,B27Y57_1A_day1.JPG,B27G57_exp1A_day1,127.4164,86.39739,58.80253,214.4586,61.11976,65.07658,97.4095,154.2304,59.39203,115.416,146.3136,172.84,0.40445,0.3288,0.074948,0
121,1,A,N,0,30,S,A,CNTRL_30_S_A,B30G72,1,B30G72_day1,B30G72_1A_day1.JPG,B30G72_exp1A_day1,141.5125,132.655,110.7665,165.2871,26.69354,40.10366,73.95477,136.6116,54.22712,114.5631,152.7053,188.8604,0.385,0.48833,0.36453,0
122,1,A,N,0,30,S,A,CNTRL_30_S_A,B30G73,1,B30G73_day1,B30G73_1A_day1.JPG,B30G73_exp1A_day1,99.2753,80.16,70.6882,226.8167,76.28691,84.29424,124.4803,194.7178,97.31158,116.7072,154.8372,191.4791,0.25324,0.18049,0.16596,0
123,1,A,N,0,30,S,S,CNTRL_30_S_S,B30G74,1,B30G74_day1,B30G74_1A_day1.JPG,B30G74_exp1A_day1,141.006,90.38058,64.08989,203.6316,50.52262,54.31916,93.90102,152.7445,57.0667,115.6878,150.3471,174.5837,0.47997,0.32231,0.11241,0
124,1,A,N,0,30,S,S,CNTRL_30_S_S,B30G75,1,B30G75_day1,B30G75_1A_day1.JPG,B30G75_exp1A_day1,141.0997,96.01087,79.5574,206.2532,65.86755,75.18475,128.2991,162.521,195.2926,71.63798,139.0387,52.98181,0.49667,0.13569,0.29664,0
125,1,A,N,0,30,S,S,CNTRL_30_S_S,B30G76,1,B30G76_day1,B30G76_1A_day1.JPG,B30G76_exp1A_day1,144.6594,82.77082,68.19523,160.3841,23.41762,47.8238,62.46056,117.6655,53.09212,87.84364,118.0099,165.4577,0.67194,0.51776,0.051805,0
126,1,A,N,1.5,30,S,A,N_1.5_30_S_A,G25Y45,1,G25Y45_day1,G25Y45_1A_day1.JPG,G25Y45_exp1A_day1,116.1017,97.53749,83.30134,220.0693,68.76387,71.35661,122.1763,183.3357,82.1147,95.59383,129.2634,160.3917,0.27828,0.23277,0.27639,0
127,1,A,N,1.5,30,S,A,N_1.5_30_S_A,G25Y46,1,G25Y46_day1,G25Y46_1A_day1.JPG,G25Y46_exp1A_day1,117.3646,60.28883,51.27637,193.8626,32.15884,40.59999,99.57398,153.6734,46.70266,157.847,183.2991,203.5798,0.42208,0.14313,0.13486,0
128,1,A,N,1.5,30,S,S,N_1.5_30_S_S,G25Y47,1,G25Y47_day1,G25Y47_1A_day1.JPG,G25Y47_exp1A_day1,166.0441,112.2744,77.03962,211.1016,59.04039,61.66062,88.43408,146.9002,49.86583,114.0761,146.9198,170.0379,0.54086,0.41027,0.13662,0
129,1,A,N,1.5,30,S,S,N_1.5_30_S_S,G25Y48,1,G25Y48_day1,G25Y48_1A_day1.JPG,G25Y48_exp1A_day1,153.4168,101.5913,71.96126,183.8513,38.29324,47.21794,83.1451,138.3211,50.30465,129.8094,160.8324,187.5105,0.54739,0.43159,0.13015,0
130,1,A,N,1.5,30,S,S,N_1.5_30_S_S,G25Y49,1,G25Y49_day1,G25Y49_1A_day1.JPG,G25Y49_exp1A_day1,102.2956,69.96798,65.61502,205.0947,59.5635,68.17568,79.28007,143.0746,60.78523,92.46305,130.6362,157.7919,0.34508,0.15707,0.20623,0
131,1,A,N,1.5,30,F,S,N_1.5_30_F_S,G28Y64,1,G28Y64_day1,G27Y57_1A_day1.JPG,G28Y64_exp1A_day1,151.3265,79.57439,27.50085,204.8016,21.3286,27.66772,86.2814,157.3363,29.99362,129.4047,168.863,194.6872,0.55867,0.43567,-0.00526,0
132,1,A,N,1.5,20,F,A,N_1.5_20_F_A,G29Y70,1,G29Y70_day1,G29Y70_1A_day1.JPG,G29Y70_exp1A_day1,173.3908,156.2427,135.3631,205.6878,13.98823,22.66078,87.12823,157.139,31.35271,123.8797,161.1554,191.7305,0.33165,0.33753,0.61162,0
133,1,A,N,1.5,20,F,A,N_1.5_20_F_A,G29Y71,1,G29Y71_day1,G29Y71_1A_day1.JPG,G29Y71_exp1A_day1,186.8497,150.8261,140.5646,195.786,10.29728,16.63178,105.5725,172.2119,38.63292,150.2697,186.0242,213.0805,0.38521,0.21473,0.59068,0
134,1,A,N,1.5,20,F,S,N_1.5_20_F_S,G29Y72,1,G29Y72_day1,G29Y72_1A_day1.JPG,G29Y72_exp1A_day1,113.7841,51.35199,34.82505,215.6009,13.91816,22.48999,112.46,174.3788,32.03955,127.8858,152.033,173.0687,0.37253,0.15684,0.12378,0
135,1,A,N,1.5,20,F,S,N_1.5_20_F_S,G29Y73,1,G29Y73_day1,G29Y73_1A_day1.JPG,G29Y73_exp1A_day1,145.6512,95.77918,68.60687,187.0852,9.067875,16.61425,81.19472,145.9418,23.08919,106.6133,137.9157,160.4515,0.45222,0.3106,0.33606,0
136,1,A,N,1.5,20,F,S,N_1.5_20_F_S,G29Y74,1,G29Y74_day1,G29Y74_1A_day1.JPG,G29Y74_exp1A_day1,117.5772,80.44608,62.87231,206.4355,17.53817,24.22736,66.96184,135.561,19.94833,114.6468,152.186,177.9642,0.33748,0.23421,0.28109,0
137,1,A,N,1.5,20,S,A,N_1.5_20_S_A,G31Y80,1,G31Y80_day1,G31Y80_1A_day1.JPG,G31Y80_exp1A_day1,151.026,133.192,108.6739,195.5996,8.787866,15.15389,66.49078,128.6883,14.19538,108.4681,136.0062,162.3035,0.30867,0.37103,0.6083,0
138,1,A,N,1.5,20,S,A,N_1.5_20_S_A,G31Y82,1,G31Y82_day1,G31Y82_1A_day1.JPG,G31Y82_exp1A_day1,160.5323,111.7333,76.21678,211.813,13.37948,18.82181,95.1438,159.3339,20.9594,120.9832,151.1486,169.5952,0.40528,0.32123,0.36473,0
139,1,A,N,1.5,20,S,S,N_1.5_20_S_S,G31Y83,1,G31Y83_day1,G31Y83_1A_day1.JPG,G31Y83_exp1A_day1,130.9752,62.20618,25.50626,202.4475,12.4834,17.82941,91.42687,156.4573,24.54749,122.7724,153.7935,174.3414,0.47567,0.306,0.05457,0
140,1,A,N,1.5,20,S,S,N_1.5_20_S_S,G31Y84,1,G31Y84_day1,G31Y84_1A_day1.JPG,G31Y84_exp1A_day1,152.0748,72.67824,23.71088,198.8368,14.0222,20.28005,84.29678,144.8233,22.08633,134.1751,167.4423,189.6759,0.57308,0.43064,0.013589,0
141,1,A,N,1.5,20,S,S,N_1.5_20_S_S,G31Y85,1,G31Y85_day1,G31Y85_1A_day1.JPG,G31Y85_exp1A_day1,145.2274,53.31496,26.70406,212.7812,12.43593,21.33638,80.75867,140.6378,12.5431,130.4905,157.6835,180.2958,0.54457,0.25719,0.065775,0
142,1,A,N,18,20,F,A,N_18_20_F_A,R3W10,1,R3W10_day1,R3W10_1A_day1.JPG,R3W10_exp1A_day1,154.5321,135.4166,110.4694,211.5669,23.31131,33.28527,106.2404,173.7027,46.12448,117.1254,149.5395,182.9407,0.30323,0.34043,0.46285,0
143,1,A,N,18,20,F,S,N_18_20_F_S,R3W11,1,R3W11_day1,R3W11_1A_day1.JPG,R3W11_exp1A_day1,126.1672,55.30459,25.90652,227.5305,26.91556,33.93372,78.51899,137.8961,13.37882,139.7196,167.2311,189.5035,0.4379,0.26782,0.039387,0
144,1,A,N,18,20,F,S,N_18_20_F_S,R3W12,1,R3W12_day1,R3W12_1A_day1.JPG,R3W12_exp1A_day1,111.616,55.41431,20.90963,198.1862,13.57762,18.98101,99.43957,163.2177,37.09823,143.9084,177.0105,204.0377,0.40783,0.29346,0.011184,0
145,1,A,N,18,20,F,S,N_18_20_F_S,R3W13,1,R3W13_day1,R3W13_1A_day1.JPG,R3W13_exp1A_day1,98.6897,51.7014,29.0102,233.6503,29.32885,36.88943,117.1268,179.0857,39.45353,138.4142,163.3608,185.5762,0.29396,0.18765,0.057997,0
146,1,A,N,18,20,F,A,N_18_20_F_A,R3W8,1,R3W8_day1,R3W8_1A_day1.JPG,R3W8_exp1A_day1,199.0114,163.9321,144.2181,212.264,27.78246,33.73122,85.9627,153.4247,34.3202,123.4254,162.294,190.3077,0.4425,0.33328,0.61928,0
147,1,A,N,18,30,F,A,N_18_30_F_A,R4W14,1,R4W14_day1,R4W14_1A_day1.JPG,R4W14_exp1A_day1,109.376,97.72559,98.04308,187.3776,44.28061,70.23605,94.05707,151.4798,93.01178,121.6267,161.4632,216.1372,0.27462,0.32602,0.22408,0
148,1,A,N,18,30,F,A,N_18_30_F_A,R4W15,1,R4W15_day1,R4W15_1A_day1.JPG,R4W15_exp1A_day1,144.717,100.9853,92.6686,203.7047,52.02717,58.54429,114.0481,169.7064,85.6042,135.6764,168.3952,197.0922,0.42202,0.21708,0.25054,0
149,1,A,N,18,30,F,S,N_18_30_F_S,R4W17,1,R4W17_day1,R4W17_1A_day1.JPG,R4W17_exp1A_day1,109.1941,73.2352,56.15021,205.3683,77.56613,80.33109,127.5772,151.6302,174.4373,98.74098,149.1938,54.01875,0.37975,0.081925,0.21018,0
150,1,A,N,18,30,F,S,N_18_30_F_S,R4W20,1,R4W20_day1,R4W20_1A_day1.JPG,R4W20_exp1A_day1,115.3724,81.111,62.51811,194.5184,49.45424,60.29708,108.255,163.7404,90.47036,123.3738,161.4172,191.0283,0.37622,0.33046,0.052018,0
151,1,A,N,18,30,F,S,N_18_30_F_S,R4W34,1,R4W34_day1,R4W34_1A_day1.JPG,R4W34_exp1A_day1,128.8918,92.45578,68.73112,162.322,30.44643,40.50321,88.02967,137.1347,71.06825,104.593,137.336,164.6303,0.47592,0.47156,0.096836,0
152,1,A,N,18,20,S,A,N_18_20_S_A,R5W21,1,R5W21_day1,R5W21_1A_day1.JPG,R5W21_exp1A_day1,151.2578,125.8113,113.1433,193.3104,9.95466,21.34585,99.03971,159.2249,33.98935,140.3322,171.2671,198.4601,0.3003,0.23645,0.49731,0
153,1,A,N,18,20,S,A,N_18_20_S_A,R5W22,1,R5W22_day1,R5W22_1A_day1.JPG,R5W22_exp1A_day1,109.4329,69.92191,41.4404,222.3043,23.93129,33.89579,115.5926,176.983,42.14446,137.2417,163.3264,188.7986,0.2922,0.25368,0.11041,0
154,1,A,N,18,20,S,S,N_18_20_S_S,R5W24,1,R5W24_day1,R5W24_1A_day1.JPG,R5W24_exp1A_day1,175.2884,116.5052,95.35173,213.4422,31.30447,35.47096,94.64547,167.1214,43.22306,115.477,149.4061,175.8663,0.49927,0.26775,0.37568,0
155,1,A,N,18,20,S,S,N_18_20_S_S,R5W26,1,R5W26_day1,R5W26_1A_day1.JPG,R5W26_exp1A_day1,166.7589,92.96189,52.83068,223.6241,33.40979,34.32712,102.8933,163.0532,38.11817,134.7166,164.2666,186.1186,0.51561,0.34564,0.11797,0
156,1,A,N,18,20,S,S,N_18_20_S_S,R5W27,1,R5W27_day1,R5W27_1A_day1.JPG,R5W27_exp1A_day1,129.0757,56.7212,33.22998,210.0904,21.03094,29.28871,105.4542,166.7025,40.31126,144.0369,174.536,197.524,0.46448,0.22589,0.053259,0
157,1,A,N,18,30,S,A,N_18_30_S_A,R6W28,1,R9W28_day1,R9W28_1A_day1.JPG,R6W28_exp1A_day1,159.2172,146.8605,125.1674,204.5466,50.18346,59.06955,101.0726,165.7326,72.04146,119.8155,155.1938,190.3437,0.34328,0.41229,0.39501,0
158,1,A,N,18,30,S,A,N_18_30_S_A,R6W29,1,R9W9_day1,R9W29_1A_day1.JPG,R6W29_exp1A_day1,103.3394,70.57606,53.15972,213.8193,55.26161,59.67089,113.7569,167.1173,68.77356,139.4088,167.662,186.9174,0.29788,0.21223,0.11122,0
159,1,A,N,18,30,S,S,N_18_30_S_S,R6W30,1,R9230_day1,R9W30_1A_day1.JPG,R6W30_exp1A_day1,170.1952,115.3566,65.89089,209.9192,55.68842,64.21754,98.29134,154.4421,64.84605,135.104,169.1868,194.7845,0.56164,0.59291,-0.04428,0
160,1,A,N,18,30,S,S,N_18_30_S_S,R6W31,1,R9W31_day1,R9W31_1A_day1.JPG,R6W31_exp1A_day1,159.8001,116.4923,91.82056,202.0817,59.56905,68.08888,96.63565,155.6163,74.88004,97.25944,135.2268,166.7024,0.51761,0.41912,0.15113,0
161,1,A,N,18,30,S,S,N_18_30_S_S,R6W32,1,R9W32_day1,R9W32_1A_day1.JPG,R6W32_exp1A_day1,113.8304,68.21174,38.22883,226.2386,64.09118,67.54767,116.7556,167.3841,67.67164,156.8331,179.7879,198.7656,0.37157,0.3063,-0.03822,0
162,1,A,N,5,20,S,A,N_5_20_S_A,Y10B50,1,Y10B50_day1,Y10B50_1A_day1.JPG,Y10B50_exp1A_day1,160.1482,128.8045,115.0549,198.1595,17.42735,27.13215,92.42949,162.7105,36.97658,116.9814,152.9416,181.1668,0.3779,0.25662,0.5261,0
163,1,A,N,5,20,S,A,N_5_20_S_A,Y10B51,1,Y10B51_day1,Y10B51_1A_day1.JPG,Y10B51_exp1A_day1,107.738,62.99177,41.72164,219.0629,24.76029,33.60442,97.63901,156.8705,35.23848,166.2654,191.5624,213.1981,0.31092,0.21719,0.11079,0
164,1,A,N,5,20,S,S,N_5_20_S_S,Y10B52,1,Y10B52_day1,Y10B52_1A_day1.JPG,Y10B52_exp1A_day1,137.9193,67.61564,46.84189,240.2358,35.3342,40.42995,116.8044,179.5219,42.88416,131.0256,159.3686,177.5132,0.41668,0.18411,0.1245,0
165,1,A,N,5,20,S,S,N_5_20_S_S,Y10B53,1,Y10B53_day1,Y10B53_1A_day1.JPG,Y10B53_exp1A_day1,147.9236,75.01628,39.47306,229.3362,30.8233,36.60647,101.9596,161.1237,34.21336,144.294,171.5875,190.9353,0.4683,0.31075,0.061269,0
166,1,A,N,5,20,S,S,N_5_20_S_S,Y10B54,1,Y10B54_day1,Y10B54_1A_day1.JPG,Y10B54_exp1A_day1,151.6161,147.5334,128.5262,189.6017,17.59994,34.04923,79.98237,156.5912,56.7266,113.6016,157.6078,201.2977,0.33873,0.44547,0.45566,0
167,1,A,N,5,30,S,A,N_5_30_S_A,Y14B75,1,Y14B75_day1,Y14B75_1A_day1.JPG,Y14B75_exp1A_day1,154.0164,135.4562,111.9143,195.6955,47.48117,57.68498,103.8821,157.1929,65.85134,133.2372,160.8651,189.6814,0.3356,0.40482,0.34741,0
168,1,A,N,5,30,S,A,N_5_30_S_A,Y14B76,1,Y14B76_day1,Y14B76_1A_day1.JPG,Y14B76_exp1A_day1,82.0663,52.7715,43.016,220.7751,59.36368,62.4815,114.3241,158.3987,59.18932,144.0903,163.9579,180.0994,0.23009,0.12476,0.11802,0
169,1,A,N,5,30,S,S,N_5_30_S_S,Y14B77,1,Y14B77_day1,Y14B77_1A_day1.JPG,Y14B77_exp1A_day1,145.7186,118.7639,84.99809,205.0376,53.86107,63.41045,86.05267,152.2674,64.98469,114.5515,153.6515,191.6448,0.4288,0.49239,0.13468,0
170,1,A,N,5,30,S,S,N_5_30_S_S,Y14B79,1,Y14B79_1A_day1,Y14B79_1A_day1.JPG,Y14B79_exp1A_day1,157.273,111.2186,76.64867,187.289,43.96141,54.39407,93.25712,153.0358,66.48725,125.8908,159.8893,188.3346,0.54401,0.49024,0.076794,0
171,1,A,N,5,30,S,S,N_5_30_S_S,Y14B87,1,Y14B87_1A_day1,Y14B87_1A_day1.JPG,Y14B87_exp1A_day1,127.304,94.59333,71.65541,178.7825,42.81842,53.77272,109.7497,172.077,82.78271,115.2482,146.664,173.6664,0.42542,0.34437,0.11673,0
172,1,A,N,5,20,F,S,N_5_20_F_S,Y1B10,1,Y1B10_day1,Y1B10_1A_day1.JPG,Y1B10_exp1A_day1,90.8994,38.1051,26.2098,248.0414,45.8653,48.39832,131.3287,199.1935,58.93561,169.5396,203.1782,227.5184,0.29754,0.094924,0.027317,0
173,1,A,N,5,20,F,S,N_5_20_F_S,Y1B11,1,Y1B11_day1,Y1B11_1A_day1.JPG,Y1B11_exp1A_day1,120.471,60.81412,29.64207,216.2167,27.47684,32.70824,94.30742,159.143,33.21059,138.0247,171.7155,197.7681,0.41588,0.27213,0.035404,0
174,1,A,N,5,20,F,S,N_5_20_F_S,Y1B12,1,Y1B12_day1,Y1B12_1A_day1.JPG,Y1B12_exp1A_day1,114.4603,74.53541,49.57604,220.5218,23.8338,32.79013,107.8893,173.5295,40.23341,127.2511,160.1444,183.3885,0.30919,0.23648,0.16317,0
175,1,A,N,5,20,F,A,N_5_20_F_A,Y1B5,1,Y1B5_day1,Y1B5_1A_day1.JPG,Y1B5_exp1A_day1,155.6915,135.6804,104.4199,231.8608,33.3801,41.11706,107.1811,176.4859,46.31531,140.447,174.3043,202.3,0.28413,0.33894,0.38082,0
176,1,A,N,5,20,F,A,N_5_20_F_A,Y1B8,1,Y1B8_day1,Y1B8_1A_day1.JPG,Y1B8_exp1A_day1,147.96,107.3261,94.11742,225.8015,30.19829,33.80514,95.92978,162.4092,32.48154,104.0745,133.7187,159.7354,0.34953,0.20614,0.47332,0
177,1,A,N,5,30,F,A,N_5_30_F_A,Y2B13,1,Y2B13_day1,Y2B13_1A_day1.JPG,Y2B13_exp1A_day1,178.8138,155.4659,133.0297,181.4007,46.54763,57.698,74.24564,132.769,54.47916,116.1247,152.4664,180.7162,0.50789,0.51049,0.42008,0
178,1,A,N,5,30,F,A,N_5_30_F_A,Y2B14,1,Y2B14_day1,Y2B14_1A_day1.JPG,Y2B14_exp1A_day1,181.9111,149.8062,130.2214,199.8928,45.05238,51.88742,91.98083,139.8582,47.92055,128.7404,155.1843,176.5624,0.40848,0.364,0.5187,0
179,1,A,N,5,30,F,S,N_5_30_F_S,Y2B15,1,Y2B15_day1,Y2B15_1A_day1.JPG,Y2B15_exp1A_day1,121.2765,70.18074,47.18706,209.3611,53.28255,59.69793,98.87159,163.3621,67.61974,124.4419,159.1417,190.7421,0.44306,0.27371,0.011686,0
180,1,A,N,5,30,F,S,N_5_30_F_S,Y2B22,1,Y2B22_day1,Y2B22_1A_day1.JPG,Y2B22_exp1A_day1,120.441,77.02257,50.56862,201.4543,42.62174,51.36553,97.34,150.1033,56.5724,136.0704,164.2868,185.7359,0.39515,0.33383,0.061301,0
181,1,A,N,5,30,F,S,N_5_30_F_S,Y2B24,1,Y2B24_day1,Y2B24_1A_day1.JPG,Y2B24_exp1A_day1,118.3152,84.22946,65.47891,204.7892,56.1374,63.60769,116.832,172.1851,79.39178,146.0991,175.8117,199.4918,0.34859,0.2592,0.11393,0
182,1,B,N,0,20,F,A,CNTRL_20_F_A,B22G27,1,B22G27_day1,B22G27_1B_day1.JPG,B22G27_exp1B_day1,139.6487,103.7784,86.95332,208.6789,42.40876,48.94926,99.07633,161.0468,49.33082,129.7928,162.3136,184.5495,0.364,0.23403,0.31206,0
183,1,B,N,0,20,F,A,CNTRL_20_F_A,B22G28,1,B22G28_day1,B22G28_1B_day1.JPG,B22G28_exp1B_day1,116.4918,100.5241,70.46431,217.6731,36.53988,58.10015,106.7574,172.367,72.36038,142.5426,176.9284,213.0262,0.25701,0.40092,0.1245,0
184,1,B,N,0,20,F,A,CNTRL_20_F_A,B22G29,1,B22G29_day1,B22G29_1B_day1.JPG,B22G29_exp1B_day1,154.7805,104.7416,92.83957,218.6693,45.42369,52.2595,104.594,157.9687,50.74494,150.8014,172.2106,189.6854,0.3883,0.18981,0.33168,0
185,1,B,N,0,20,F,S,CNTRL_20_F_S,B22G30,1,B22G30_day1,B22G30_1B_day1.JPG,B22G30_exp1B_day1,118.3817,75.43567,53.80161,209.0989,46.80949,54.55655,104.6448,171.4539,65.40737,136.8672,173.6423,206.655,0.38755,0.25626,0.076923,0
