row_number,exp_num,subrun,N_species,N_dose,temp,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
475,2,A,N,5,20,F,S,N_5_20_F_S,Y3B29,1,Y3B29_day1,Y3B29_2A_day1.JPG,Y3B29_exp2A_day1,95.715,43.0088,25.1889,210.4194,42.3387,52.70945,92.1602,151.1313,47.34498,132.1856,165.7316,189.1972,0.38047,0.20429,-0.02398,0
476,2,A,N,5,20,S,A,N_5_20_S_A,Y4B30,1,Y4B30_day1,Y4B30_2A_day1.JPG,Y4B30_exp2A_day1,158.8112,145.9028,132.5407,172.8277,22.63285,38.31081,78.88659,146.9505,51.83507,103.9757,140.1012,181.6189,0.40788,0.43457,0.51971,0
477,2,A,N,5,20,S,A,N_5_20_S_A,Y4B31,1,Y4B31_day1,Y4B31_2A_day1.JPG,Y4B31_exp2A_day1,150.8976,91.90767,73.50325,216.6828,41.21753,51.98505,95.40506,161.8125,55.75437,127.0192,165.3001,197.196,0.47659,0.27302,0.16991,0
478,2,A,N,5,20,S,A,N_5_20_S_A,Y4B32,1,Y4B32_day1,Y4B32_2A_day1.JPG,Y4B32_exp2A_day1,124.037,96.43751,82.79637,202.8527,31.00166,46.51376,96.39685,157.8434,59.83927,124.5211,158.4561,188.4949,0.31263,0.27309,0.27541,0
479,2,A,N,5,20,S,S,N_5_20_S_S,Y4B33,1,Y4B33_day1,Y4B33_2A_day1.JPG,Y4B33_exp2A_day1,145.1628,101.9267,85.3904,220.9952,50.2258,59.03992,101.0859,175.388,70.7646,145.8926,187.6586,222.5099,0.41212,0.25696,0.19269,0
480,2,A,N,5,20,S,S,N_5_20_S_S,Y4B34,1,Y4B34_day1,Y4B34_2A_day1.JPG,Y4B34_exp2A_day1,130.2739,73.27081,41.58726,197.8924,33.10661,43.06581,88.41265,148.9881,47.03697,135.277,169.4352,196.727,0.48327,0.36301,0.018807,0
481,2,B,N,0,20,F,A,CNTRL_20_F_A,B14G14,1,B14G14_day1,B14G14_2B_day1.JPG,B14G14_exp2B_day1,159.2858,105.5535,62.14775,202.9278,20.13971,34.59665,104.3988,168.6974,51.34398,142.6921,174.9151,201.2075,0.47311,0.45322,0.11187,0
482,2,B,N,0,20,F,A,CNTRL_20_F_A,B14G15,1,B14G15_day1,B14G15_2B_day1.JPG,B14G15_exp2B_day1,103.8869,95.68678,84.13579,197.3211,26.27564,38.84691,101.3233,167.2377,54.56216,140.347,174.5755,201.1059,0.19077,0.2008,0.32704,0
483,2,B,N,0,20,F,S,CNTRL_20_F_S,B14G17,1,B14G17_day1,B14G17_2B_day1.JPG,B14G17_exp2B_day1,98.0224,75.856,59.4526,221.9825,44.5932,57.85453,110.6388,176.5574,68.27797,147.1154,182.4516,214.9215,0.23617,0.22305,0.14219,0
484,2,B,N,0,20,F,S,CNTRL_20_F_S,B14G20,1,B14G20_day1,B14G20_2B_day1.JPG,B14G20_exp2B_day1,127.6444,61.10602,37.22914,225.3474,35.73485,46.62984,115.1423,175.0487,53.93283,149.7104,177.0313,197.497,0.42969,0.23945,0.021662,0
485,2,B,N,0,20,F,S,CNTRL_20_F_S,B14G21,1,B14G21_day1,B14G21_2B_day1.JPG,B14G21_exp2B_day1,148.9349,80.16389,41.405,212.3784,35.72822,46.71837,101.0991,169.8229,53.63544,140.0998,178.1719,206.3013,0.53292,0.37948,-0.01864,0
486,2,B,N,0,20,S,A,CNTRL_20_S_A,B15G22,1,B15G22_day1,B15G22_2B_day1.JPG,B15G22_exp2B_day1,138.4725,116.5468,74.74842,218.0707,34.19884,44.62,105.9921,161.6187,48.03505,144.9258,170.2242,191.8107,0.28042,0.4347,0.2156,0
487,2,B,N,0,20,S,A,CNTRL_20_S_A,B15G23,1,B15G23_day1,B15G23_2B_day1.JPG,B15G23_exp2B_day1,138.8778,131.2737,98.65114,217.3742,44.27533,56.00658,97.28982,166.8293,62.31939,93.56633,131.9722,166.1541,0.29725,0.45154,0.32418,0
488,2,B,N,0,20,S,S,CNTRL_20_S_S,B15G24,1,B15G24_day1,B15G24_2B_day1.JPG,B15G24_exp2B_day1,131.0694,72.49247,45.59191,208.0394,31.03122,43.48585,92.24861,156.7307,45.38075,125.4087,160.3452,186.4906,0.45545,0.30743,0.063462,0
489,2,B,N,0,20,S,S,CNTRL_20_S_S,B15G25,1,B15G25_day1,B15G25_2B_day1.JPG,B15G25_exp2B_day1,88.9033,42.9468,22.2465,213.6827,31.44107,43.57541,105.2827,166.322,50.118,129.5807,160.3792,185.9082,0.32019,0.209,-0.01173,0
490,2,B,N,0,20,S,S,CNTRL_20_S_S,B15G26,1,B15G26_day1,B15G26_2B_day1.JPG,B15G26_exp2B_day1,88.1933,49.6108,27.8335,218.7485,33.76416,43.56943,123.5263,180.189,55.05931,146.3103,170.2062,192.3855,0.27313,0.19998,0.025588,0
491,2,B,N,0,30,F,A,CNTRL_30_F_A,B31G77,1,B31G77_day1,B31G77_2B_day1.JPG,B31G77_exp2B_day1,129.8026,75.03923,77.21276,226.5472,50.08098,60.3564,117.245,182.2629,72.13523,113.5452,144.5768,170.655,0.39,0.082838,0.2795,0
492,2,B,N,0,30,F,A,CNTRL_30_F_A,B31G78,1,B31G78_day1,B31G78_2B_day1.JPG,B31G78_exp2B_day1,133.3888,120.9328,106.8267,209.9643,49.51961,61.85271,104.7068,171.89,68.55263,144.0337,183.0626,213.0318,0.27122,0.26659,0.33692,0
493,2,B,N,0,30,F,S,CNTRL_30_F_S,B31G79,1,B31G79_day1,B31G79_2B_day1.JPG,B31G79_exp2B_day1,132.1689,95.53037,70.82704,214.2271,55.68116,69.89784,118.0141,186.6854,86.07827,124.6903,166.0013,208.1027,0.39306,0.33097,0.071424,0
494,2,B,N,0,30,F,S,CNTRL_30_F_S,B31G80,1,B31G80_day1,B31G80_2B_day1.JPG,B31G80_exp2B_day1,90.8988,42.1608,29.6828,218.3658,42.82443,54.51249,107.1554,161.4612,55.98027,142.9273,171.1533,193.1415,0.32891,0.15789,0.015089,0
495,2,B,N,0,30,F,S,CNTRL_30_F_S,B31G82,1,B31G82_day1,B31G82_2B_day1.JPG,B31G82_exp2B_day1,96.8343,51.78,31.6952,228.4927,53.45491,61.71503,110.1695,170.4427,64.87076,153.0195,188.0684,215.5509,0.32853,0.21305,-0.01114,0
496,2,B,N,0,30,S,A,CNTRL_30_S_A,B32G83,1,B32G83_day1,B32G83_2B_day1.JPG,B32G83_exp2B_day1,174.8849,102.232,76.48592,220.5752,46.3365,56.80119,120.9812,177.9899,63.42743,159.7114,186.2906,204.3922,0.53391,0.29474,0.13437,0
497,2,B,N,0,30,S,A,CNTRL_30_S_A,B32G84,1,B32G84_day1,B32G84_2B_day1.JPG,B32G84_exp2B_day1,119.474,79.25377,52.92454,204.4869,33.89716,46.73083,106.526,164.0769,58.27397,137.4969,168.396,193.9054,0.35855,0.31453,0.092007,0
498,2,B,N,0,30,S,S,CNTRL_30_S_S,B32G85,1,B32G85_day1,B32G85_2B_day1.JPG,B32G85_exp2B_day1,86.7873,52.1688,35.2605,217.8975,49.33384,60.77333,126.7666,195.4394,80.45777,161.8336,197.8284,226.5753,0.28188,0.17919,0.016386,0
499,2,B,N,0,30,S,S,CNTRL_30_S_S,B32G87,1,B32G87_day1,B32G87_2B_day1.JPG,B32G87_exp2B_day1,88.6768,48.534,29.7358,225.9065,48.17043,59.48533,105.8443,170.3051,61.60599,136.3849,172.0392,198.2179,0.29902,0.20336,-0.00293,0
500,2,B,N,0,30,S,S,CNTRL_30_S_S,B32G88,1,B32G88_day1,B32G88_2B_day1.JPG,B32G88_exp2B_day1,117.2977,71.49894,44.60651,192.4081,27.51958,39.96134,115.2164,180.2789,71.28916,159.4166,194.6586,221.665,0.4032,0.30066,0.03185,0
501,2,B,N,1.5,20,F,A,N_1.5_20_F_A,G25Y45,1,G25Y45_day1,G25Y45_2B_day1.JPG,G25Y45_exp2B_day1,158.3249,102.1433,68.79336,209.6429,42.38157,53.56856,83.34193,153.4811,49.6423,118.2236,157.5229,192.0224,0.53314,0.41277,0.10282,0
502,2,B,N,1.5,20,F,A,N_1.5_20_F_A,G25Y46,1,G25Y46_day1,G25Y46_2B_day1.JPG,G25Y46_exp2B_day1,143.1516,127.4346,98.5927,209.7668,31.563,42.90155,100.6895,162.9456,50.87134,116.1914,144.3274,166.529,0.28063,0.36652,0.40779,0
503,2,B,N,1.5,20,F,S,N_1.5_20_F_S,G25Y47,1,G25Y47_day1,G25Y47_2B_day1.JPG,G25Y47_exp2B_day1,104.4574,61.98429,61.4113,230.2866,54.05843,75.38173,115.2487,190.8266,94.00798,154.8865,194.7184,241.5234,0.31928,0.12707,0.10516,0
504,2,B,N,1.5,20,F,S,N_1.5_20_F_S,G25Y48,1,G25Y48_day1,G25Y48_2B_day1.JPG,G25Y48_exp2B_day1,107.6261,66.09319,48.32642,244.5504,46.60366,54.82039,127.5272,183.5167,52.61657,149.676,173.2081,190.7074,0.27312,0.16998,0.128,0
505,2,B,N,1.5,20,F,S,N_1.5_20_F_S,G25Y49,1,G25Y49_day1,G25Y49_2B_day1.JPG,G25Y49_exp2B_day1,116.9072,51.21697,21.59653,241.2584,40.26713,51.38877,128.6813,180.291,52.26773,171.415,189.774,206.6319,0.38775,0.25754,-0.05706,0
506,2,B,N,1.5,30,F,S,N_1.5_30_F_S,G26Y50,1,G26Y50_day1,G26Y50_2B_day1.JPG,G26Y50_exp2B_day1,132.8794,84.7555,76.7464,169.2497,23.3329,34.73719,79.44398,143.289,47.34605,104.3361,141.7321,170.4364,0.5026,0.22832,0.28443,0
507,2,B,N,1.5,30,F,A,N_1.5_30_F_A,G26Y51,1,G26Y51_day1,G26Y51_2B_day1.JPG,G26Y51_exp2B_day1,124.4225,99.27263,78.89383,229.7806,57.91753,67.26135,115.5385,181.8561,78.57388,141.17,179.4574,211.8355,0.29316,0.27897,0.17587,0
508,2,B,N,1.5,30,F,S,N_1.5_30_F_S,G26Y53,1,G26Y53_day1,G26Y53_2B_day1.JPG,G26Y53_exp2B_day1,113.2818,74.78887,57.51288,210.2904,48.59273,62.23903,124.5658,190.2779,84.93869,154.3452,189.7034,216.5313,0.34752,0.22841,0.076121,0
509,2,B,N,1.5,30,F,S,N_1.5_30_F_S,G26Y54,1,G26Y54_day1,G26Y54_2B_day1.JPG,G26Y54_exp2B_day1,150.6975,79.77335,40.12465,211.2962,41.07205,51.86263,100.1189,151.8269,47.09784,135.0976,160.8724,182.0629,0.53932,0.42539,-0.04329,0
510,2,B,N,1.5,20,S,S,N_1.5_20_S_S,G27Y55,1,G27Y55_day1,G27Y55_2B_day1.JPG,G27Y55_exp2B_day1,172.5522,111.9374,109.0687,215.6372,37.45673,46.15067,101.6852,171.0085,57.89734,119.6465,157.887,190.518,0.49507,0.17834,0.39837,0
511,2,B,N,1.5,20,S,A,N_1.5_20_S_A,G27Y56,1,G27Y56_day1,G27Y56_2B_day1.JPG,G27Y56_exp2B_day1,126.4053,86.70097,67.65468,218.8217,39.61208,46.6458,94.79574,162.4944,51.10981,117.3893,153.8132,181.6168,0.35757,0.24633,0.21136,0
512,2,B,N,1.5,20,S,A,N_1.5_20_S_A,G27Y57,1,G27Y57_day1,G27Y57_2B_day1.JPG,G27Y57_exp2B_day1,134.6447,87.94478,67.77806,228.7427,46.33226,56.60998,103.5971,170.274,57.93131,134.6172,170.6563,200.2334,0.38047,0.25564,0.15697,0
513,2,B,N,1.5,20,S,S,N_1.5_20_S_S,G27Y58,1,G27Y58_day1,G27Y58_2B_day1.JPG,G27Y58_exp2B_day1,133.1171,87.96351,54.82001,226.7185,46.4526,56.19368,119.2683,185.8466,68.20156,132.7247,168.0299,195.9679,0.38222,0.32677,0.056415,0
514,2,B,N,1.5,20,S,S,N_1.5_20_S_S,G27Y59,1,G27Y59_day1,G27Y59_2B_day1.JPG,G27Y59_exp2B_day1,110.8914,75.24578,48.10223,224.1691,54.41777,62.49979,109.3678,186.9125,75.63845,140.577,185.687,221.0958,0.34338,0.27706,0.025712,0
515,2,B,N,1.5,30,S,A,N_1.5_30_S_A,G28Y62,1,G28Y62_day1,G28Y62_2B_day1.JPG,G28Y62_exp2B_day1,171.1917,117.3919,103.1685,222.8866,49.21265,57.20524,113.9617,182.4729,69.24686,152.2499,190.144,219.0323,0.46087,0.22913,0.27821,0
516,2,B,N,1.5,30,S,A,N_1.5_30_S_A,G28Y63,1,G28Y63_day1,G28Y63_2B_day1.JPG,G28Y63_exp2B_day1,142.2909,113.3462,79.57765,178.6439,22.87531,38.98529,93.30767,156.653,56.41621,136.6083,172.1722,202.5815,0.41498,0.45969,0.18494,0
517,2,B,N,1.5,30,S,S,N_1.5_30_S_S,G28Y64,1,G28Y64_day1,G28Y64_2B_day1.JPG,G28Y64_exp2B_day1,128.5659,84.19267,63.85161,226.5023,57.01399,67.71297,112.4685,175.0328,69.47361,139.5202,173.4795,201.3992,0.37724,0.25773,0.1013,0
518,2,B,N,1.5,30,S,S,N_1.5_30_S_S,G28Y65,1,G28Y65_day1,G28Y65_2B_day1.JPG,G28Y65_exp2B_day1,170.9136,118.3944,77.76689,211.1459,49.67186,58.43176,100.8807,169.0992,69.30208,137.2582,176.9865,211.4465,0.54165,0.47608,0.062068,0
519,2,B,N,1.5,30,S,S,N_1.5_30_S_S,G28Y67,1,G28Y67_day1,G28Y67_2B_day1.JPG,G28Y67_exp2B_day1,108.9078,73.33605,35.7088,220.5205,46.58936,55.94936,134.1315,194.9552,74.26408,147.0967,171.9401,195.4821,0.31516,0.3298,-0.03283,0
520,2,B,N,18,20,F,A,N_18_20_F_A,R3W10,1,R3W10_day1,R3W10_2B_day1.JPG,R3W10_exp2B_day1,79.5962,52.2226,28.6927,219.1065,34.2973,43.12931,103.0898,160.8458,47.81889,143.0385,172.3278,197.785,0.22759,0.23468,0.038701,0
521,2,B,N,18,20,F,S,N_18_20_F_S,R3W11,1,R3W11_day1,R3W11_2B_day1.JPG,R3W11_exp2B_day1,119.2423,78.56228,52.86066,203.6035,30.13305,43.69558,85.98046,152.9484,50.19851,123.1611,162.6232,195.7781,0.38544,0.33284,0.098635,0
522,2,B,N,18,20,F,S,N_18_20_F_S,R3W12,1,R3W12_day1,R3W12_2B_day1.JPG,R3W12_exp2B_day1,127.9892,72.10566,43.57718,219.1857,40.96845,51.90856,100.5502,160.7225,51.32048,132.8999,166.7509,194.647,0.42392,0.31054,0.02895,0
523,2,B,N,18,20,F,S,N_18_20_F_S,R3W13,1,R3W13_day1,R3W13_2B_day1.JPG,R3W13_exp2B_day1,160.291,96.70775,69.02695,206.2379,29.16517,39.81208,85.5539,145.7133,33.15494,121.9371,152.1071,175.4363,0.51048,0.33849,0.21364,0
524,2,B,N,18,20,F,A,N_18_20_F_A,R3W8,1,R3W8_day1,R3W8_2B_day1.JPG,R3W8_exp2B_day1,103.5397,84.19114,67.70081,230.8829,43.28329,52.51256,123.2361,190.1681,65.63401,155.8378,188.4765,211.2186,0.20637,0.1863,0.21133,0
525,2,B,N,18,20,S,A,N_18_20_S_A,R4W14,1,R4W14_day1,R4W14_2B_day1.JPG,R4W14_exp2B_day1,165.0339,113.0906,88.05174,202.3678,34.09964,42.22843,96.95976,168.9098,56.39273,131.1378,173.7198,201.9283,0.50629,0.31952,0.24094,1
526,2,B,N,18,20,S,A,N_18_20_S_A,R4W15,1,R4W15_day1,R4W15_2B_day1.JPG,R4W15_exp2B_day1,144.1744,110.188,78.85568,208.3377,31.25588,41.5413,103.0105,171.0719,55.09988,134.2289,171.1271,197.2884,0.37408,0.35347,0.22221,0
527,2,B,N,18,20,S,S,N_18_20_S_S,R4W17,1,R4W17_day1,R4W17_2B_day1.JPG,R4W17_exp2B_day1,101.9695,61.59103,54.45794,227.568,38.50029,48.14062,104.2968,159.8548,46.21353,158.4456,186.3733,206.001,0.27344,0.11609,0.17441,0
528,2,B,N,18,20,S,S,N_18_20_S_S,R4W20,1,R4W20_day1,R4W20_2B_day1.JPG,R4W20_exp2B_day1,162.5708,111.1537,69.79408,195.7526,21.33344,33.36655,90.99736,152.3887,44.49092,125.8933,158.8023,191.1308,0.49768,0.48816,0.16465,0
529,2,B,N,18,20,S,S,N_18_20_S_S,R4W34,1,R4W34_day1,R4W34_2B_day1.JPG,R4W34_exp2B_day1,155.7489,109.1249,52.82711,206.7122,23.59241,35.07465,104.1699,161.7956,41.05344,141.1085,165.9713,188.0091,0.43092,0.52301,0.086385,0
530,2,B,N,18,30,F,A,N_18_30_F_A,R7W35,1,R7W35_day1,R7W35_2B_day1.JPG,R7W35_exp2B_day1,87.0684,82.2779,66.6698,200.6454,32.96785,45.29491,96.27771,160.0139,51.53874,125.136,159.568,188.6879,0.16743,0.2301,0.25029,0
531,2,B,N,18,30,F,A,N_18_30_F_A,R7W36,1,R7W36_day1,R7W36_2B_day1.JPG,R7W36_exp2B_day1,120.1033,62.20865,39.24305,214.5533,29.79496,42.12149,110.7149,162.509,48.7995,141.2256,163.3204,184.6475,0.39149,0.25488,0.055863,0
532,2,B,N,18,30,F,S,N_18_30_F_S,R7W37,1,R7W37_day1,R7W37_2B_day1.JPG,R7W37_exp2B_day1,119.4958,82.82538,59.58528,210.7046,47.24349,61.20003,102.0506,170.9228,69.3242,134.9008,175.6338,210.1206,0.37152,0.30513,0.074697,0
533,2,B,N,18,30,F,S,N_18_30_F_S,R7W38,1,R7W38_day1,R7W38_2B_day1.JPG,R7W38_exp2B_day1,118.7032,64.96375,49.29363,209.9963,35.17737,49.20062,108.6915,164.677,55.35726,142.6032,170.3671,190.8031,0.39041,0.21143,0.096335,0
534,2,B,N,18,30,F,S,N_18_30_F_S,R7W39,1,R7W39_day1,R7W39_2B_day1.JPG,R7W39_exp2B_day1,141.5681,76.1144,43.68781,193.8869,26.73011,38.89766,91.21372,143.1442,40.26548,134.3309,160.4182,180.5038,0.51816,0.38516,0.044453,0
535,2,B,N,18,30,S,A,N_18_30_S_A,R8W40,1,R8W40_day1,R8W40_2B_day1.JPG,R8W40_exp2B_day1,168.2684,107.8975,84.3837,204.3205,45.66996,51.52319,94.06517,150.8594,44.87107,141.2005,168.3432,189.3243,0.5265,0.29687,0.23207,0
536,2,B,N,18,30,S,A,N_18_30_S_A,R8W41,1,R8W41_day1,R8W41_2B_day1.JPG,R8W41_exp2B_day1,120.4424,92.02545,54.2532,215.9458,39.12987,58.04166,88.03999,148.6727,59.82553,129.3748,163.4283,192.6634,0.33821,0.50469,0.022991,0
537,2,B,N,18,30,S,S,N_18_30_S_S,R8W42,1,R8W42_day1,R8W42_2B_day1.JPG,R8W42_exp2B_day1,161.8591,104.1492,83.69678,226.6583,40.85553,53.05813,107.4085,166.4829,60.88831,141.1564,171.286,193.2121,0.43877,0.29032,0.2212,0
538,2,B,N,18,30,S,S,N_18_30_S_S,R8W43,1,R8W43_day1,R8W43_2B_day1.JPG,R8W43_exp2B_day1,121.7735,69.87749,30.45154,208.3603,33.75011,44.53534,90.92273,144.1255,36.43172,133.945,159.8473,181.1201,0.41816,0.40479,-0.01611,0
539,2,B,N,18,30,S,S,N_18_30_S_S,R8W44,1,R8W44_day1,R8W44_2B_day1.JPG,R8W44_exp2B_day1,168.3669,122.4231,77.66971,190.7351,23.78096,35.23834,94.85131,150.5022,46.13371,131.1026,159.8141,184.3478,0.48504,0.52822,0.19642,0
540,2,B,N,5,30,F,A,N_5_30_F_A,Y14B75,1,Y14B75_day1,Y14B75_2B_day1.JPG,Y14B75_exp2B_day1,97.34956,103.8602,77.42499,185.715,42.50714,53.47329,92.97278,164.6032,71.01835,122.2654,168.1175,201.1016,0.2059,0.37618,0.19741,0
541,2,B,N,5,30,F,A,N_5_30_F_A,Y14B76,1,Y14B76_day1,Y14B76_2B_day1.JPG,Y14B76_exp2B_day1,139.45,104.0707,70.65335,221.0637,45.40244,58.40932,102.299,165.3736,61.489,130.8517,165.0416,190.0225,0.36979,0.39901,0.12903,0
542,2,B,N,5,30,F,S,N_5_30_F_S,Y14B77,1,Y14B77_day1,Y14B77_2B_day1.JPG,Y14B77_exp2B_day1,100.08,61.89619,38.88129,213.8861,49.63588,62.04039,119.766,187.1136,80.53888,155.5558,191.4568,219.5875,0.33376,0.25223,-0.00974,0
543,2,B,N,5,30,F,S,N_5_30_F_S,Y14B78,1,Y14B78_day1,Y14B78_2B_day1.JPG,Y14B78_exp2B_day1,127.3515,62.11234,40.5532,222.6383,34.70746,45.98401,116.4908,161.8946,46.31244,152.8052,168.9881,182.7135,0.40872,0.23352,0.059897,0
544,2,B,N,5,30,F,S,N_5_30_F_S,Y14B79,1,Y14B79_day1,Y14B79_2B_day1.JPG,Y14B79_exp2B_day1,111.6327,67.44747,44.23306,217.2981,55.34596,63.24022,112.8795,175.9515,71.66859,139.7413,173.2395,201.5205,0.37421,0.25411,0.011693,0
545,2,B,N,5,30,S,A,N_5_30_S_A,Y15B80,1,Y15B80_day1,Y15B80_2B_day1.JPG,Y15B80_exp2B_day1,181.3778,114.8074,91.97969,209.4875,37.88947,48.26089,78.767,133.1162,32.45761,152.8318,180.3662,198.9627,0.53807,0.33347,0.27738,0
546,2,B,N,5,30,S,A,N_5_30_S_A,Y15B82,1,Y15B82_day1,Y15B82_2B_day1.JPG,Y15B82_exp2B_day1,142.2361,126.2609,94.96745,190.8911,28.32532,42.56612,89.4739,144.4866,46.69782,139.0595,168.8573,196.1765,0.30782,0.4514,0.30985,0
547,2,B,N,5,30,S,S,N_5_30_S_S,Y15B83,1,Y15B83_day1,Y15B83_2B_day1.JPG,Y15B83_exp2B_day1,106.6536,65.45299,42.12965,219.8337,50.59264,62.86169,120.3158,184.2234,75.73127,142.547,175.0667,205.4458,0.34114,0.25539,0.006543,0
548,2,B,N,5,30,S,S,N_5_30_S_S,Y15B84,1,Y15B84_day1,Y15B84_2B_day1.JPG,Y15B84_exp2B_day1,100.7006,47.51625,21.52375,237.7679,51.358,57.52968,119.8064,168.7109,53.05864,170.154,188.0663,202.771,0.34223,0.2363,-0.05278,0
549,2,B,N,5,30,S,S,N_5_30_S_S,Y15B85,1,Y15B85_day1,Y15B85_2B_day1.JPG,Y15B85_exp2B_day1,111.2893,60.21355,25.58664,210.4568,39.87863,49.76934,112.3798,170.2597,64.59632,131.6153,162.9633,187.041,0.40015,0.34493,-0.0888,0
550,2,B,N,5,20,F,S,N_5_20_F_S,Y1B10,1,Y1B10_day1,Y7B10_2B_day1.JPG,Y1B10_exp2B_day1,108.789,62.8505,47.20038,201.4814,27.05318,37.56488,89.65587,154.4719,44.24144,137.5353,173.9496,198.5684,0.36498,0.20428,0.12314,0
551,2,B,N,5,20,F,S,N_5_20_F_S,Y1B11,1,Y1B11_day1,Y7B11_2B_day1.JPG,Y1B11_exp2B_day1,84.1271,42.11,30.4724,224.1872,34.35178,44.27634,110.7433,168.8502,46.51097,146.9693,172.5492,191.2408,0.26914,0.12706,0.066127,0
552,2,B,N,5,20,F,S,N_5_20_F_S,Y1B12,1,Y1B12_day1,Y7B12_2B_day1.JPG,Y1B12_exp2B_day1,154.6063,84.14128,51.26052,195.6552,20.41034,31.44008,87.84527,151.7625,39.33174,125.1206,159.3931,187.363,0.55786,0.3725,0.10178,0
553,2,B,N,5,20,F,A,N_5_20_F_A,Y1B5,1,Y1B5_day1,Y7B5_2B_day1.JPG,Y1B5_exp2B_day1,118.8073,88.67752,43.03173,203.1672,18.11717,29.99397,103.0645,158.0873,32.5307,143.93,168.9134,187.3936,0.29916,0.40817,0.11089,0
554,2,B,N,5,20,F,A,N_5_20_F_A,Y1B8,1,Y1B8_day1,Y7B8_2B_day1.JPG,Y1B8_exp2B_day1,108.1839,69.97343,32.35043,227.876,41.01334,51.36695,110.3765,179.5385,56.90603,144.5466,180.8358,211.6809,0.32396,0.33047,-0.01463,0
555,2,B,N,5,20,S,A,N_5_20_S_A,Y5B35,1,Y5B35_day1,Y5B35_2B_day1.JPG,Y5B35_exp2B_day1,131.9032,114.2801,95.34154,190.1421,23.37282,37.14073,94.83058,158.6044,47.59947,134.6115,169.6537,200.7151,0.29532,0.30465,0.34812,0
556,2,B,N,5,20,S,A,N_5_20_S_A,Y5B36,1,Y5B36_day1,Y5B36_2B_day1.JPG,Y5B36_exp2B_day1,120.8014,74.1681,54.80932,210.213,29.34614,40.75702,96.9974,154.8399,39.13725,131.5574,159.4477,184.2464,0.35993,0.23864,0.16717,0
557,2,B,N,5,20,S,S,N_5_20_S_S,Y5B37,1,Y5B37_day1,Y5B37_2B_day1.JPG,Y5B37_exp2B_day1,144.6849,100.0421,68.27795,198.4495,31.10871,41.87308,90.27018,163.5309,56.43266,121.7189,165.4474,198.7212,0.4709,0.3858,0.1348,0
558,2,B,N,5,20,S,S,N_5_20_S_S,Y5B38,1,Y5B38_day1,Y5B38_2B_day1.JPG,Y5B38_exp2B_day1,111.8755,63.30532,41.22655,199.1908,28.88415,47.17544,104.0999,174.495,71.93509,127.1265,167.9389,206.0025,0.40642,0.28992,0.005816,0
559,2,B,N,5,20,S,S,N_5_20_S_S,Y5B39,1,Y5B39_day1,Y5B39_2B_day1.JPG,Y5B39_exp2B_day1,98.561,60.8921,24.6167,217.9086,38.53282,45.51615,112.0027,174.4921,54.78364,151.4674,182.1382,203.4022,0.31399,0.31528,-0.03416,0
560,2,A,N,0,20,F,S,CNTRL_20_F_S,B13G10,11,B13G10_day11,B13G10_2A_day11.JPG,B13G10_exp2A_day11,100.8907,61.04153,30.4402,184.61,19.7653,32.92854,81.85243,146.0318,42.37272,115.7375,150.3249,182.1721,0.38114,0.34885,0.017061,0
561,2,A,N,0,20,F,S,CNTRL_20_F_S,B13G13,11,B13G13_day11,B13G13_2A_day11.JPG,B13G13_exp2A_day11,78.6525,37.7976,20.335,196.8586,21.16244,32.58329,90.09184,147.6598,34.6094,129.4617,159.9044,186.0613,0.29844,0.18965,0.021752,0
562,2,A,N,0,20,F,A,CNTRL_20_F_A,B13G2,11,B13G2_day11,B13G2_2A_day11.JPG,B13G2_exp2A_day11,115.0382,84.3468,54.97012,181.5502,16.70988,28.90971,79.41202,142.2759,33.39409,117.9347,150.5384,177.3367,0.35824,0.35539,0.18465,0
563,2,A,N,0,20,F,A,CNTRL_20_F_A,B13G3,11,B13G3_day11,B13G3_2A_day11.JPG,B13G3_exp2A_day11,111.2998,86.06339,45.595,183.6281,12.91499,26.82024,81.17802,140.8052,37.7679,112.617,142.595,176.4502,0.33167,0.47262,0.10683,0
564,2,A,N,0,20,F,A,CNTRL_20_F_A,B13G8,11,B13G8_day11,B13G8_2A_day11.JPG,B13G8_exp2A_day11,116.3146,62.50182,24.70102,191.6024,25.18532,34.78236,85.00102,149.8811,44.01175,106.4559,141.3309,174.6539,0.46312,0.38406,-0.04758,0
565,2,A,N,0,20,S,A,CNTRL_20_S_A,B22G30,11,B22G30_day11,B22G30_2A_day11.JPG,B22G30_exp2A_day11,81.5066,47.4342,30.0549,210.869,35.76337,45.37444,97.39465,157.9493,54.96902,131.7378,166.3375,191.8329,0.27145,0.20262,0.034408,0
566,2,A,N,0,20,S,S,CNTRL_20_S_S,B22G31,11,B22G31_day11,B22G31_2A_day11.JPG,B22G31_exp2A_day11,118.7287,62.32412,36.33409,213.0029,38.10848,45.58451,96.89464,159.6934,44.23642,122.0539,150.6872,177.4919,0.42099,0.25976,0.031847,0
567,2,A,N,0,30,F,A,CNTRL_30_F_A,B25G43,11,B25G43_day11,B25G43_2A_day11.JPG,B25G43_exp2A_day11,99.3155,86.158,63.2015,197.8249,22.72898,34.69105,99.67828,153.0409,42.43276,125.8777,150.8501,174.7941,0.19778,0.2838,0.25343,0
