"","col_num","treat_ID_full","e_coli","abs_resp_rate_SA_corr","pollution","dose","temp","feed","symbiont","dose_level","new_treat_ID_full","dose_level_x_temp","dose_level_x_feed","dose_level_x_symbiont","dose_level_x_e_coli","temp_x_feed","temp_x_symbiont","temp_x_e_coli","feed_x_symbiont","feed_x_e_coli","symbiont_x_e_coli","dose_level_x_temp_x_feed","dose_level_x_temp_x_symbiont","dose_level_x_temp_x_e_coli","dose_level_x_feed_x_symbiont","dose_level_x_feed_x_e_coli","dose_level_x_symbiont_x_e_coli","temp_x_feed_x_symbiont","temp_x_feed_x_e_coli","temp_x_symbiont_x_e_coli","feed_x_symbiont_x_e_coli","dose_level_x_temp_x_feed_x_symbiont","dose_level_x_temp_x_feed_x_e_coli","dose_level_x_temp_x_symbiont_x_e_coli","dose_level_x_feed_x_symbiont_x_e_coli","temp_x_feed_x_symbiont_x_e_coli","dose_level_x_temp_x_feed_x_symbiont_x_e_coli"
"576",241,"A_10_30_F_S",1,0.088750393,"Ammonium","10","30","Fed","Symbiotic","High","Ammonium_High_30_Fed_Symbiotic","High-x-30","High-x-Fed","High-x-Symbiotic","High-x-1","30-x-Fed","30-x-Symbiotic","30-x-1","Fed-x-Symbiotic","Fed-x-1","Symbiotic-x-1","High-x-30-x-Fed","High-x-30-x-Symbiotic","High-x-30-x-1","High-x-Fed-x-Symbiotic","High-x-Fed-x-1","High-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic","30-x-Fed-x-1","30-x-Symbiotic-x-1","Fed-x-Symbiotic-x-1","High-x-30-x-Fed-x-Symbiotic","High-x-30-x-Fed-x-1","High-x-30-x-Symbiotic-x-1","High-x-Fed-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic-x-1","High-x-30-x-Fed-x-Symbiotic-x-1"
"577",240,"A_10_30_S_S",0,0.077776991,"Ammonium","10","30","Starved","Symbiotic","High","Ammonium_High_30_Starved_Symbiotic","High-x-30","High-x-Starved","High-x-Symbiotic","High-x-0","30-x-Starved","30-x-Symbiotic","30-x-0","Starved-x-Symbiotic","Starved-x-0","Symbiotic-x-0","High-x-30-x-Starved","High-x-30-x-Symbiotic","High-x-30-x-0","High-x-Starved-x-Symbiotic","High-x-Starved-x-0","High-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic","30-x-Starved-x-0","30-x-Symbiotic-x-0","Starved-x-Symbiotic-x-0","High-x-30-x-Starved-x-Symbiotic","High-x-30-x-Starved-x-0","High-x-30-x-Symbiotic-x-0","High-x-Starved-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic-x-0","High-x-30-x-Starved-x-Symbiotic-x-0"
"578",243,"A_10_30_S_S",1,0.109642747,"Ammonium","10","30","Starved","Symbiotic","High","Ammonium_High_30_Starved_Symbiotic","High-x-30","High-x-Starved","High-x-Symbiotic","High-x-1","30-x-Starved","30-x-Symbiotic","30-x-1","Starved-x-Symbiotic","Starved-x-1","Symbiotic-x-1","High-x-30-x-Starved","High-x-30-x-Symbiotic","High-x-30-x-1","High-x-Starved-x-Symbiotic","High-x-Starved-x-1","High-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic","30-x-Starved-x-1","30-x-Symbiotic-x-1","Starved-x-Symbiotic-x-1","High-x-30-x-Starved-x-Symbiotic","High-x-30-x-Starved-x-1","High-x-30-x-Symbiotic-x-1","High-x-Starved-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic-x-1","High-x-30-x-Starved-x-Symbiotic-x-1"
"579",237,"A_10_30_S_A",0,0.11011848,"Ammonium","10","30","Starved","Aposymbiotic","High","Ammonium_High_30_Starved_Aposymbiotic","High-x-30","High-x-Starved","High-x-Aposymbiotic","High-x-0","30-x-Starved","30-x-Aposymbiotic","30-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","High-x-30-x-Starved","High-x-30-x-Aposymbiotic","High-x-30-x-0","High-x-Starved-x-Aposymbiotic","High-x-Starved-x-0","High-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-0","30-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","High-x-30-x-Starved-x-Aposymbiotic","High-x-30-x-Starved-x-0","High-x-30-x-Aposymbiotic-x-0","High-x-Starved-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic-x-0","High-x-30-x-Starved-x-Aposymbiotic-x-0"
"580",238,"A_10_30_S_A",1,0.052499874,"Ammonium","10","30","Starved","Aposymbiotic","High","Ammonium_High_30_Starved_Aposymbiotic","High-x-30","High-x-Starved","High-x-Aposymbiotic","High-x-1","30-x-Starved","30-x-Aposymbiotic","30-x-1","Starved-x-Aposymbiotic","Starved-x-1","Aposymbiotic-x-1","High-x-30-x-Starved","High-x-30-x-Aposymbiotic","High-x-30-x-1","High-x-Starved-x-Aposymbiotic","High-x-Starved-x-1","High-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-1","30-x-Aposymbiotic-x-1","Starved-x-Aposymbiotic-x-1","High-x-30-x-Starved-x-Aposymbiotic","High-x-30-x-Starved-x-1","High-x-30-x-Aposymbiotic-x-1","High-x-Starved-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic-x-1","High-x-30-x-Starved-x-Aposymbiotic-x-1"
"581",232,"N_5_30_S_A",0,0.034197184,"Nitrate","5","30","Starved","Aposymbiotic","Medium","Nitrate_Medium_30_Starved_Aposymbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-0","30-x-Starved","30-x-Aposymbiotic","30-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","Medium-x-30-x-Starved","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-0","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-0","Medium-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-0","30-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","Medium-x-30-x-Starved-x-Aposymbiotic","Medium-x-30-x-Starved-x-0","Medium-x-30-x-Aposymbiotic-x-0","Medium-x-Starved-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic-x-0","Medium-x-30-x-Starved-x-Aposymbiotic-x-0"
"582",237,"N_5_30_S_A",1,0.084422222,"Nitrate","5","30","Starved","Aposymbiotic","Medium","Nitrate_Medium_30_Starved_Aposymbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-1","30-x-Starved","30-x-Aposymbiotic","30-x-1","Starved-x-Aposymbiotic","Starved-x-1","Aposymbiotic-x-1","Medium-x-30-x-Starved","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-1","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-1","Medium-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-1","30-x-Aposymbiotic-x-1","Starved-x-Aposymbiotic-x-1","Medium-x-30-x-Starved-x-Aposymbiotic","Medium-x-30-x-Starved-x-1","Medium-x-30-x-Aposymbiotic-x-1","Medium-x-Starved-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic-x-1","Medium-x-30-x-Starved-x-Aposymbiotic-x-1"
"583",239,"N_5_30_S_S",0,0.104691345,"Nitrate","5","30","Starved","Symbiotic","Medium","Nitrate_Medium_30_Starved_Symbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-0","30-x-Starved","30-x-Symbiotic","30-x-0","Starved-x-Symbiotic","Starved-x-0","Symbiotic-x-0","Medium-x-30-x-Starved","Medium-x-30-x-Symbiotic","Medium-x-30-x-0","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-0","Medium-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic","30-x-Starved-x-0","30-x-Symbiotic-x-0","Starved-x-Symbiotic-x-0","Medium-x-30-x-Starved-x-Symbiotic","Medium-x-30-x-Starved-x-0","Medium-x-30-x-Symbiotic-x-0","Medium-x-Starved-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic-x-0","Medium-x-30-x-Starved-x-Symbiotic-x-0"
"584",241,"N_5_30_S_S",1,0.079358232,"Nitrate","5","30","Starved","Symbiotic","Medium","Nitrate_Medium_30_Starved_Symbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-1","30-x-Starved","30-x-Symbiotic","30-x-1","Starved-x-Symbiotic","Starved-x-1","Symbiotic-x-1","Medium-x-30-x-Starved","Medium-x-30-x-Symbiotic","Medium-x-30-x-1","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-1","Medium-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic","30-x-Starved-x-1","30-x-Symbiotic-x-1","Starved-x-Symbiotic-x-1","Medium-x-30-x-Starved-x-Symbiotic","Medium-x-30-x-Starved-x-1","Medium-x-30-x-Symbiotic-x-1","Medium-x-Starved-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic-x-1","Medium-x-30-x-Starved-x-Symbiotic-x-1"
"585",237,"A_7.5_30_F_A",1,0.06973549,"Ammonium","7.5","30","Fed","Aposymbiotic","Medium","Ammonium_Medium_30_Fed_Aposymbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-1","30-x-Fed","30-x-Aposymbiotic","30-x-1","Fed-x-Aposymbiotic","Fed-x-1","Aposymbiotic-x-1","Medium-x-30-x-Fed","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-1","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-1","Medium-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-1","30-x-Aposymbiotic-x-1","Fed-x-Aposymbiotic-x-1","Medium-x-30-x-Fed-x-Aposymbiotic","Medium-x-30-x-Fed-x-1","Medium-x-30-x-Aposymbiotic-x-1","Medium-x-Fed-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic-x-1","Medium-x-30-x-Fed-x-Aposymbiotic-x-1"
"586",237,"A_7.5_30_F_A",0,0.11760635,"Ammonium","7.5","30","Fed","Aposymbiotic","Medium","Ammonium_Medium_30_Fed_Aposymbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-0","30-x-Fed","30-x-Aposymbiotic","30-x-0","Fed-x-Aposymbiotic","Fed-x-0","Aposymbiotic-x-0","Medium-x-30-x-Fed","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-0","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-0","Medium-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-0","30-x-Aposymbiotic-x-0","Fed-x-Aposymbiotic-x-0","Medium-x-30-x-Fed-x-Aposymbiotic","Medium-x-30-x-Fed-x-0","Medium-x-30-x-Aposymbiotic-x-0","Medium-x-Fed-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic-x-0","Medium-x-30-x-Fed-x-Aposymbiotic-x-0"
"587",240,"A_7.5_30_F_S",1,0.076712904,"Ammonium","7.5","30","Fed","Symbiotic","Medium","Ammonium_Medium_30_Fed_Symbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-1","30-x-Fed","30-x-Symbiotic","30-x-1","Fed-x-Symbiotic","Fed-x-1","Symbiotic-x-1","Medium-x-30-x-Fed","Medium-x-30-x-Symbiotic","Medium-x-30-x-1","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-1","Medium-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic","30-x-Fed-x-1","30-x-Symbiotic-x-1","Fed-x-Symbiotic-x-1","Medium-x-30-x-Fed-x-Symbiotic","Medium-x-30-x-Fed-x-1","Medium-x-30-x-Symbiotic-x-1","Medium-x-Fed-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic-x-1","Medium-x-30-x-Fed-x-Symbiotic-x-1"
"588",241,"A_7.5_30_F_S",0,0.077498634,"Ammonium","7.5","30","Fed","Symbiotic","Medium","Ammonium_Medium_30_Fed_Symbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-0","30-x-Fed","30-x-Symbiotic","30-x-0","Fed-x-Symbiotic","Fed-x-0","Symbiotic-x-0","Medium-x-30-x-Fed","Medium-x-30-x-Symbiotic","Medium-x-30-x-0","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-0","Medium-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic","30-x-Fed-x-0","30-x-Symbiotic-x-0","Fed-x-Symbiotic-x-0","Medium-x-30-x-Fed-x-Symbiotic","Medium-x-30-x-Fed-x-0","Medium-x-30-x-Symbiotic-x-0","Medium-x-Fed-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic-x-0","Medium-x-30-x-Fed-x-Symbiotic-x-0"
"589",241,"A_7.5_30_S_S",1,0.11543992,"Ammonium","7.5","30","Starved","Symbiotic","Medium","Ammonium_Medium_30_Starved_Symbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-1","30-x-Starved","30-x-Symbiotic","30-x-1","Starved-x-Symbiotic","Starved-x-1","Symbiotic-x-1","Medium-x-30-x-Starved","Medium-x-30-x-Symbiotic","Medium-x-30-x-1","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-1","Medium-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic","30-x-Starved-x-1","30-x-Symbiotic-x-1","Starved-x-Symbiotic-x-1","Medium-x-30-x-Starved-x-Symbiotic","Medium-x-30-x-Starved-x-1","Medium-x-30-x-Symbiotic-x-1","Medium-x-Starved-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic-x-1","Medium-x-30-x-Starved-x-Symbiotic-x-1"
"590",237,"A_7.5_30_S_A",1,0.090599994,"Ammonium","7.5","30","Starved","Aposymbiotic","Medium","Ammonium_Medium_30_Starved_Aposymbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-1","30-x-Starved","30-x-Aposymbiotic","30-x-1","Starved-x-Aposymbiotic","Starved-x-1","Aposymbiotic-x-1","Medium-x-30-x-Starved","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-1","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-1","Medium-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-1","30-x-Aposymbiotic-x-1","Starved-x-Aposymbiotic-x-1","Medium-x-30-x-Starved-x-Aposymbiotic","Medium-x-30-x-Starved-x-1","Medium-x-30-x-Aposymbiotic-x-1","Medium-x-Starved-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic-x-1","Medium-x-30-x-Starved-x-Aposymbiotic-x-1"
"591",237,"A_7.5_30_S_A",0,0.144353421,"Ammonium","7.5","30","Starved","Aposymbiotic","Medium","Ammonium_Medium_30_Starved_Aposymbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-0","30-x-Starved","30-x-Aposymbiotic","30-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","Medium-x-30-x-Starved","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-0","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-0","Medium-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-0","30-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","Medium-x-30-x-Starved-x-Aposymbiotic","Medium-x-30-x-Starved-x-0","Medium-x-30-x-Aposymbiotic-x-0","Medium-x-Starved-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic-x-0","Medium-x-30-x-Starved-x-Aposymbiotic-x-0"
"592",240,"A_7.5_30_S_S",0,0.082855854,"Ammonium","7.5","30","Starved","Symbiotic","Medium","Ammonium_Medium_30_Starved_Symbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-0","30-x-Starved","30-x-Symbiotic","30-x-0","Starved-x-Symbiotic","Starved-x-0","Symbiotic-x-0","Medium-x-30-x-Starved","Medium-x-30-x-Symbiotic","Medium-x-30-x-0","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-0","Medium-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic","30-x-Starved-x-0","30-x-Symbiotic-x-0","Starved-x-Symbiotic-x-0","Medium-x-30-x-Starved-x-Symbiotic","Medium-x-30-x-Starved-x-0","Medium-x-30-x-Symbiotic-x-0","Medium-x-Starved-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic-x-0","Medium-x-30-x-Starved-x-Symbiotic-x-0"
"593",234,"A_7.5_20_F_A",0,0.041477718,"Ammonium","7.5","20","Fed","Aposymbiotic","Medium","Ammonium_Medium_20_Fed_Aposymbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-0","20-x-Fed","20-x-Aposymbiotic","20-x-0","Fed-x-Aposymbiotic","Fed-x-0","Aposymbiotic-x-0","Medium-x-20-x-Fed","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-0","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-0","Medium-x-Aposymbiotic-x-0","20-x-Fed-x-Aposymbiotic","20-x-Fed-x-0","20-x-Aposymbiotic-x-0","Fed-x-Aposymbiotic-x-0","Medium-x-20-x-Fed-x-Aposymbiotic","Medium-x-20-x-Fed-x-0","Medium-x-20-x-Aposymbiotic-x-0","Medium-x-Fed-x-Aposymbiotic-x-0","20-x-Fed-x-Aposymbiotic-x-0","Medium-x-20-x-Fed-x-Aposymbiotic-x-0"
"594",237,"A_7.5_20_F_A",1,0.105514307,"Ammonium","7.5","20","Fed","Aposymbiotic","Medium","Ammonium_Medium_20_Fed_Aposymbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-1","20-x-Fed","20-x-Aposymbiotic","20-x-1","Fed-x-Aposymbiotic","Fed-x-1","Aposymbiotic-x-1","Medium-x-20-x-Fed","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-1","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-1","Medium-x-Aposymbiotic-x-1","20-x-Fed-x-Aposymbiotic","20-x-Fed-x-1","20-x-Aposymbiotic-x-1","Fed-x-Aposymbiotic-x-1","Medium-x-20-x-Fed-x-Aposymbiotic","Medium-x-20-x-Fed-x-1","Medium-x-20-x-Aposymbiotic-x-1","Medium-x-Fed-x-Aposymbiotic-x-1","20-x-Fed-x-Aposymbiotic-x-1","Medium-x-20-x-Fed-x-Aposymbiotic-x-1"
"595",240,"A_7.5_20_F_S",0,0.102927682,"Ammonium","7.5","20","Fed","Symbiotic","Medium","Ammonium_Medium_20_Fed_Symbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-0","20-x-Fed","20-x-Symbiotic","20-x-0","Fed-x-Symbiotic","Fed-x-0","Symbiotic-x-0","Medium-x-20-x-Fed","Medium-x-20-x-Symbiotic","Medium-x-20-x-0","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-0","Medium-x-Symbiotic-x-0","20-x-Fed-x-Symbiotic","20-x-Fed-x-0","20-x-Symbiotic-x-0","Fed-x-Symbiotic-x-0","Medium-x-20-x-Fed-x-Symbiotic","Medium-x-20-x-Fed-x-0","Medium-x-20-x-Symbiotic-x-0","Medium-x-Fed-x-Symbiotic-x-0","20-x-Fed-x-Symbiotic-x-0","Medium-x-20-x-Fed-x-Symbiotic-x-0"
"596",241,"A_7.5_20_F_S",1,0.078028034,"Ammonium","7.5","20","Fed","Symbiotic","Medium","Ammonium_Medium_20_Fed_Symbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-1","20-x-Fed","20-x-Symbiotic","20-x-1","Fed-x-Symbiotic","Fed-x-1","Symbiotic-x-1","Medium-x-20-x-Fed","Medium-x-20-x-Symbiotic","Medium-x-20-x-1","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-1","Medium-x-Symbiotic-x-1","20-x-Fed-x-Symbiotic","20-x-Fed-x-1","20-x-Symbiotic-x-1","Fed-x-Symbiotic-x-1","Medium-x-20-x-Fed-x-Symbiotic","Medium-x-20-x-Fed-x-1","Medium-x-20-x-Symbiotic-x-1","Medium-x-Fed-x-Symbiotic-x-1","20-x-Fed-x-Symbiotic-x-1","Medium-x-20-x-Fed-x-Symbiotic-x-1"
"597",236,"A_7.5_20_S_A",0,0.050906681,"Ammonium","7.5","20","Starved","Aposymbiotic","Medium","Ammonium_Medium_20_Starved_Aposymbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-0","20-x-Starved","20-x-Aposymbiotic","20-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","Medium-x-20-x-Starved","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-0","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-0","Medium-x-Aposymbiotic-x-0","20-x-Starved-x-Aposymbiotic","20-x-Starved-x-0","20-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","Medium-x-20-x-Starved-x-Aposymbiotic","Medium-x-20-x-Starved-x-0","Medium-x-20-x-Aposymbiotic-x-0","Medium-x-Starved-x-Aposymbiotic-x-0","20-x-Starved-x-Aposymbiotic-x-0","Medium-x-20-x-Starved-x-Aposymbiotic-x-0"
"598",238,"A_7.5_20_S_A",1,0.107109211,"Ammonium","7.5","20","Starved","Aposymbiotic","Medium","Ammonium_Medium_20_Starved_Aposymbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-1","20-x-Starved","20-x-Aposymbiotic","20-x-1","Starved-x-Aposymbiotic","Starved-x-1","Aposymbiotic-x-1","Medium-x-20-x-Starved","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-1","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-1","Medium-x-Aposymbiotic-x-1","20-x-Starved-x-Aposymbiotic","20-x-Starved-x-1","20-x-Aposymbiotic-x-1","Starved-x-Aposymbiotic-x-1","Medium-x-20-x-Starved-x-Aposymbiotic","Medium-x-20-x-Starved-x-1","Medium-x-20-x-Aposymbiotic-x-1","Medium-x-Starved-x-Aposymbiotic-x-1","20-x-Starved-x-Aposymbiotic-x-1","Medium-x-20-x-Starved-x-Aposymbiotic-x-1"
"599",240,"A_7.5_20_S_S",0,0.083890523,"Ammonium","7.5","20","Starved","Symbiotic","Medium","Ammonium_Medium_20_Starved_Symbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-0","20-x-Starved","20-x-Symbiotic","20-x-0","Starved-x-Symbiotic","Starved-x-0","Symbiotic-x-0","Medium-x-20-x-Starved","Medium-x-20-x-Symbiotic","Medium-x-20-x-0","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-0","Medium-x-Symbiotic-x-0","20-x-Starved-x-Symbiotic","20-x-Starved-x-0","20-x-Symbiotic-x-0","Starved-x-Symbiotic-x-0","Medium-x-20-x-Starved-x-Symbiotic","Medium-x-20-x-Starved-x-0","Medium-x-20-x-Symbiotic-x-0","Medium-x-Starved-x-Symbiotic-x-0","20-x-Starved-x-Symbiotic-x-0","Medium-x-20-x-Starved-x-Symbiotic-x-0"
"600",241,"A_7.5_20_S_S",1,0.079471842,"Ammonium","7.5","20","Starved","Symbiotic","Medium","Ammonium_Medium_20_Starved_Symbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-1","20-x-Starved","20-x-Symbiotic","20-x-1","Starved-x-Symbiotic","Starved-x-1","Symbiotic-x-1","Medium-x-20-x-Starved","Medium-x-20-x-Symbiotic","Medium-x-20-x-1","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-1","Medium-x-Symbiotic-x-1","20-x-Starved-x-Symbiotic","20-x-Starved-x-1","20-x-Symbiotic-x-1","Starved-x-Symbiotic-x-1","Medium-x-20-x-Starved-x-Symbiotic","Medium-x-20-x-Starved-x-1","Medium-x-20-x-Symbiotic-x-1","Medium-x-Starved-x-Symbiotic-x-1","20-x-Starved-x-Symbiotic-x-1","Medium-x-20-x-Starved-x-Symbiotic-x-1"
"601",237,"N_5_30_F_A",0,0.086255645,"Nitrate","5","30","Fed","Aposymbiotic","Medium","Nitrate_Medium_30_Fed_Aposymbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-0","30-x-Fed","30-x-Aposymbiotic","30-x-0","Fed-x-Aposymbiotic","Fed-x-0","Aposymbiotic-x-0","Medium-x-30-x-Fed","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-0","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-0","Medium-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-0","30-x-Aposymbiotic-x-0","Fed-x-Aposymbiotic-x-0","Medium-x-30-x-Fed-x-Aposymbiotic","Medium-x-30-x-Fed-x-0","Medium-x-30-x-Aposymbiotic-x-0","Medium-x-Fed-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic-x-0","Medium-x-30-x-Fed-x-Aposymbiotic-x-0"
"602",237,"N_5_30_F_A",1,0.13443722,"Nitrate","5","30","Fed","Aposymbiotic","Medium","Nitrate_Medium_30_Fed_Aposymbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-1","30-x-Fed","30-x-Aposymbiotic","30-x-1","Fed-x-Aposymbiotic","Fed-x-1","Aposymbiotic-x-1","Medium-x-30-x-Fed","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-1","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-1","Medium-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-1","30-x-Aposymbiotic-x-1","Fed-x-Aposymbiotic-x-1","Medium-x-30-x-Fed-x-Aposymbiotic","Medium-x-30-x-Fed-x-1","Medium-x-30-x-Aposymbiotic-x-1","Medium-x-Fed-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic-x-1","Medium-x-30-x-Fed-x-Aposymbiotic-x-1"
"603",239,"N_5_30_F_S",0,0.08647684,"Nitrate","5","30","Fed","Symbiotic","Medium","Nitrate_Medium_30_Fed_Symbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-0","30-x-Fed","30-x-Symbiotic","30-x-0","Fed-x-Symbiotic","Fed-x-0","Symbiotic-x-0","Medium-x-30-x-Fed","Medium-x-30-x-Symbiotic","Medium-x-30-x-0","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-0","Medium-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic","30-x-Fed-x-0","30-x-Symbiotic-x-0","Fed-x-Symbiotic-x-0","Medium-x-30-x-Fed-x-Symbiotic","Medium-x-30-x-Fed-x-0","Medium-x-30-x-Symbiotic-x-0","Medium-x-Fed-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic-x-0","Medium-x-30-x-Fed-x-Symbiotic-x-0"
