"","col_num","treat_ID_full","e_coli","abs_resp_rate_SA_corr","pollution","dose","temp","feed","symbiont","dose_level","new_treat_ID_full","dose_level_x_temp","dose_level_x_feed","dose_level_x_symbiont","dose_level_x_e_coli","temp_x_feed","temp_x_symbiont","temp_x_e_coli","feed_x_symbiont","feed_x_e_coli","symbiont_x_e_coli","dose_level_x_temp_x_feed","dose_level_x_temp_x_symbiont","dose_level_x_temp_x_e_coli","dose_level_x_feed_x_symbiont","dose_level_x_feed_x_e_coli","dose_level_x_symbiont_x_e_coli","temp_x_feed_x_symbiont","temp_x_feed_x_e_coli","temp_x_symbiont_x_e_coli","feed_x_symbiont_x_e_coli","dose_level_x_temp_x_feed_x_symbiont","dose_level_x_temp_x_feed_x_e_coli","dose_level_x_temp_x_symbiont_x_e_coli","dose_level_x_feed_x_symbiont_x_e_coli","temp_x_feed_x_symbiont_x_e_coli","dose_level_x_temp_x_feed_x_symbiont_x_e_coli"
"207",178,"A_10_30_F_A",0,0.093881521,"Ammonium","10","30","Fed","Aposymbiotic","High","Ammonium_High_30_Fed_Aposymbiotic","High-x-30","High-x-Fed","High-x-Aposymbiotic","High-x-0","30-x-Fed","30-x-Aposymbiotic","30-x-0","Fed-x-Aposymbiotic","Fed-x-0","Aposymbiotic-x-0","High-x-30-x-Fed","High-x-30-x-Aposymbiotic","High-x-30-x-0","High-x-Fed-x-Aposymbiotic","High-x-Fed-x-0","High-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-0","30-x-Aposymbiotic-x-0","Fed-x-Aposymbiotic-x-0","High-x-30-x-Fed-x-Aposymbiotic","High-x-30-x-Fed-x-0","High-x-30-x-Aposymbiotic-x-0","High-x-Fed-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic-x-0","High-x-30-x-Fed-x-Aposymbiotic-x-0"
"208",187,"A_10_30_F_A",1,0.069974251,"Ammonium","10","30","Fed","Aposymbiotic","High","Ammonium_High_30_Fed_Aposymbiotic","High-x-30","High-x-Fed","High-x-Aposymbiotic","High-x-1","30-x-Fed","30-x-Aposymbiotic","30-x-1","Fed-x-Aposymbiotic","Fed-x-1","Aposymbiotic-x-1","High-x-30-x-Fed","High-x-30-x-Aposymbiotic","High-x-30-x-1","High-x-Fed-x-Aposymbiotic","High-x-Fed-x-1","High-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-1","30-x-Aposymbiotic-x-1","Fed-x-Aposymbiotic-x-1","High-x-30-x-Fed-x-Aposymbiotic","High-x-30-x-Fed-x-1","High-x-30-x-Aposymbiotic-x-1","High-x-Fed-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic-x-1","High-x-30-x-Fed-x-Aposymbiotic-x-1"
"209",167,"A_10_30_F_S",0,0.062342832,"Ammonium","10","30","Fed","Symbiotic","High","Ammonium_High_30_Fed_Symbiotic","High-x-30","High-x-Fed","High-x-Symbiotic","High-x-0","30-x-Fed","30-x-Symbiotic","30-x-0","Fed-x-Symbiotic","Fed-x-0","Symbiotic-x-0","High-x-30-x-Fed","High-x-30-x-Symbiotic","High-x-30-x-0","High-x-Fed-x-Symbiotic","High-x-Fed-x-0","High-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic","30-x-Fed-x-0","30-x-Symbiotic-x-0","Fed-x-Symbiotic-x-0","High-x-30-x-Fed-x-Symbiotic","High-x-30-x-Fed-x-0","High-x-30-x-Symbiotic-x-0","High-x-Fed-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic-x-0","High-x-30-x-Fed-x-Symbiotic-x-0"
"210",182,"A_10_30_F_S",1,0.085761973,"Ammonium","10","30","Fed","Symbiotic","High","Ammonium_High_30_Fed_Symbiotic","High-x-30","High-x-Fed","High-x-Symbiotic","High-x-1","30-x-Fed","30-x-Symbiotic","30-x-1","Fed-x-Symbiotic","Fed-x-1","Symbiotic-x-1","High-x-30-x-Fed","High-x-30-x-Symbiotic","High-x-30-x-1","High-x-Fed-x-Symbiotic","High-x-Fed-x-1","High-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic","30-x-Fed-x-1","30-x-Symbiotic-x-1","Fed-x-Symbiotic-x-1","High-x-30-x-Fed-x-Symbiotic","High-x-30-x-Fed-x-1","High-x-30-x-Symbiotic-x-1","High-x-Fed-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic-x-1","High-x-30-x-Fed-x-Symbiotic-x-1"
"211",163,"N_18_30_F_S",0,0.047322927,"Nitrate","18","30","Fed","Symbiotic","High","Nitrate_High_30_Fed_Symbiotic","High-x-30","High-x-Fed","High-x-Symbiotic","High-x-0","30-x-Fed","30-x-Symbiotic","30-x-0","Fed-x-Symbiotic","Fed-x-0","Symbiotic-x-0","High-x-30-x-Fed","High-x-30-x-Symbiotic","High-x-30-x-0","High-x-Fed-x-Symbiotic","High-x-Fed-x-0","High-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic","30-x-Fed-x-0","30-x-Symbiotic-x-0","Fed-x-Symbiotic-x-0","High-x-30-x-Fed-x-Symbiotic","High-x-30-x-Fed-x-0","High-x-30-x-Symbiotic-x-0","High-x-Fed-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic-x-0","High-x-30-x-Fed-x-Symbiotic-x-0"
"212",171,"N_18_30_F_S",1,0.100003909,"Nitrate","18","30","Fed","Symbiotic","High","Nitrate_High_30_Fed_Symbiotic","High-x-30","High-x-Fed","High-x-Symbiotic","High-x-1","30-x-Fed","30-x-Symbiotic","30-x-1","Fed-x-Symbiotic","Fed-x-1","Symbiotic-x-1","High-x-30-x-Fed","High-x-30-x-Symbiotic","High-x-30-x-1","High-x-Fed-x-Symbiotic","High-x-Fed-x-1","High-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic","30-x-Fed-x-1","30-x-Symbiotic-x-1","Fed-x-Symbiotic-x-1","High-x-30-x-Fed-x-Symbiotic","High-x-30-x-Fed-x-1","High-x-30-x-Symbiotic-x-1","High-x-Fed-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic-x-1","High-x-30-x-Fed-x-Symbiotic-x-1"
"213",166,"N_18_30_F_A",0,0.126930459,"Nitrate","18","30","Fed","Aposymbiotic","High","Nitrate_High_30_Fed_Aposymbiotic","High-x-30","High-x-Fed","High-x-Aposymbiotic","High-x-0","30-x-Fed","30-x-Aposymbiotic","30-x-0","Fed-x-Aposymbiotic","Fed-x-0","Aposymbiotic-x-0","High-x-30-x-Fed","High-x-30-x-Aposymbiotic","High-x-30-x-0","High-x-Fed-x-Aposymbiotic","High-x-Fed-x-0","High-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-0","30-x-Aposymbiotic-x-0","Fed-x-Aposymbiotic-x-0","High-x-30-x-Fed-x-Aposymbiotic","High-x-30-x-Fed-x-0","High-x-30-x-Aposymbiotic-x-0","High-x-Fed-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic-x-0","High-x-30-x-Fed-x-Aposymbiotic-x-0"
"214",184,"N_18_30_F_A",1,0.090555026,"Nitrate","18","30","Fed","Aposymbiotic","High","Nitrate_High_30_Fed_Aposymbiotic","High-x-30","High-x-Fed","High-x-Aposymbiotic","High-x-1","30-x-Fed","30-x-Aposymbiotic","30-x-1","Fed-x-Aposymbiotic","Fed-x-1","Aposymbiotic-x-1","High-x-30-x-Fed","High-x-30-x-Aposymbiotic","High-x-30-x-1","High-x-Fed-x-Aposymbiotic","High-x-Fed-x-1","High-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-1","30-x-Aposymbiotic-x-1","Fed-x-Aposymbiotic-x-1","High-x-30-x-Fed-x-Aposymbiotic","High-x-30-x-Fed-x-1","High-x-30-x-Aposymbiotic-x-1","High-x-Fed-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic-x-1","High-x-30-x-Fed-x-Aposymbiotic-x-1"
"215",169,"A_5_30_S_A",0,0.025687992,"Ammonium","5","30","Starved","Aposymbiotic","Low","Ammonium_Low_30_Starved_Aposymbiotic","Low-x-30","Low-x-Starved","Low-x-Aposymbiotic","Low-x-0","30-x-Starved","30-x-Aposymbiotic","30-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","Low-x-30-x-Starved","Low-x-30-x-Aposymbiotic","Low-x-30-x-0","Low-x-Starved-x-Aposymbiotic","Low-x-Starved-x-0","Low-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-0","30-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","Low-x-30-x-Starved-x-Aposymbiotic","Low-x-30-x-Starved-x-0","Low-x-30-x-Aposymbiotic-x-0","Low-x-Starved-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic-x-0","Low-x-30-x-Starved-x-Aposymbiotic-x-0"
"216",187,"A_5_30_S_A",1,0.050957932,"Ammonium","5","30","Starved","Aposymbiotic","Low","Ammonium_Low_30_Starved_Aposymbiotic","Low-x-30","Low-x-Starved","Low-x-Aposymbiotic","Low-x-1","30-x-Starved","30-x-Aposymbiotic","30-x-1","Starved-x-Aposymbiotic","Starved-x-1","Aposymbiotic-x-1","Low-x-30-x-Starved","Low-x-30-x-Aposymbiotic","Low-x-30-x-1","Low-x-Starved-x-Aposymbiotic","Low-x-Starved-x-1","Low-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-1","30-x-Aposymbiotic-x-1","Starved-x-Aposymbiotic-x-1","Low-x-30-x-Starved-x-Aposymbiotic","Low-x-30-x-Starved-x-1","Low-x-30-x-Aposymbiotic-x-1","Low-x-Starved-x-Aposymbiotic-x-1","30-x-Starved-x-Aposymbiotic-x-1","Low-x-30-x-Starved-x-Aposymbiotic-x-1"
"217",167,"A_5_30_S_S",0,0.060021205,"Ammonium","5","30","Starved","Symbiotic","Low","Ammonium_Low_30_Starved_Symbiotic","Low-x-30","Low-x-Starved","Low-x-Symbiotic","Low-x-0","30-x-Starved","30-x-Symbiotic","30-x-0","Starved-x-Symbiotic","Starved-x-0","Symbiotic-x-0","Low-x-30-x-Starved","Low-x-30-x-Symbiotic","Low-x-30-x-0","Low-x-Starved-x-Symbiotic","Low-x-Starved-x-0","Low-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic","30-x-Starved-x-0","30-x-Symbiotic-x-0","Starved-x-Symbiotic-x-0","Low-x-30-x-Starved-x-Symbiotic","Low-x-30-x-Starved-x-0","Low-x-30-x-Symbiotic-x-0","Low-x-Starved-x-Symbiotic-x-0","30-x-Starved-x-Symbiotic-x-0","Low-x-30-x-Starved-x-Symbiotic-x-0"
"218",182,"A_5_30_S_S",1,0.086852766,"Ammonium","5","30","Starved","Symbiotic","Low","Ammonium_Low_30_Starved_Symbiotic","Low-x-30","Low-x-Starved","Low-x-Symbiotic","Low-x-1","30-x-Starved","30-x-Symbiotic","30-x-1","Starved-x-Symbiotic","Starved-x-1","Symbiotic-x-1","Low-x-30-x-Starved","Low-x-30-x-Symbiotic","Low-x-30-x-1","Low-x-Starved-x-Symbiotic","Low-x-Starved-x-1","Low-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic","30-x-Starved-x-1","30-x-Symbiotic-x-1","Starved-x-Symbiotic-x-1","Low-x-30-x-Starved-x-Symbiotic","Low-x-30-x-Starved-x-1","Low-x-30-x-Symbiotic-x-1","Low-x-Starved-x-Symbiotic-x-1","30-x-Starved-x-Symbiotic-x-1","Low-x-30-x-Starved-x-Symbiotic-x-1"
"219",166,"N_5_20_S_A",0,0.121617168,"Nitrate","5","20","Starved","Aposymbiotic","Medium","Nitrate_Medium_20_Starved_Aposymbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-0","20-x-Starved","20-x-Aposymbiotic","20-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","Medium-x-20-x-Starved","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-0","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-0","Medium-x-Aposymbiotic-x-0","20-x-Starved-x-Aposymbiotic","20-x-Starved-x-0","20-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","Medium-x-20-x-Starved-x-Aposymbiotic","Medium-x-20-x-Starved-x-0","Medium-x-20-x-Aposymbiotic-x-0","Medium-x-Starved-x-Aposymbiotic-x-0","20-x-Starved-x-Aposymbiotic-x-0","Medium-x-20-x-Starved-x-Aposymbiotic-x-0"
"220",184,"N_5_20_S_A",1,0.063307991,"Nitrate","5","20","Starved","Aposymbiotic","Medium","Nitrate_Medium_20_Starved_Aposymbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-1","20-x-Starved","20-x-Aposymbiotic","20-x-1","Starved-x-Aposymbiotic","Starved-x-1","Aposymbiotic-x-1","Medium-x-20-x-Starved","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-1","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-1","Medium-x-Aposymbiotic-x-1","20-x-Starved-x-Aposymbiotic","20-x-Starved-x-1","20-x-Aposymbiotic-x-1","Starved-x-Aposymbiotic-x-1","Medium-x-20-x-Starved-x-Aposymbiotic","Medium-x-20-x-Starved-x-1","Medium-x-20-x-Aposymbiotic-x-1","Medium-x-Starved-x-Aposymbiotic-x-1","20-x-Starved-x-Aposymbiotic-x-1","Medium-x-20-x-Starved-x-Aposymbiotic-x-1"
"221",164,"N_5_20_S_S",0,0.085590869,"Nitrate","5","20","Starved","Symbiotic","Medium","Nitrate_Medium_20_Starved_Symbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-0","20-x-Starved","20-x-Symbiotic","20-x-0","Starved-x-Symbiotic","Starved-x-0","Symbiotic-x-0","Medium-x-20-x-Starved","Medium-x-20-x-Symbiotic","Medium-x-20-x-0","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-0","Medium-x-Symbiotic-x-0","20-x-Starved-x-Symbiotic","20-x-Starved-x-0","20-x-Symbiotic-x-0","Starved-x-Symbiotic-x-0","Medium-x-20-x-Starved-x-Symbiotic","Medium-x-20-x-Starved-x-0","Medium-x-20-x-Symbiotic-x-0","Medium-x-Starved-x-Symbiotic-x-0","20-x-Starved-x-Symbiotic-x-0","Medium-x-20-x-Starved-x-Symbiotic-x-0"
"222",172,"N_5_20_S_S",1,0.08451012,"Nitrate","5","20","Starved","Symbiotic","Medium","Nitrate_Medium_20_Starved_Symbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-1","20-x-Starved","20-x-Symbiotic","20-x-1","Starved-x-Symbiotic","Starved-x-1","Symbiotic-x-1","Medium-x-20-x-Starved","Medium-x-20-x-Symbiotic","Medium-x-20-x-1","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-1","Medium-x-Symbiotic-x-1","20-x-Starved-x-Symbiotic","20-x-Starved-x-1","20-x-Symbiotic-x-1","Starved-x-Symbiotic-x-1","Medium-x-20-x-Starved-x-Symbiotic","Medium-x-20-x-Starved-x-1","Medium-x-20-x-Symbiotic-x-1","Medium-x-Starved-x-Symbiotic-x-1","20-x-Starved-x-Symbiotic-x-1","Medium-x-20-x-Starved-x-Symbiotic-x-1"
"223",166,"A_7.5_20_F_S",0,0.125016874,"Ammonium","7.5","20","Fed","Symbiotic","Medium","Ammonium_Medium_20_Fed_Symbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-0","20-x-Fed","20-x-Symbiotic","20-x-0","Fed-x-Symbiotic","Fed-x-0","Symbiotic-x-0","Medium-x-20-x-Fed","Medium-x-20-x-Symbiotic","Medium-x-20-x-0","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-0","Medium-x-Symbiotic-x-0","20-x-Fed-x-Symbiotic","20-x-Fed-x-0","20-x-Symbiotic-x-0","Fed-x-Symbiotic-x-0","Medium-x-20-x-Fed-x-Symbiotic","Medium-x-20-x-Fed-x-0","Medium-x-20-x-Symbiotic-x-0","Medium-x-Fed-x-Symbiotic-x-0","20-x-Fed-x-Symbiotic-x-0","Medium-x-20-x-Fed-x-Symbiotic-x-0"
"224",175,"A_7.5_20_F_S",1,0.111943937,"Ammonium","7.5","20","Fed","Symbiotic","Medium","Ammonium_Medium_20_Fed_Symbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-1","20-x-Fed","20-x-Symbiotic","20-x-1","Fed-x-Symbiotic","Fed-x-1","Symbiotic-x-1","Medium-x-20-x-Fed","Medium-x-20-x-Symbiotic","Medium-x-20-x-1","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-1","Medium-x-Symbiotic-x-1","20-x-Fed-x-Symbiotic","20-x-Fed-x-1","20-x-Symbiotic-x-1","Fed-x-Symbiotic-x-1","Medium-x-20-x-Fed-x-Symbiotic","Medium-x-20-x-Fed-x-1","Medium-x-20-x-Symbiotic-x-1","Medium-x-Fed-x-Symbiotic-x-1","20-x-Fed-x-Symbiotic-x-1","Medium-x-20-x-Fed-x-Symbiotic-x-1"
"225",178,"A_7.5_20_F_A",0,0.110660737,"Ammonium","7.5","20","Fed","Aposymbiotic","Medium","Ammonium_Medium_20_Fed_Aposymbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-0","20-x-Fed","20-x-Aposymbiotic","20-x-0","Fed-x-Aposymbiotic","Fed-x-0","Aposymbiotic-x-0","Medium-x-20-x-Fed","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-0","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-0","Medium-x-Aposymbiotic-x-0","20-x-Fed-x-Aposymbiotic","20-x-Fed-x-0","20-x-Aposymbiotic-x-0","Fed-x-Aposymbiotic-x-0","Medium-x-20-x-Fed-x-Aposymbiotic","Medium-x-20-x-Fed-x-0","Medium-x-20-x-Aposymbiotic-x-0","Medium-x-Fed-x-Aposymbiotic-x-0","20-x-Fed-x-Aposymbiotic-x-0","Medium-x-20-x-Fed-x-Aposymbiotic-x-0"
"226",184,"A_7.5_20_F_A",1,0.075829081,"Ammonium","7.5","20","Fed","Aposymbiotic","Medium","Ammonium_Medium_20_Fed_Aposymbiotic","Medium-x-20","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-1","20-x-Fed","20-x-Aposymbiotic","20-x-1","Fed-x-Aposymbiotic","Fed-x-1","Aposymbiotic-x-1","Medium-x-20-x-Fed","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-1","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-1","Medium-x-Aposymbiotic-x-1","20-x-Fed-x-Aposymbiotic","20-x-Fed-x-1","20-x-Aposymbiotic-x-1","Fed-x-Aposymbiotic-x-1","Medium-x-20-x-Fed-x-Aposymbiotic","Medium-x-20-x-Fed-x-1","Medium-x-20-x-Aposymbiotic-x-1","Medium-x-Fed-x-Aposymbiotic-x-1","20-x-Fed-x-Aposymbiotic-x-1","Medium-x-20-x-Fed-x-Aposymbiotic-x-1"
"227",187,"A_7.5_20_S_A",0,0.111494448,"Ammonium","7.5","20","Starved","Aposymbiotic","Medium","Ammonium_Medium_20_Starved_Aposymbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-0","20-x-Starved","20-x-Aposymbiotic","20-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","Medium-x-20-x-Starved","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-0","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-0","Medium-x-Aposymbiotic-x-0","20-x-Starved-x-Aposymbiotic","20-x-Starved-x-0","20-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","Medium-x-20-x-Starved-x-Aposymbiotic","Medium-x-20-x-Starved-x-0","Medium-x-20-x-Aposymbiotic-x-0","Medium-x-Starved-x-Aposymbiotic-x-0","20-x-Starved-x-Aposymbiotic-x-0","Medium-x-20-x-Starved-x-Aposymbiotic-x-0"
"228",167,"A_7.5_20_S_S",0,0.028406337,"Ammonium","7.5","20","Starved","Symbiotic","Medium","Ammonium_Medium_20_Starved_Symbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-0","20-x-Starved","20-x-Symbiotic","20-x-0","Starved-x-Symbiotic","Starved-x-0","Symbiotic-x-0","Medium-x-20-x-Starved","Medium-x-20-x-Symbiotic","Medium-x-20-x-0","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-0","Medium-x-Symbiotic-x-0","20-x-Starved-x-Symbiotic","20-x-Starved-x-0","20-x-Symbiotic-x-0","Starved-x-Symbiotic-x-0","Medium-x-20-x-Starved-x-Symbiotic","Medium-x-20-x-Starved-x-0","Medium-x-20-x-Symbiotic-x-0","Medium-x-Starved-x-Symbiotic-x-0","20-x-Starved-x-Symbiotic-x-0","Medium-x-20-x-Starved-x-Symbiotic-x-0"
"229",169,"A_7.5_20_S_A",1,0.079567353,"Ammonium","7.5","20","Starved","Aposymbiotic","Medium","Ammonium_Medium_20_Starved_Aposymbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-1","20-x-Starved","20-x-Aposymbiotic","20-x-1","Starved-x-Aposymbiotic","Starved-x-1","Aposymbiotic-x-1","Medium-x-20-x-Starved","Medium-x-20-x-Aposymbiotic","Medium-x-20-x-1","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-1","Medium-x-Aposymbiotic-x-1","20-x-Starved-x-Aposymbiotic","20-x-Starved-x-1","20-x-Aposymbiotic-x-1","Starved-x-Aposymbiotic-x-1","Medium-x-20-x-Starved-x-Aposymbiotic","Medium-x-20-x-Starved-x-1","Medium-x-20-x-Aposymbiotic-x-1","Medium-x-Starved-x-Aposymbiotic-x-1","20-x-Starved-x-Aposymbiotic-x-1","Medium-x-20-x-Starved-x-Aposymbiotic-x-1"
"230",182,"A_7.5_20_S_S",1,0.02985483,"Ammonium","7.5","20","Starved","Symbiotic","Medium","Ammonium_Medium_20_Starved_Symbiotic","Medium-x-20","Medium-x-Starved","Medium-x-Symbiotic","Medium-x-1","20-x-Starved","20-x-Symbiotic","20-x-1","Starved-x-Symbiotic","Starved-x-1","Symbiotic-x-1","Medium-x-20-x-Starved","Medium-x-20-x-Symbiotic","Medium-x-20-x-1","Medium-x-Starved-x-Symbiotic","Medium-x-Starved-x-1","Medium-x-Symbiotic-x-1","20-x-Starved-x-Symbiotic","20-x-Starved-x-1","20-x-Symbiotic-x-1","Starved-x-Symbiotic-x-1","Medium-x-20-x-Starved-x-Symbiotic","Medium-x-20-x-Starved-x-1","Medium-x-20-x-Symbiotic-x-1","Medium-x-Starved-x-Symbiotic-x-1","20-x-Starved-x-Symbiotic-x-1","Medium-x-20-x-Starved-x-Symbiotic-x-1"
"231",167,"A_7.5_30_F_A",0,0.078201708,"Ammonium","7.5","30","Fed","Aposymbiotic","Medium","Ammonium_Medium_30_Fed_Aposymbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-0","30-x-Fed","30-x-Aposymbiotic","30-x-0","Fed-x-Aposymbiotic","Fed-x-0","Aposymbiotic-x-0","Medium-x-30-x-Fed","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-0","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-0","Medium-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-0","30-x-Aposymbiotic-x-0","Fed-x-Aposymbiotic-x-0","Medium-x-30-x-Fed-x-Aposymbiotic","Medium-x-30-x-Fed-x-0","Medium-x-30-x-Aposymbiotic-x-0","Medium-x-Fed-x-Aposymbiotic-x-0","30-x-Fed-x-Aposymbiotic-x-0","Medium-x-30-x-Fed-x-Aposymbiotic-x-0"
"232",178,"A_7.5_30_F_A",1,0.12445589,"Ammonium","7.5","30","Fed","Aposymbiotic","Medium","Ammonium_Medium_30_Fed_Aposymbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Aposymbiotic","Medium-x-1","30-x-Fed","30-x-Aposymbiotic","30-x-1","Fed-x-Aposymbiotic","Fed-x-1","Aposymbiotic-x-1","Medium-x-30-x-Fed","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-1","Medium-x-Fed-x-Aposymbiotic","Medium-x-Fed-x-1","Medium-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic","30-x-Fed-x-1","30-x-Aposymbiotic-x-1","Fed-x-Aposymbiotic-x-1","Medium-x-30-x-Fed-x-Aposymbiotic","Medium-x-30-x-Fed-x-1","Medium-x-30-x-Aposymbiotic-x-1","Medium-x-Fed-x-Aposymbiotic-x-1","30-x-Fed-x-Aposymbiotic-x-1","Medium-x-30-x-Fed-x-Aposymbiotic-x-1"
"233",167,"A_7.5_30_F_S",0,0.064860262,"Ammonium","7.5","30","Fed","Symbiotic","Medium","Ammonium_Medium_30_Fed_Symbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-0","30-x-Fed","30-x-Symbiotic","30-x-0","Fed-x-Symbiotic","Fed-x-0","Symbiotic-x-0","Medium-x-30-x-Fed","Medium-x-30-x-Symbiotic","Medium-x-30-x-0","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-0","Medium-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic","30-x-Fed-x-0","30-x-Symbiotic-x-0","Fed-x-Symbiotic-x-0","Medium-x-30-x-Fed-x-Symbiotic","Medium-x-30-x-Fed-x-0","Medium-x-30-x-Symbiotic-x-0","Medium-x-Fed-x-Symbiotic-x-0","30-x-Fed-x-Symbiotic-x-0","Medium-x-30-x-Fed-x-Symbiotic-x-0"
"234",181,"A_7.5_30_F_S",1,0.056825857,"Ammonium","7.5","30","Fed","Symbiotic","Medium","Ammonium_Medium_30_Fed_Symbiotic","Medium-x-30","Medium-x-Fed","Medium-x-Symbiotic","Medium-x-1","30-x-Fed","30-x-Symbiotic","30-x-1","Fed-x-Symbiotic","Fed-x-1","Symbiotic-x-1","Medium-x-30-x-Fed","Medium-x-30-x-Symbiotic","Medium-x-30-x-1","Medium-x-Fed-x-Symbiotic","Medium-x-Fed-x-1","Medium-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic","30-x-Fed-x-1","30-x-Symbiotic-x-1","Fed-x-Symbiotic-x-1","Medium-x-30-x-Fed-x-Symbiotic","Medium-x-30-x-Fed-x-1","Medium-x-30-x-Symbiotic-x-1","Medium-x-Fed-x-Symbiotic-x-1","30-x-Fed-x-Symbiotic-x-1","Medium-x-30-x-Fed-x-Symbiotic-x-1"
"235",181,"A_7.5_30_S_A",0,0.078468394,"Ammonium","7.5","30","Starved","Aposymbiotic","Medium","Ammonium_Medium_30_Starved_Aposymbiotic","Medium-x-30","Medium-x-Starved","Medium-x-Aposymbiotic","Medium-x-0","30-x-Starved","30-x-Aposymbiotic","30-x-0","Starved-x-Aposymbiotic","Starved-x-0","Aposymbiotic-x-0","Medium-x-30-x-Starved","Medium-x-30-x-Aposymbiotic","Medium-x-30-x-0","Medium-x-Starved-x-Aposymbiotic","Medium-x-Starved-x-0","Medium-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic","30-x-Starved-x-0","30-x-Aposymbiotic-x-0","Starved-x-Aposymbiotic-x-0","Medium-x-30-x-Starved-x-Aposymbiotic","Medium-x-30-x-Starved-x-0","Medium-x-30-x-Aposymbiotic-x-0","Medium-x-Starved-x-Aposymbiotic-x-0","30-x-Starved-x-Aposymbiotic-x-0","Medium-x-30-x-Starved-x-Aposymbiotic-x-0"
