date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,stand_beetag,peg_beetag,exp_beetag,exp_num,exp_subrun,beetag_exprun,exp_startdate,N_species,N_dose,temp,food,sym_state,treat_ID,N_species_dose,PES_day2,PES_day6,PES_day10
06_29_22,06_30_22,167,K,167K,114,2,Y3,B28,Y3B28,1,B,Y3B28_exp1B,7_17_22,A,7.5,30,F,S,A_7.5_30_F_S,A_7.5,4,4,4
06_29_22,06_30_22,195,D,195D,131,7,Y7,B40,Y7B40,2,A,Y7B40_exp2A,8_4_22,A,7.5,20,F,A,A_7.5_20_F_A,A_7.5,4,4,4
06_29_22,07_07_22,232,C,232C,150,12,Y7,B42,Y7B42,2,A,Y7B42_exp2A,8_4_22,A,7.5,20,F,A,A_7.5_20_F_A,A_7.5,4,4,4
06_29_22,07_05_22,214,A,214A,142,10,Y17,B93,Y17B93,2,B,Y17B93_exp2B,8_9_22,A,7.5,30,F,S,A_7.5_30_F_S,A_7.5,5,4,4
06_29_22,06_30_22,169,J,169J,116,14,B22,G28,B22G28,1,B,B22G28_exp1B,7_17_22,N,0,20,F,A,N_0_20_F_A,N_0,3,4,4
06_29_22,06_30_22,170,G,170G,117,10,B29,G65,B29G65,1,B,B29G65_exp1B,7_17_22,N,0,30,F,A,N_0_30_F_A,N_0,3,4,4
06_29_22,06_30_22,183,E,183E,125,10,B29,G67,B29G67,1,B,B29G67_exp1B,7_17_22,N,0,30,F,A,N_0_30_F_A,N_0,2,4,4
06_29_22,06_30_22,171,U,171U,119,10,B29,G71,B29G71,1,B,B29G71_exp1B,7_17_22,N,0,30,F,S,N_0_30_F_S,N_0,4,4,4
06_29_22,07_01_22,201,G,201G,135,6,B25,G44,B25G44,2,A,B25G44_exp2A,8_4_22,N,0,30,F,A,N_0_30_F_A,N_0,4,4,4
06_29_22,07_07_22,223,D,223D,145,14,B14,G21,B14G21,2,B,B14G21_exp2B,8_9_22,N,0,20,F,S,N_0_20_F_S,N_0,3,4,4
06_29_22,06_30_22,195,B,195B,131,5,B31,G78,B31G78,2,B,B31G78_exp2B,8_9_22,N,0,30,F,A,N_0_30_F_A,N_0,3,4,4
08_01_22,8_05_22,245,J,245J,169,5,O1,B4,O1B4,3,B,O1B4_exp3B,08_25_22,N,0,20,F,S,N_0_20_F_S,N_0,5,4,4
06_29_22,06_30_22,168,D,168D,115,6,G29,Y70,G29Y70,1,A,G29Y70_exp1A,7_15_22,N,1.5,20,F,A,N_1.5_20_F_A,N_1.5,2,4,4
06_22_22,06_24_22,150,C,150C,101,8,G31,Y83,G31Y83,1,A,G31Y83_exp1A,7_15_22,N,1.5,20,S,S,N_1.5_20_S_S,N_1.5,3,4,4
06_22_22,06_24_22,157,AE,157AE,108,15,G25,Y49,G25Y49,1,A,G25Y49_exp1A,7_15_22,N,1.5,30,S,S,N_1.5_30_S_S,N_1.5,3,4,4
06_29_22,06_30_22,168,H,168H,115,10,G28,Y62,G28Y62,1,A,G28Y62_exp1A,7_15_22,N,1.5,30,F,A,N_1.5_30_F_A,N_1.5,3,4,4
06_29_22,06_30_22,183,B,183B,125,7,G30,Y77,G30Y77,1,B,G30Y77_exp1B,7_17_22,N,1.5,20,F,A,N_1.5_20_F_A,N_1.5,3,4,4
06_29_22,06_30_22,171,Q,171Q,119,6,G30,Y79,G30Y79,1,B,G30Y79_exp1B,7_17_22,N,1.5,20,F,S,N_1.5_20_F_S,N_1.5,3,4,4
06_29_22,06_30_22,171,D,171D,118,9,G34,Y4,G34Y4,1,B,G34Y4_exp1B,7_17_22,N,1.5,20,S,A,N_1.5_20_S_A,N_1.5,1,4,4
06_29_22,06_30_22,171,V,171V,119,11,G23,Y3130,G23Y3130,1,B,G23Y3130_exp1B,7_17_22,N,1.5,30,F,S,N_1.5_30_F_S,N_1.5,4,4,4
06_29_22,07_07_22,226,D,226D,147,13,G33,Y1,G33Y1,3,A,G33Y1_exp3A,08_21_22,N,1.5,30,F,A,N_1.5_30_F_A,N_1.5,1,4,4
06_22_22,06_24_22,151,A,151A,102,7,R5,W22,R5W22,1,A,R5W22_exp1A,7_15_22,N,18,20,S,A,N_18_20_S_A,N_18,1,4,4
06_22_22,06_24_22,157,R,157R,108,2,R5,W27,R5W27,1,A,R5W27_exp1A,7_15_22,N,18,20,S,S,N_18_20_S_S,N_18,1,4,4
06_29_22,06_30_22,184,E,184E,126,3,R11,W52,R11W52,1,B,R11W52_exp1B,7_17_22,N,18,20,S,A,N_18_20_S_A,N_18,4,4,4
06_29_22,06_30_22,170,R,170R,118,5,R21,W95,R21W95,1,B,R21W95_exp1B,7_17_22,N,18,30,F,A,N_18_30_F_A,N_18,4,4,4
06_29_22,07_07_22,226,N,226N,148,7,R1,W6,R1W6,2,A,R1W6_exp2A,8_4_22,N,18,20,F,A,N_18_20_F_A,N_18,1,4,4
06_29_22,06_30_22,193,C,193C,130,6,R14,W73,R14W73,2,A,R14W73_exp2A,8_4_22,N,18,30,F,S,N_18_30_F_S,N_18,4,4,4
06_29_22,07_07_22,223,G,223G,146,1,R3,W13,R3W13,2,B,R3W13_exp2B,8_9_22,N,18,20,F,S,N_18_20_F_S,N_18,3,4,4
06_29_22,06_30_22,168,N,168N,115,16,Y10,B50,Y10B50,1,A,Y10B50_exp1A,7_15_22,N,5,20,S,A,N_5_20_S_A,N_5,2,4,4
06_22_22,06_24_22,151,B,151B,102,8,Y10,B52,Y10B52,1,A,Y10B52_exp1A,7_15_22,N,5,20,S,S,N_5_20_S_S,N_5,2,4,4
06_22_22,06_24_22,159,A,159A,109,10,Y14,B79,Y14B79,1,A,Y14B79_exp1A,7_15_22,N,5,30,S,S,N_5_30_S_S,N_5,4,4,4
06_22_22,06_24_22,153,S,153S,105,7,Y2,B24,Y2B24,1,A,Y2B24_exp1A,7_15_22,N,5,30,F,S,N_5_30_F_S,N_5,2,4,4
06_29_22,06_30_22,184,D,184D,126,2,Y13,B72,Y13B72,1,B,Y13B72_exp1B,7_17_22,N,5,20,S,A,N_5_20_S_A,N_5,1,4,4
06_29_22,06_30_22,169,N,169N,117,2,Y5,B36,Y5B36,1,B,Y5B36_exp1B,7_17_22,N,5,20,F,A,N_5_20_F_A,N_5,4,4,4
06_29_22,06_30_22,183,C,183C,125,8,Y5,B37,Y5B37,1,B,Y5B37_exp1B,7_17_22,N,5,20,F,A,N_5_20_F_A,N_5,3,4,4
06_29_22,06_30_22,170,M,170M,117,16,Y7,B41,Y7B41,1,B,Y7B41_exp1B,7_17_22,N,5,30,F,A,N_5_30_F_A,N_5,3,4,4
06_29_22,06_30_22,167,B,167B,113,9,Y8,B45,Y8B45,1,B,Y8B45_exp1B,7_17_22,N,5,30,S,A,N_5_30_S_A,N_5,3,4,4
06_29_22,07_07_22,226,M,226M,148,6,Y3,B27,Y3B27,2,A,Y3B27_exp2A,8_4_22,N,5,20,F,A,N_5_20_F_A,N_5,1,4,4
06_29_22,06_30_22,186,K,186K,128,5,Y4,B33,Y4B33,2,A,Y4B33_exp2A,8_4_22,N,5,20,S,S,N_5_20_S_S,N_5,2,4,4
06_29_22,06_30_22,186,D,186D,127,14,Y12,B62,Y12B62,2,A,Y12B62_exp2A,8_4_22,N,5,30,F,A,N_5_30_F_A,N_5,3,4,4
06_29_22,06_30_22,170,D,170D,117,7,Y15,B80,Y15B80,2,B,Y15B80_exp2B,8_9_22,N,5,30,S,A,N_5_30_S_A,N_5,3,4,4
06_22_22,06_25_22,162,B,162B,110,14,B34,G97,B34G97,1,A,B34G97_exp1A,7_15_22,A,0,20,S,A,A_0_20_S_A,A_0,2,4,5
06_22_22,06_23_22,144,I,144I,99,1,B31,G78,B31G78,1,A,B31G78_exp1A,7_15_22,A,0,30,F,A,A_0_30_F_A,A_0,1,4,5
06_29_22,06_30_22,178,A,178A,122,14,B26,G49,B26G49,1,B,B26G49_exp1B,7_17_22,A,0,20,F,A,A_0_20_F_A,A_0,4,4,5
06_29_22,06_30_22,184,M,184M,126,11,B26,G50,B26G50,1,B,B26G50_exp1B,7_17_22,A,0,20,F,A,A_0_20_F_A,A_0,3,4,5
06_29_22,07_05_22,209,C,209C,139,14,B23,G34,B23G34,2,A,B23G34_exp2A,8_4_22,A,0,20,F,A,A_0_20_F_A,A_0,4,4,5
06_29_22,07_05_22,212,F,212F,141,14,B27,G54,B27G54,2,B,B27G54_exp2B,8_9_22,A,0,20,F,A,A_0_20_F_A,A_0,2,4,5
06_29_22,06_30_22,170,N,170N,118,1,B33,G90,B33G90,2,B,B33G90_exp2B,8_9_22,A,0,30,F,A,A_0_30_F_A,A_0,3,4,5
06_22_22,06_25_22,162,A,162A,110,13,R12,W56,R12W56,1,A,R12W56_exp1A,7_15_22,A,10,30,F,A,A_10_30_F_A,A_10,1,4,5
06_29_22,06_30_22,167,A,167A,113,8,R13,W65,R13W65,1,B,R13W65_exp1B,7_17_22,A,10,20,F,S,A_10_20_F_S,A_10,4,4,5
06_29_22,06_30_22,176,A,176A,122,8,R13,W67,R13W67,1,B,R13W67_exp1B,7_17_22,A,10,20,F,S,A_10_20_F_S,A_10,3,4,5
06_29_22,06_30_22,174,J,174J,121,10,R21,Y97,R21Y97,2,A,R21Y97_exp2A,8_4_22,A,10,30,S,A,A_10_30_S_A,A_10,2,4,5
06_29_22,07_07_22,233,C,233C,151,7,R21,W55,R21W55,2,A,R21W55_exp2A,8_4_22,A,10,30,S,S,A_10_30_S_S,A_10,4,4,5
08_01_22,08_03_22,241,Q,241Q,164,3,R17,W85,R17W85,3,A,R17W85_exp3A,08_21_22,A,10,30,F,S,A_10_30_F_S,A_10,2,4,5
06_22_22,06_23_22,144,H,144H,98,16,G27,Y57,G27Y57,1,A,G27Y57_exp1A,7_15_22,A,5,20,S,S,A_5_20_S_S,A_5,2,4,5
06_22_22,06_24_22,152,Q,152Q,104,2,G32,Y92,G32Y92,1,A,G32Y92_exp1A,7_15_22,A,5,30,F,S,A_5_30_F_S,A_5,2,4,5
06_29_22,07_07_22,233,E,233E,151,9,G32,Y90,G32Y90,2,A,G32Y90_exp2A,8_4_22,A,5,20,S,A,A_5_20_S_A,A_5,3,4,5
06_22_22,06_23_22,144,J,144J,99,2,Y17,B92,Y17B92,1,A,Y17B92_exp1A,7_15_22,A,7.5,20,S,S,A_7.5_20_S_S,A_7.5,2,4,5
06_22_22,06_24_22,153,E,153E,104,9,Y17,B93,Y17B93,1,A,Y17B93_exp1A,7_15_22,A,7.5,20,S,S,A_7.5_20_S_S,A_7.5,2,4,5
06_22_22,06_23_22,144,E,144E,98,13,Y15,B83,Y15B83,1,A,Y15B83_exp1A,7_15_22,A,7.5,30,F,S,A_7.5_30_F_S,A_7.5,4,4,5
06_22_22,06_24_22,157,C,157C,107,3,Y15,B85,Y15B85,1,A,Y15B85_exp1A,7_15_22,A,7.5,30,F,S,A_7.5_30_F_S,A_7.5,2,4,5
06_22_22,06_24_22,156,A,156A,106,15,Y21,B5628,Y21B5628,1,A,Y21B5628_exp1A,7_15_22,A,7.5,30,S,A,A_7.5_30_S_A,A_7.5,3,4,5
06_22_22,06_25_22,166,I,166I,113,3,Y20,B100,Y20B100,1,B,Y20B100_exp1B,7_17_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,4,4,5
06_29_22,07_07_22,233,P,233P,152,4,Y11,B59,Y11B59,2,B,Y11B59_exp2B,8_9_22,A,7.5,20,S,S,A_7.5_20_S_S,A_7.5,4,4,5
06_29_22,07_07_22,233,H,233H,151,12,Y17,B94,Y17B94,2,B,Y17B94_exp2B,8_9_22,A,7.5,30,F,S,A_7.5_30_F_S,A_7.5,4,4,5
08_01_22,08_03_22,238,I,238I,159,3,Y20,B95,Y20B95,3,A,Y20B95_exp3A,08_21_22,A,7.5,30,S,A,A_7.5_30_S_A,A_7.5,2,4,5
08_01_22,8_05_22,252,F,252F,173,7,O15,Y25,O15Y25,3,B,O15Y25_exp3B,08_25_22,A,7.5,20,S,S,A_7.5_20_S_S,A_7.5,3,4,5
06_22_22,06_23_22,142,B,142B,97,2,B14,G17,B14G17,1,A,B14G17_exp1A,7_15_22,N,0,20,F,S,N_0_20_F_S,N_0,2,4,5
06_22_22,06_24_22,153,M,153M,105,1,B14,G21,B14G21,1,A,B14G21_exp1A,7_15_22,N,0,20,F,S,N_0_20_F_S,N_0,2,4,5
06_29_22,06_30_22,168,K,168K,115,13,B15,G22,B15G22,1,A,B15G22_exp1A,7_15_22,N,0,20,S,A,N_0_20_S_A,N_0,1,4,5
06_22_22,06_25_22,162,F,162F,111,2,B30,G72,B30G72,1,A,B30G72_exp1A,7_15_22,N,0,30,S,A,N_0_30_S_A,N_0,2,4,5
06_29_22,06_30_22,183,A,183A,125,6,B22,G29,B22G29,1,B,B22G29_exp1B,7_17_22,N,0,20,F,A,N_0_20_F_A,N_0,4,4,5
06_22_22,06_24_22,160,C,160C,110,1,B22,G30,B22G30,1,B,B22G30_exp1B,7_17_22,N,0,20,F,S,N_0_20_F_S,N_0,5,4,5
06_29_22,07_07_22,226,L,226L,148,5,G23,Y2820,G23Y2820,2,A,G23Y2820_exp2A,8_4_22,N,1.5,20,F,A,N_1.5_20_F_A,N_1.5,4,4,5
06_29_22,07_01_22,199,B,199B,134,8,G23,Y1819,G23Y1819,2,A,G23Y1819_exp2A,8_4_22,N,1.5,20,F,A,N_1.5_20_F_A,N_1.5,5,4,5
06_22_22,06_24_22,150,D,150D,101,9,R3,W10,R3W10,1,A,R3W10_exp1A,7_15_22,N,18,20,F,A,N_18_20_F_A,N_18,1,4,5
06_29_22,06_30_22,168,Q,168Q,116,3,R7,W35,R7W35,2,B,R7W35_exp2B,8_9_22,N,18,30,F,A,N_18_30_F_A,N_18,3,4,5
06_22_22,06_24_22,147,B,147B,100,8,Y1,B11,Y1B11,1,A,Y1B11_exp1A,7_15_22,N,5,20,F,S,N_5_20_F_S,N_5,1,4,5
06_29_22,06_30_22,168,E,168E,115,7,Y1,B5,Y1B5,1,A,Y1B5_exp1A,7_15_22,N,5,20,F,A,N_5_20_F_A,N_5,1,4,5
06_22_22,06_24_22,150,K,150K,101,16,Y10,B51,Y10B51,1,A,Y10B51_exp1A,7_15_22,N,5,20,S,A,N_5_20_S_A,N_5,2,4,5
06_22_22,06_24_22,157,Q,157Q,108,1,Y10,B54,Y10B54,1,A,Y10B54_exp1A,7_15_22,N,5,20,S,S,N_5_20_S_S,N_5,2,4,5
06_29_22,06_30_22,171,X,171X,119,13,Y7,B44,Y7B44,1,B,Y7B44_exp1B,7_17_22,N,5,30,F,S,N_5_30_F_S,N_5,4,4,5
06_22_22,06_24_22,159,B,159B,109,11,Y1,B5,Y1B5,2,B,Y1B5_exp2B,8_9_22,N,5,20,F,A,N_5_20_F_A,N_5,4,4,5
08_01_22,08_03_22,240,T,240T,162,14,B25,G47,B25G47,3,A,B25G47_exp3A,08_21_22,N,0,30,F,S,N_0_30_F_S,N_0,1,5,0
08_01_22,08_03_22,239,F,239F,160,10,R1,W6,R1W6,3,A,R1W6_exp3A,08_21_22,N,18,20,F,S,N_18_20_F_S,N_18,2,5,0
06_29_22,07_07_22,234,A,234A,152,10,B23,G33,B23G33,3,A,B23G33_exp3A,08_21_22,A,0,20,F,A,A_0_20_F_A,A_0,1,5,1
08_01_22,08_03_22,239,U,239U,161,9,B23,G36,B23G36,3,A,B23G36_exp3A,08_21_22,A,0,20,F,S,A_0_20_F_S,A_0,1,5,1
08_01_22,8_05_22,244,N,244N,168,9,O3,B14,O3B14,3,B,O3B14_exp3B,08_25_22,A,0,20,F,A,A_0_20_F_A,A_0,2,5,1
06_29_22,06_30_22,170,L,170L,117,15,R5,W21,R5W21,2,B,R5W21_exp2B,8_9_22,A,10,20,F,A,A_10_20_F_A,A_10,1,5,1
08_01_22,08_03_22,243,A,243A,166,13,O21,W43,O21W43,3,B,O21W43_exp3B,08_25_22,A,10,20,F,S,A_10_20_F_S,A_10,2,5,1
06_29_22,07_07_22,220,C,220C,144,9,G30,Y79,G30Y79,2,A,G30Y79_exp2A,8_4_22,A,5,20,F,S,A_5_20_F_S,A_5,1,5,1
06_29_22,06_30_22,178,D,178D,123,1,Y20,B95,Y20B95,1,B,Y20B95_exp1B,7_17_22,A,7.5,20,F,A,A_7.5_20_F_A,A_7.5,5,5,1
08_01_22,8_05_22,248,B,248B,170,7,O14,Y15,O14Y15,3,B,O14Y15_exp3B,08_25_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,3,5,1
06_22_22,06_25_22,164,B,164B,111,14,G34,Y10,G34Y10,1,B,G34Y10_exp1B,7_17_22,N,1.5,20,S,S,N_1.5_20_S_S,N_1.5,4,5,1
06_29_22,06_30_22,170,K,170K,117,14,G23,Y1819,G23Y1819,1,B,G23Y1819_exp1B,7_17_22,N,1.5,30,F,A,N_1.5_30_F_A,N_1.5,4,5,1
06_29_22,06_30_22,185,D,185D,127,3,G23,Y2129,G23Y2129,2,A,G23Y2129_exp2A,8_4_22,N,1.5,20,F,S,N_1.5_20_F_S,N_1.5,4,5,1
06_22_22,06_24_22,149,B,149B,101,1,R4,W20,R4W20,1,A,R4W20_exp1A,7_15_22,N,18,30,F,S,N_18_30_F_S,N_18,1,5,1
06_29_22,06_30_22,174,H,174H,121,8,R1,W3,R1W3,2,A,R1W3_exp2A,8_4_22,N,18,20,F,A,N_18_20_F_A,N_18,3,5,1
06_29_22,07_01_22,199,D,199D,134,10,R1,W5,R1W5,2,A,R1W5_exp2A,8_4_22,N,18,20,F,A,N_18_20_F_A,N_18,3,5,1
08_01_22,08_03_22,240,W,240W,163,1,R14,W74,R14W74,3,A,R14W74_exp3A,08_21_22,N,18,30,F,S,N_18_30_F_S,N_18,2,5,1
08_01_22,8_06_22,256,I,256I,177,11,W11,O50,W11O50,3,B,W11O50_exp3B,08_25_22,N,5,30,F,S,N_5_30_F_S,N_5,5,5,1
06_22_22,06_24_22,152,B,152B,103,3,B24,G39,B24G39,1,A,B24G39_exp1A,7_15_22,A,0,20,F,A,A_0_20_F_A,A_0,1,5,2
06_29_22,06_30_22,193,I,193I,130,12,B23,G36,B23G36,2,A,B23G36_exp2A,8_4_22,A,0,20,F,S,A_0_20_F_S,A_0,4,5,2
06_22_32,07_31_32,235,K,235K,153,11,B24,G38,B24G38,3,A,B24G38_exp3A,08_21_22,A,0,20,S,A,A_0_20_S_A,A_0,2,5,2
08_01_22,8_05_22,247,I,247I,170,5,O3,B15,O3B15,3,B,O3B15_exp3B,08_25_22,A,0,20,F,S,A_0_20_F_S,A_0,3,5,2
08_01_22,08_03_22,238,J,238J,159,4,R21,W97,R21W97,3,A,R21W97_exp3A,08_21_22,A,10,30,S,A,A_10_30_S_A,A_10,2,5,2
06_29_22,07_01_22,198,D,198D,133,12,Y7,B43,Y7B43,2,A,Y7B43_exp2A,8_4_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,1,5,2
06_29_22,06_30_22,196,L,196L,132,5,Y17,B92,Y17B92,2,B,Y17B92_exp2B,8_9_22,A,7.5,30,F,S,A_7.5_30_F_S,A_7.5,4,5,2
06_29_22,07_01_22,206,G,206G,137,3,G23,Y3130,G23Y3130,2,A,G23Y3130_exp2A,8_4_22,N,1.5,20,F,S,N_1.5_20_F_S,N_1.5,4,5,2
06_22_22,06_24_22,159,C,159C,109,12,R6,W32,R6W32,1,A,R6W32_exp1A,7_15_22,N,18,30,S,S,N_18_30_S_S,N_18,1,5,2
08_01_22,8_05_22,248,D,248D,170,9,W3,O15,W3O15,3,B,W3O15_exp3B,08_25_22,A,0,30,F,S,A_0_30_F_S,A_0,2,5,3
06_29_22,07_07_22,222,A,222A,145,3,R17,W85,R17W85,2,A,R17W85_exp2A,8_4_22,A,10,30,F,S,A_10_30_F_S,A_10,2,5,3
06_22_22,06_24_22,153,D,153D,104,8,G27,Y58,G27Y58,1,A,G27Y58_exp1A,7_15_22,A,5,20,S,S,A_5_20_S_S,A_5,2,5,3
06_22_22,06_23_22,145,G,145G,99,13,G32,Y88,G32Y88,1,A,G32Y88_exp1A,7_15_22,A,5,30,F,A,A_5_30_F_A,A_5,5,5,3
06_29_22,07_07_22,232,A,232A,150,10,G30,Y77,G30Y77,2,A,G30Y77_exp2A,8_4_22,A,5,20,F,A,A_5_20_F_A,A_5,3,5,3
06_29_22,06_30_22,196,F,196F,131,15,G35,Y12,G35Y12,2,A,G35Y12_exp2A,8_4_22,A,5,30,F,A,A_5_30_F_A,A_5,4,5,3
06_29_22,07_07_22,234,B,234B,152,11,G30,Y75,G30Y75,3,A,G30Y75_exp3A,08_21_22,A,5,20,F,A,A_5_20_F_A,A_5,3,5,3
08_01_22,8_06_22,254,B,254B,176,4,W10,O45,W10O45,3,B,W10O45_exp3B,08_25_22,A,5,30,S,S,A_5_30_S_S,A_5,2,5,3
06_29_22,06_30_22,190,C,190C,129,9,Y23,B1621,Y23B1621,1,B,Y23B1621_exp1B,7_17_22,A,7.5,20,S,A,A_7.5_20_S_A,A_7.5,4,5,3
06_29_22,07_05_22,209,I,209I,140,4,Y7,B41,Y7B41,2,A,Y7B41_exp2A,8_4_22,A,7.5,20,F,A,A_7.5_20_F_A,A_7.5,4,5,3
08_01_22,8_06_22,254,J,254J,176,12,W14,O66,W14O66,3,B,W14O66_exp3B,08_25_22,A,7.5,30,S,S,A_7.5_30_S_S,A_7.5,2,5,3
06_29_22,06_30_22,185,H,185H,127,7,B25,G46,B25G46,2,A,B25G46_exp2A,8_4_22,N,0,30,F,S,N_0_30_F_S,N_0,4,5,3
06_29_22,07_07_22,223,I,223I,146,3,G26,Y54,G26Y54,2,B,G26Y54_exp2B,8_9_22,N,1.5,30,F,S,N_1.5_30_F_S,N_1.5,4,5,3
08_01_22,8_06_22,256,H,256H,177,10,W5,O28,W5O28,3,B,W5O28_exp3B,08_25_22,N,1.5,30,F,S,N_1.5_30_F_S,N_1.5,3,5,3
06_29_22,06_30_22,174,E,174E,121,5,R3,W11,R3W11,2,B,R3W11_exp2B,8_9_22,N,18,20,F,S,N_18_20_F_S,N_18,2,5,3
06_29_22,06_30_22,170,F,170F,117,9,R8,W40,R8W40,2,B,R8W40_exp2B,8_9_22,N,18,30,S,A,N_18_30_S_A,N_18,2,5,3
08_01_22,8_05_22,251,O,251O,172,16,W11,O48,W11O48,3,B,W11O48_exp3B,08_25_22,N,5,30,F,S,N_5_30_F_S,N_5,2,5,3
08_01_22,08_03_22,240,C,240C,161,13,B28,G62,B28G62,3,A,B28G62_exp3A,08_21_22,A,0,30,F,S,A_0_30_F_S,A_0,3,5,4
08_01_22,08_03_22,241,M,241M,163,15,B28,G63,B28G63,3,A,B28G63_exp3A,08_21_22,A,0,30,F,S,A_0_30_F_S,A_0,1,5,4
06_22_22,06_24_22,153,F,153F,104,10,R8,W43,R8W43,1,A,R8W43_exp1A,7_15_22,A,10,20,S,S,A_10_20_S_S,A_10,3,5,4
06_22_22,06_24_22,153,B,153B,104,6,R12,W59,R12W59,1,A,R12W59_exp1A,7_15_22,A,10,30,F,S,A_10_30_F_S,A_10,1,5,4
06_29_22,06_30_22,196,N,196N,132,7,R17,W80,R17W80,2,A,R17W80_exp2A,8_4_22,A,10,30,F,A,A_10_30_F_A,A_10,4,5,4
06_29_22,07_07_22,224,B,224B,146,7,R6,W29,R6W29,2,B,R6W29_exp2B,8_9_22,A,10,20,S,A,A_10_20_S_A,A_10,2,5,4
06_22_22,06_24_22,151,F,151F,102,12,G36,Y27,G36Y27,1,A,G36Y27_exp1A,7_15_22,A,5,20,F,S,A_5_20_F_S,A_5,1,5,4
06_29_22,07_05_22,209,H,209H,140,3,G30,Y76,G30Y76,2,A,G30Y76_exp2A,8_4_22,A,5,20,F,A,A_5_20_F_A,A_5,5,5,4
06_29_22,07_07_22,232,G,232G,150,16,Y20,B100,Y20B100,2,A,Y20B100_exp2A,8_4_22,A,7.5,30,F,A,A_7.5_30_F_A,A_7.5,1,5,4
08_01_22,8_06_22,255,F,255F,177,2,W14,O65,W14O65,3,B,W14O65_exp3B,08_25_22,A,7.5,30,S,S,A_7.5_30_S_S,A_7.5,1,5,4
06_29_22,07_07_22,223,B,223B,145,12,G23,Y1819,G23Y1819,3,A,G23Y1819_exp3A,08_21_22,N,1.5,20,F,A,N_1.5_20_F_A,N_1.5,3,5,4
06_22_22,06_25_22,162,H,162H,111,4,Y14,B75,Y14B75,1,A,Y14B75_exp1A,7_15_22,N,5,30,S,A,N_5_30_S_A,N_5,4,5,4
06_22_22,06_24_22,151,D,151D,102,10,B24,G41,B24G41,1,A,B24G41_exp1A,7_15_22,A,0,20,F,S,A_0_20_F_S,A_0,2,5,5
06_22_22,06_24_22,155,E,155E,106,8,B24,G42,B24G42,1,A,B24G42_exp1A,7_15_22,A,0,20,F,S,A_0_20_F_S,A_0,2,5,5
06_29_22,06_30_22,173,E,173E,120,14,B26,G52,B26G52,1,B,B26G52_exp1B,7_17_22,A,0,20,F,S,A_0_20_F_S,A_0,1,5,5
06_29_22,06_30_22,170,H,170H,117,11,B27,G53,B27G53,2,B,B27G53_exp2B,8_9_22,A,0,20,F,A,A_0_20_F_A,A_0,2,5,5
08_01_22,8_05_22,252,T,252T,174,5,O3,B17,O3B17,3,B,O3B17_exp3B,08_25_22,A,0,20,F,S,A_0_20_F_S,A_0,3,5,5
06_22_22,06_24_22,153,J,153J,104,14,R7,W35,R7W35,1,A,R7W35_exp1A,7_15_22,A,10,20,F,A,A_10_20_F_A,A_10,1,5,5
06_22_22,06_23_22,144,D,144D,98,12,R7,W36,R7W36,1,A,R7W36_exp1A,7_15_22,A,10,20,F,A,A_10_20_F_A,A_10,4,5,5
06_22_22,06_24_22,155,H,155H,106,11,R7,W39,R7W39,1,A,R7W39_exp1A,7_15_22,A,10,20,F,S,A_10_20_F_S,A_10,1,5,5
06_29_22,07_01_22,198,E,198E,133,13,R11,W53,R11W53,2,A,R11W53_exp2A,8_4_22,A,10,20,F,S,A_10_20_F_S,A_10,4,5,5
06_22_27,07_31_27,235,F,235F,153,6,R11,W50,R11W50,3,A,R11W50_exp3A,08_21_22,A,10,20,F,A,A_10_20_F_A,A_10,4,5,5
08_01_22,8_05_22,248,C,248C,170,8,O21,W41,O21W41,3,B,O21W41_exp3B,08_25_22,A,10,20,F,S,A_10_20_F_S,A_10,1,5,5
06_22_22,06_24_22,155,F,155F,106,9,G36,Y28,G36Y28,1,A,G36Y28_exp1A,7_15_22,A,5,20,F,S,A_5_20_F_S,A_5,1,5,5
06_22_22,06_23_22,144,C,144C,98,11,G32,Y90,G32Y90,1,A,G32Y90_exp1A,7_15_22,A,5,30,F,S,A_5_30_F_S,A_5,4,5,5
06_22_22,06_25_22,166,H,166H,113,2,G35,Y23,G35Y23,1,B,G35Y23_exp1B,7_17_22,A,5,20,F,S,A_5_20_F_S,A_5,5,5,5
06_29_22,06_30_22,173,G,173G,120,16,G35,Y24,G35Y24,1,B,G35Y24_exp1B,7_17_22,A,5,20,F,S,A_5_20_F_S,A_5,1,5,5
06_29_22,06_30_22,181,A,181A,124,2,G33,Y1,G33Y1,1,B,G33Y1_exp1B,7_17_22,A,5,30,F,S,A_5_30_F_S,A_5,4,5,5
06_29_22,06_30_22,195,A,195A,131,4,G30,Y75,G30Y75,2,A,G30Y75_exp2A,8_4_22,A,5,20,F,A,A_5_20_F_A,A_5,4,5,5
06_29_22,07_07_22,222,C,222C,145,5,G32,Y93,G32Y93,2,A,G32Y93_exp2A,8_4_22,A,5,20,S,S,A_5_20_S_S,A_5,4,5,5
06_29_22,07_07_22,232,F,232F,150,15,G35,Y21,G35Y21,2,A,G35Y21_exp2A,8_4_22,A,5,30,F,A,A_5_30_F_A,A_5,4,5,5
