date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,stand_beetag,peg_beetag,exp_beetag,exp_num,exp_subrun,beetag_exprun,exp_startdate,N_species,N_dose,temp,food,sym_state,treat_ID,N_species_dose,PES_day2,PES_day6,PES_day10
08_01_22,08_03_22,238,O,238O,159,9,O17,W14,O17W14,3,B,O17W14_exp3B,08_25_22,N,18,20,F,A,N_18_20_F_A,N_18,2,NA,NA
08_01_22,08_03_22,242,Y,242Y,166,6,O17,W15,O17W15,3,B,O17W15_exp3B,08_25_22,N,18,20,F,A,N_18_20_F_A,N_18,2,NA,NA
08_01_22,8_05_22,251,J,251J,172,11,O17,W17,O17W17,3,B,O17W17_exp3B,08_25_22,N,18,20,F,S,N_18_20_F_S,N_18,3,NA,NA
08_01_22,8_05_22,246,B,246B,169,9,O17,W20,O17W20,3,B,O17W20_exp3B,08_25_22,N,18,20,F,S,N_18_20_F_S,N_18,5,NA,NA
08_01_22,8_06_22,256,F,256F,177,8,O17,W33,O17W33,3,B,O17W33_exp3B,08_25_22,N,18,20,F,S,N_18_20_F_S,N_18,5,NA,NA
08_01_22,08_03_22,238,X,238X,160,2,O20,W34,O20W34,3,B,O20W34_exp3B,08_25_22,N,18,20,S,A,N_18_20_S_A,N_18,2,NA,NA
08_01_22,8_05_22,244,H,244H,168,3,O20,W35,O20W35,3,B,O20W35_exp3B,08_25_22,N,18,20,S,A,N_18_20_S_A,N_18,3,NA,NA
08_01_22,8_05_22,250,A,250A,171,7,O20,W36,O20W36,3,B,O20W36_exp3B,08_25_22,N,18,20,S,S,N_18_20_S_S,N_18,2,NA,NA
08_01_22,8_05_22,252,J,252J,173,11,O20,W37,O20W37,3,B,O20W37_exp3B,08_25_22,N,18,20,S,S,N_18_20_S_S,N_18,2,NA,NA
06_22_36,07_31_36,236,C,236C,153,15,O20,W38,O20W38,3,B,O20W38_exp3B,08_25_22,N,18,20,S,S,N_18_20_S_S,N_18,1,NA,NA
08_01_22,08_03_22,240,K,240K,162,5,R13,W64,R13W64,3,A,R13W64_exp3A,08_21_22,A,10,20,S,S,A_10_20_S_S,A_10,2,1,NA
08_01_22,08_03_22,242,S,242S,165,16,W20,O84,W20O84,3,B,W20O84_exp3B,08_25_22,A,10,30,S,A,A_10_30_S_A,A_10,2,1,NA
08_01_22,08_02_22,237,I,237I,154,11,R1,W3,R1W3,3,A,R1W3_exp3A,08_21_22,N,18,20,F,A,N_18_20_F_A,N_18,3,1,NA
08_01_22,08_02_22,237,BE,237BE,157,11,R10,W47,R10W47,3,A,R10W47_exp3A,08_21_22,N,18,20,S,A,N_18_20_S_A,N_18,3,1,NA
08_01_22,08_03_22,239,P,239P,161,4,R10,W48,R10W48,3,A,R10W48_exp3A,08_21_22,N,18,20,S,S,N_18_20_S_S,N_18,2,1,NA
06_29_22,07_07_22,227,D,227D,148,12,Y12,B64,Y12B64,2,A,Y12B64_exp2A,8_4_22,N,5,30,F,A,N_5_30_F_A,N_5,1,1,NA
06_29_22,07_07_22,225,E,225E,146,16,Y2,B14,Y2B14,3,A,Y2B14_exp3A,08_21_22,N,5,20,F,A,N_5_20_F_A,N_5,2,1,NA
08_01_22,08_02_22,237,R,237R,155,4,Y3,B26,Y3B26,3,A,Y3B26_exp3A,08_21_22,N,5,20,S,A,N_5_20_S_A,N_5,3,1,NA
08_01_22,08_03_22,239,O,239O,161,3,Y3,B28,Y3B28,3,A,Y3B28_exp3A,08_21_22,N,5,20,S,S,N_5_20_S_S,N_5,1,1,NA
06_29_22,07_07_22,217,G,217G,143,14,B34,G3310,B34G3310,2,B,B34G3310_exp2B,8_9_22,A,0,30,S,S,A_0_30_S_S,A_0,3,1,1
08_01_22,08_03_22,240,H,240H,162,2,B24,G41,B24G41,3,A,B24G41_exp3A,08_21_22,A,0,20,S,S,A_0_20_S_S,A_0,3,1,1
08_01_22,08_02_22,237,AF,237AF,156,2,B28,G59,B28G59,3,A,B28G59_exp3A,08_21_22,A,0,30,F,A,A_0_30_F_A,A_0,3,1,1
08_01_22,,237,A,237A,154,3,B29,G64,B29G64,3,A,B29G64_exp3A,08_21_22,A,0,30,S,A,A_0_30_S_A,A_0,1,1,1
08_01_22,08_02_22,237,AN,237AN,156,10,B29,G65,B29G65,3,A,B29G65_exp3A,08_21_22,A,0,30,S,A,A_0_30_S_A,A_0,2,1,1
08_01_22,08_03_22,242,O,242O,165,12,W4,O21,W4O21,3,B,W4O21_exp3B,08_25_22,A,0,30,S,A,A_0_30_S_A,A_0,2,1,1
06_22_22,06_24_22,153,L,153L,104,16,R20,W92,R20W92,1,A,R20W92_exp1A,7_15_22,A,10,30,S,S,A_10_30_S_S,A_10,2,1,1
06_29_22,06_30_22,178,L,178L,123,9,R1,W3,R1W3,1,B,R1W3_exp1B,7_17_22,A,10,30,F,A,A_10_30_F_A,A_10,1,1,1
06_29_22,06_30_22,171,O,171O,119,4,R15,W78,R15W78,1,B,R15W78_exp1B,7_17_22,A,10,30,S,S,A_10_30_S_S,A_10,1,1,1
06_29_22,07_01_22,198,C,198C,133,11,R13,W62,R13W62,2,A,R13W62_exp2A,8_4_22,A,10,20,S,A,A_10_20_S_A,A_10,3,1,1
06_29_22,07_01_22,205,A,205A,136,5,R13,W65,R13W65,2,A,R13W65_exp2A,8_4_22,A,10,20,S,S,A_10_20_S_S,A_10,3,1,1
06_29_22,07_01_22,206,D,206D,136,16,R21,W100,R21W100,2,A,R21W100_exp2A,8_4_22,A,10,30,F,S,A_10_30_F_S,A_10,3,1,1
06_29_22,07_05_22,211,G,211G,141,5,R5,W26,R5W26,2,B,R5W26_exp2B,8_9_22,A,10,20,F,S,A_10_20_F_S,A_10,1,1,1
08_01_22,08_02_22,237,AM,237AM,156,9,R13,W63,R13W63,3,A,R13W63_exp3A,08_21_22,A,10,20,S,A,A_10_20_S_A,A_10,1,1,1
08_01_22,08_02_22,237,AI,237AI,156,5,R17,W82,R17W82,3,A,R17W82_exp3A,08_21_22,A,10,30,F,A,A_10_30_F_A,A_10,2,1,1
08_01_22,08_03_22,242,N,242N,165,11,O22,W44,O22W44,3,B,O22W44_exp3B,08_25_22,A,10,20,S,A,A_10_20_S_A,A_10,2,1,1
08_01_22,8_05_22,250,G,250G,171,13,O22,W45,O22W45,3,B,O22W45_exp3B,08_25_22,A,10,20,S,A,A_10_20_S_A,A_10,1,1,1
08_01_22,8_06_22,255,B,255B,176,14,O22,W47,O22W47,3,B,O22W47_exp3B,08_25_22,A,10,20,S,S,A_10_20_S_S,A_10,2,1,1
08_01_22,8_05_22,251,D,251D,172,5,W20,O85,W20O85,3,B,W20O85_exp3B,08_25_22,A,10,30,S,A,A_10_30_S_A,A_10,2,1,1
08_01_22,8_05_22,245,I,245I,169,4,W20,O86,W20O86,3,B,W20O86_exp3B,08_25_22,A,10,30,S,S,A_10_30_S_S,A_10,1,1,1
06_22_22,06_25_22,162,C,162C,110,15,G27,Y55,G27Y55,1,A,G27Y55_exp1A,7_15_22,A,5,20,S,A,A_5_20_S_A,A_5,2,1,1
06_29_22,06_30_22,187,E,187E,128,10,G38,Y36,G38Y36,1,B,G38Y36_exp1B,7_17_22,A,5,20,S,A,A_5_20_S_A,A_5,1,1,1
06_29_22,06_30_22,178,J,178J,123,7,G33,Y95,G33Y95,1,B,G33Y95_exp1B,7_17_22,A,5,30,F,A,A_5_30_F_A,A_5,2,1,1
06_29_22,06_30_22,186,A,186A,127,11,G33,Y97,G33Y97,1,B,G33Y97_exp1B,7_17_22,A,5,30,F,A,A_5_30_F_A,A_5,1,1,1
06_29_22,06_30_22,181,D,181D,124,5,Y12,B63,Y12B63,1,B,Y12B63_exp1B,7_17_22,A,5,30,S,A,A_5_30_S_A,A_5,4,1,1
06_29_22,06_30_22,187,J,187J,128,15,Y12,B64,Y12B64,1,B,Y12B64_exp1B,7_17_22,A,5,30,S,A,A_5_30_S_A,A_5,1,1,1
06_29_22,06_30_22,170,I,170I,117,12,G36,Y22,G36Y22,2,B,G36Y22_exp2B,8_9_22,A,5,20,F,A,A_5_20_F_A,A_5,1,1,1
06_29_22,06_30_22,178,H,178H,123,9,G31,Y80,G31Y80,2,B,G31Y80_exp2B,8_9_22,A,5,30,S,A,A_5_30_S_A,A_5,1,1,1
06_29_22,07_01_22,198,N,198N,134,6,G31,Y83,G31Y83,2,B,G31Y83_exp2B,8_9_22,A,5,30,S,S,A_5_30_S_S,A_5,1,1,1
06_29_22,07_05_22,212,G,212G,141,15,G36,Y25,G36Y25,2,B,G36Y25_exp2B,8_9_22,A,5,20,F,A,A_5_20_F_A,A_5,2,1,1
08_01_22,08_02_22,237,AK,237AK,156,7,G32,Y88,G32Y88,3,A,G32Y88_exp3A,08_21_22,A,5,20,S,A,A_5_20_S_A,A_5,1,1,1
08_01_22,8_05_22,252,E,252E,173,6,O11,B26,O11B26,3,B,O11B26_exp3B,08_25_22,A,5,20,S,S,A_5_20_S_S,A_5,2,1,1
08_01_22,8_05_22,248,I,248I,170,14,O11,G24,O11G24,3,B,O11G24_exp3B,08_25_22,A,5,20,S,S,A_5_20_S_S,A_5,5,1,1
08_01_22,08_03_22,242,P,242P,165,13,W10,O41,W10O41,3,B,W10O41_exp3B,08_25_22,A,5,30,S,A,A_5_30_S_A,A_5,1,1,1
08_01_22,8_05_22,250,J,250J,171,16,W10,O42,W10O42,3,B,W10O42_exp3B,08_25_22,A,5,30,S,A,A_5_30_S_A,A_5,1,1,1
06_29_22,06_30_22,186,E,186E,127,15,Y3,B27,Y3B27,1,B,Y3B27_exp1B,7_17_22,A,7.5,30,F,A,A_7.5_30_F_A,A_7.5,3,1,1
06_29_22,06_30_22,169,G,169G,116,11,Y4,B30,Y4B30,1,B,Y4B30_exp1B,7_17_22,A,7.5,30,S,A,A_7.5_30_S_A,A_7.5,1,1,1
06_29_22,07_01_22,197,D,197D,133,4,Y8,B45,Y8B45,2,A,Y8B45_exp2A,8_4_22,A,7.5,20,S,A,A_7.5_20_S_A,A_7.5,3,1,1
06_29_22,06_30_22,170,J,170J,117,13,Y10,B50,Y10B50,2,B,Y10B50_exp2B,8_9_22,A,7.5,20,F,A,A_7.5_20_F_A,A_7.5,1,1,1
06_29_22,07_05_22,211,F,211F,141,4,Y10,B53,Y10B53,2,B,Y10B53_exp2B,8_9_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,1,1,1
06_29_22,06_30_22,178,M,178M,123,10,Y21,B5628,Y21B5628,2,B,Y21B5628_exp2B,8_9_22,A,7.5,30,S,A,A_7.5_30_S_A,A_7.5,1,1,1
06_29_22,07_07_22,219,A,219A,144,5,Y21,B6232,Y21B6232,2,B,Y21B6232_exp2B,8_9_22,A,7.5,30,S,S,A_7.5_30_S_S,A_7.5,1,1,1
08_01_22,08_03_22,240,F,240F,161,16,Y13,B73,Y13B73,3,A,Y13B73_exp3A,08_21_22,A,7.5,30,F,S,A_7.5_30_F_S,A_7.5,1,1,1
08_01_22,08_03_22,242,M,242M,165,10,O15,Y21,O15Y21,3,B,O15Y21_exp3B,08_25_22,A,7.5,20,S,A,A_7.5_20_S_A,A_7.5,1,1,1
08_01_22,08_03_22,242,H,242H,165,5,W13,O56,W13O56,3,B,W13O56_exp3B,08_25_22,A,7.5,30,F,A,A_7.5_30_F_A,A_7.5,2,1,1
08_01_22,8_05_22,251,C,251C,172,4,W14,O63,W14O63,3,B,W14O63_exp3B,08_25_22,A,7.5,30,S,A,A_7.5_30_S_A,A_7.5,1,1,1
06_22_22,06_25_22,166,L,166L,113,6,B32,G83,B32G83,1,B,B32G83_exp1B,7_17_22,N,0,30,S,A,N_0_30_S_A,N_0,1,1,1
06_29_22,06_30_22,171,L,171L,119,1,B32,G84,B32G84,1,B,B32G84_exp1B,7_17_22,N,0,30,S,A,N_0_30_S_A,N_0,2,1,1
06_29_22,07_01_22,206,B,206B,136,14,B26,G49,B26G49,2,A,B26G49_exp2A,8_4_22,N,0,30,S,A,N_0_30_S_A,N_0,1,1,1
06_29_22,06_30_22,187,B,187B,128,7,B22,G28,B22G28,2,A,B22G28_exp2A,8_4_22,N,0,20,S,A,N_0_20_S_A,N_0,2,1,1
06_29_22,07_01_22,202,C,202C,135,14,B22,G29,B22G29,2,A,B22G29_exp2A,8_4_22,N,0,20,S,A,N_0_20_S_A,N_0,3,1,1
06_29_22,06_30_22,186,G,186G,128,1,B22,G31,B22G31,2,A,B22G31_exp2A,8_4_22,N,0,20,S,S,N_0_20_S_S,N_0,3,1,1
06_29_22,07_07_22,230,C,230C,150,2,B26,G50,B26G50,2,A,B26G50_exp2A,8_4_22,N,0,30,S,A,N_0_30_S_A,N_0,3,1,1
06_29_22,06_30_22,184,I,184I,126,7,B14,G15,B14G15,2,B,B14G15_exp2B,8_9_22,N,0,20,F,A,N_0_20_F_A,N_0,1,1,1
08_01_22,08_03_22,241,A,241A,163,3,B22,G27,B22G27,3,A,B22G27_exp3A,08_21_22,N,0,20,S,S,N_0_20_S_S,N_0,3,1,1
08_01_22,08_02_22,237,O,237O,155,1,B22,G29,B22G29,3,A,B22G29_exp3A,08_21_22,N,0,20,S,A,N_0_20_S_A,N_0,2,1,1
06_29_22,07_07_22,226,B,226B,147,11,B25,G43,B25G43,3,A,B25G43_exp3A,08_21_22,N,0,30,F,A,N_0_30_F_A,N_0,1,1,1
08_01_22,08_02_22,237,T,237T,155,6,B26,G49,B26G49,3,A,B26G49_exp3A,08_21_22,N,0,30,S,A,N_0_30_S_A,N_0,2,1,1
08_01_22,08_03_22,242,Z,242Z,166,7,W1,O2,W1O2,3,B,W1O2_exp3B,08_25_22,N,0,30,F,A,N_0_30_F_A,N_0,2,1,1
08_01_22,8_05_22,245,L,245L,169,7,W1,O4,W1O4,3,B,W1O4_exp3B,08_25_22,N,0,30,F,S,N_0_30_F_S,N_0,1,1,1
06_22_22,06_24_22,150,J,150J,101,15,G31,Y82,G31Y82,1,A,G31Y82_exp1A,7_15_22,N,1.5,20,S,A,N_1.5_20_S_A,N_1.5,2,1,1
06_22_22,06_24_22,148,A,148A,100,14,G28,Y65,G28Y65,1,A,G28Y65_exp1A,7_15_22,N,1.5,30,F,S,N_1.5_30_F_S,N_1.5,2,1,1
06_29_22,06_30_22,183,F,183F,125,11,G23,Y2820,G23Y2820,1,B,G23Y2820_exp1B,7_17_22,N,1.5,30,F,A,N_1.5_30_F_A,N_1.5,1,1,1
06_29_22,07_05_22,208,C,208C,139,3,G24,Y44,G24Y44,2,A,G24Y44_exp2A,8_4_22,N,1.5,20,S,S,N_1.5_20_S_S,N_1.5,1,1,1
06_29_22,07_07_22,227,B,227B,148,10,G33,Y97,G33Y97,2,A,G33Y97_exp2A,8_4_22,N,1.5,30,F,A,N_1.5_30_F_A,N_1.5,1,1,1
06_29_22,06_30_22,186,B,186B,127,12,G33,Y94,G33Y94,2,A,G33Y94_exp2A,8_4_22,N,1.5,30,F,A,N_1.5_30_F_A,N_1.5,2,1,1
08_01_22,08_03_22,240,Q,240Q,162,11,G23,Y5017,G23Y5017,3,A,G23Y5017_exp3A,08_21_22,N,1.5,20,F,S,N_1.5_20_F_S,N_1.5,2,1,1
06_29_22,07_07_22,227,G,227G,148,15,G24,Y40,,3,A,_exp3A,08_21_22,N,1.5,20,S,A,N_1.5_20_S_A,N_1.5,1,1,1
08_01_22,8_05_22,245,K,245K,169,6,O5,G5,O5G5,3,B,O5G5_exp3B,08_25_22,N,1.5,20,F,S,N_1.5_20_F_S,N_1.5,5,1,1
08_01_22,8_05_22,249,G,249G,171,5,O8,G11,O8G11,3,B,O8G11_exp3B,08_25_22,N,1.5,20,S,S,N_1.5_20_S_S,N_1.5,2,1,1
08_01_22,08_03_22,243,F,243F,167,2,W7,O35,W7O35,3,B,W7O35_exp3B,08_25_22,N,1.5,30,S,S,N_1.5_30_S_S,N_1.5,4,1,1
06_22_22,06_24_22,147,C,147C,100,9,R3,W12,R3W12,1,A,R3W12_exp1A,7_15_22,N,18,20,F,S,N_18_20_F_S,N_18,1,1,1
06_29_22,06_30_22,177,A,177A,122,12,R17,W82,R17W82,1,B,R17W82_exp1B,7_17_22,N,18,30,S,A,N_18_30_S_A,N_18,1,1,1
06_22_22,06_25_22,166,C,166C,112,13,R17,W84,R17W84,1,B,R17W84_exp1B,7_17_22,N,18,30,S,S,N_18_30_S_S,N_18,1,1,1
06_29_22,06_30_22,173,D,173D,120,13,R17,W85,R17W85,1,B,R17W85_exp1B,7_17_22,N,18,30,S,S,N_18_30_S_S,N_18,3,1,1
06_29_22,07_01_22,202,B,202B,135,13,R14,W71,R14W71,2,A,R14W71_exp2A,8_4_22,N,18,30,F,A,N_18_30_F_A,N_18,1,1,1
06_29_22,07_05_22,209,B,209B,139,13,R15,W76,R15W76,2,A,R15W76_exp2A,8_4_22,N,18,30,S,A,N_18_30_S_A,N_18,1,1,1
06_29_22,07_07_22,231,B,231B,150,7,R15,W77,R15W77,2,A,R15W77_exp2A,8_4_22,N,18,30,S,A,N_18_30_S_A,N_18,2,1,1
06_29_22,07_07_22,227,A,227A,148,9,R14,W70,R14W70,3,A,R14W70_exp3A,08_21_22,N,18,30,F,A,N_18_30_F_A,N_18,1,1,1
08_01_22,08_02_22,237,N,237N,154,16,R14,W71,R14W71,3,A,R14W71_exp3A,08_21_22,N,18,30,F,A,N_18_30_F_A,N_18,2,1,1
06_29_22,07_07_22,232,J,232J,151,3,R15,W75,R15W75,3,A,R15W75_exp3A,08_21_22,N,18,30,S,A,N_18_30_S_A,N_18,2,1,1
08_01_22,08_02_22,237,Y,237Y,155,11,R15,W76,R15W76,3,A,R15W76_exp3A,08_21_22,N,18,30,S,A,N_18_30_S_A,N_18,1,1,1
08_01_22,08_03_22,239,T,239T,161,8,R15,W78,R15W78,3,A,R15W78_exp3A,08_21_22,N,18,30,S,S,N_18_30_S_S,N_18,1,1,1
08_01_22,8_06_22,257,D,257D,177,15,W15,O72,W15O72,3,B,W15O72_exp3B,08_25_22,N,18,30,F,S,N_18_30_F_S,N_18,1,1,1
08_01_22,08_03_22,243,H,243H,167,4,W16,O77,W16O77,3,B,W16O77_exp3B,08_25_22,N,18,30,S,S,N_18_30_S_S,N_18,3,1,1
06_22_22,06_24_22,160,H,160H,110,6,Y5,B35,Y5B35,1,B,Y5B35_exp1B,7_17_22,N,5,20,F,A,N_5_20_F_A,N_5,1,1,1
06_22_22,06_25_22,166,A,166A,112,11,Y8,B48,Y8B48,1,B,Y8B48_exp1B,7_17_22,N,5,30,S,S,N_5_30_S_S,N_5,1,1,1
06_29_22,06_30_22,187,K,187K,128,16,Y4,B30,Y4B30,2,A,Y4B30_exp2A,8_4_22,N,5,20,S,A,N_5_20_S_A,N_5,1,1,1
06_29_22,07_07_22,231,A,231A,150,6,Y13,B72,Y13B72,2,A,Y13B72_exp2A,8_4_22,N,5,30,S,A,N_5_30_S_A,N_5,1,1,1
06_29_22,06_30_22,175,E,175E,121,15,Y14,B77,Y14B77,2,B,Y14B77_exp2B,8_9_22,N,5,30,F,S,N_5_30_F_S,N_5,1,1,1
06_29_22,07_07_22,226,A,226A,147,10,Y15,B85,Y15B85,2,B,Y15B85_exp2B,8_9_22,N,5,30,S,S,N_5_30_S_S,N_5,1,1,1
08_01_22,8_05_22,246,D,246D,169,11,W11,O49,W11O49,3,B,W11O49_exp3B,08_25_22,N,5,30,F,S,N_5_30_F_S,N_5,1,1,1
08_01_22,8_05_22,247,G,247G,170,3,W12,O53,W12O53,3,B,W12O53_exp3B,08_25_22,N,5,30,S,S,N_5_30_S_S,N_5,2,1,1
06_22_22,06_24_22,157,I,157I,107,9,B33,G95,B33G95,1,A,B33G95_exp1A,7_15_22,A,0,30,S,S,A_0_30_S_S,A_0,3,1,2
06_29_22,06_30_22,187,I,187I,128,14,B25,G45,B25G45,1,B,B25G45_exp1B,7_17_22,A,0,30,S,A,A_0_30_S_A,A_0,1,1,2
06_29_22,07_05_22,210,B,210B,140,7,B28,G59,B28G59,2,A,B28G59_exp2A,8_4_22,A,0,30,F,A,A_0_30_F_A,A_0,1,1,2
06_29_22,07_07_22,220,G,220G,144,13,B28,G63,B28G63,2,A,B28G63_exp2A,8_4_22,A,0,30,F,S,A_0_30_F_S,A_0,3,1,2
06_29_22,06_30_22,191,D,191D,129,14,B27,G55,B27G55,2,B,B27G55_exp2B,8_9_22,A,0,20,F,S,A_0_20_F_S,A_0,2,1,2
06_29_22,07_05_22,211,C,211C,141,1,B27,G56,B27G56,2,B,B27G56_exp2B,8_9_22,A,0,20,F,S,A_0_20_F_S,A_0,3,1,2
08_01_22,08_03_22,241,I,241I,163,11,B23,G37,B23G37,3,A,B23G37_exp3A,08_21_22,A,0,20,F,S,A_0_20_F_S,A_0,2,1,2
08_01_22,08_02_22,237,BS,237BS,158,9,B24,G40,B24G40,3,A,B24G40_exp3A,08_21_22,A,0,20,S,A,A_0_20_S_A,A_0,2,1,2
08_01_22,08_03_22,240,L,240L,162,6,B29,G70,B29G70,3,A,B29G70_exp3A,08_21_22,A,0,30,S,S,A_0_30_S_S,A_0,1,1,2
08_01_22,8_05_22,245,F,245F,169,1,W4,O23,W4O23,3,B,W4O23_exp3B,08_25_22,A,0,30,S,S,A_0_30_S_S,A_0,1,1,2
06_22_22,06_24_22,152,K,152K,103,12,R7,W38,R7W38,1,A,R7W38_exp1A,7_15_22,A,10,20,F,S,A_10_20_F_S,A_10,1,1,2
06_22_22,06_24_22,157,H,157H,107,8,R8,W44,R8W44,1,A,R8W44_exp1A,7_15_22,A,10,20,S,S,A_10_20_S_S,A_10,1,1,2
06_22_22,06_24_22,146,C,146C,100,3,R12,W57,R12W57,1,A,R12W57_exp1A,7_15_22,A,10,30,F,A,A_10_30_F_A,A_10,2,1,2
06_29_22,07_07_22,222,E,222E,145,7,R13,W67,R13W67,2,A,R13W67_exp2A,8_4_22,A,10,20,S,S,A_10_20_S_S,A_10,2,1,2
06_29_22,07_01_22,198,L,198L,134,4,R21,W94,R21W94,2,A,R21W94_exp2A,8_4_22,A,10,30,S,A,A_10_30_S_A,A_10,4,1,2
06_29_22,06_30_22,178,F,178F,123,3,R6,W28,R6W28,2,B,R6W28_exp2B,8_9_22,A,10,20,S,A,A_10_20_S_A,A_10,2,1,2
06_29_22,07_01_22,197,F,197F,133,6,R6,W30,R6W30,2,B,R6W30_exp2B,8_9_22,A,10,20,S,S,A_10_20_S_S,A_10,2,1,2
06_29_22,06_30_22,171,F,171F,118,11,R12,W56,R12W56,2,B,R12W56_exp2B,8_9_22,A,10,30,F,A,A_10_30_F_A,A_10,2,1,2
06_29_22,07_07_22,215,B,215B,143,2,R12,W57,R12W57,2,B,R12W57_exp2B,8_9_22,A,10,30,F,A,A_10_30_F_A,A_10,2,1,2
06_29_22,07_07_22,225,D,225D,146,15,R20,W88,R20W88,2,B,R20W88_exp2B,8_9_22,A,10,30,S,A,A_10_30_S_A,A_10,3,1,2
08_01_22,08_02_22,237,BR,237BR,158,8,R17,W83,R17W83,3,A,R17W83_exp3A,08_21_22,A,10,30,F,A,A_10_30_F_A,A_10,2,1,2
08_01_22,8_05_22,247,B,247B,169,14,W17,O79,W17O79,3,B,W17O79_exp3B,08_25_22,A,10,30,F,A,A_10_30_F_A,A_10,3,1,2
06_22_22,06_24_22,157,A,157A,107,1,G37,Y30,G37Y30,1,A,G37Y30_exp1A,7_15_22,A,5,30,S,A,A_5_30_S_A,A_5,3,1,2
06_22_22,06_23_22,145,A,145A,99,7,G37,Y31,G37Y31,1,A,G37Y31_exp1A,7_15_22,A,5,30,S,S,A_5_30_S_S,A_5,3,1,2
06_29_22,07_07_22,220,H,220H,144,14,G35,Y24,G35Y24,2,A,G35Y24_exp2A,8_4_22,A,5,30,F,S,A_5_30_F_S,A_5,1,1,2
06_29_22,07_01_22,201,C,201C,135,2,G32,Y92,G32Y92,2,A,G32Y92_exp2A,8_4_22,A,5,20,S,S,A_5_20_S_S,A_5,3,1,2
06_29_22,07_01_22,198,J,198J,134,2,G38,Y34,G38Y34,2,A,G38Y34_exp2A,8_4_22,A,5,30,S,A,A_5_30_S_A,A_5,3,1,2
06_29_22,07_05_22,211,D,211D,141,2,G36,Y27,G36Y27,2,B,G36Y27_exp2B,8_9_22,A,5,20,F,S,A_5_20_F_S,A_5,1,1,2
06_29_22,06_30_22,171,K,171K,118,16,G36,Y28,G36Y28,2,B,G36Y28_exp2B,8_9_22,A,5,20,F,S,A_5_20_F_S,A_5,1,1,2
06_29_22,07_05_22,211,J,211J,141,8,G29,Y73,G29Y73,2,B,G29Y73_exp2B,8_9_22,A,5,30,F,S,A_5_30_F_S,A_5,1,1,2
06_29_22,06_30_22,191,E,191E,129,15,G36,Y26,G36Y26,2,B,G36Y26_exp2B,8_9_22,A,5,20,F,S,A_5_20_F_S,A_5,2,1,2
06_29_22,07_07_22,228,A,228A,148,16,G29,Y74,G29Y74,2,B,G29Y74_exp2B,8_9_22,A,5,30,F,S,A_5_30_F_S,A_5,2,1,2
06_29_22,07_07_22,225,A,225A,146,12,G31,Y82,G31Y82,2,B,G31Y82_exp2B,8_9_22,A,5,30,S,A,A_5_30_S_A,A_5,2,1,2
08_01_22,08_03_22,240,M,240M,162,7,G38,Y37,G38Y37,3,A,G38Y37_exp3A,08_21_22,A,5,30,S,S,A_5_30_S_S,A_5,2,1,2
08_01_22,8_05_22,244,O,244O,168,10,O10,G15,O10G15,3,B,O10G15_exp3B,08_25_22,A,5,20,F,A,A_5_20_F_A,A_5,3,1,2
08_01_22,8_05_22,245,G,245G,169,2,W10,O43,W10O43,3,B,W10O43_exp3B,08_25_22,A,5,30,S,S,A_5_30_S_S,A_5,1,1,2
06_22_22,06_24_22,152,J,152J,103,11,Y11,B58,Y11B58,1,A,Y11B58_exp1A,7_15_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,1,1,2
06_29_22,06_30_22,178,K,178K,123,8,Y3,B26,Y3B26,1,B,Y3B26_exp1B,7_17_22,A,7.5,30,F,A,A_7.5_30_F_A,A_7.5,2,1,2
06_29_22,07_01_22,201,J,201J,135,9,Y8,B48,Y8B48,2,A,Y8B48_exp2A,8_4_22,A,7.5,20,S,S,A_7.5_20_S_S,A_7.5,2,1,2
06_29_22,07_07_22,220,D,220D,144,10,Y7,B44,Y7B44,2,A,Y7B44_exp2A,8_4_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,4,1,2
06_29_22,07_01_22,197,E,197E,133,5,Y11,B57,Y11B57,2,B,Y11B57_exp2B,8_9_22,A,7.5,20,S,S,A_7.5_20_S_S,A_7.5,2,1,2
06_29_22,07_07_22,216,B,216B,143,7,Y11,B56,Y11B56,2,B,Y11B56_exp2B,8_9_22,A,7.5,20,S,A,A_7.5_20_S_A,A_7.5,3,1,2
08_01_22,08_03_22,241,K,241K,163,13,Y4,B34,Y4B34,3,A,Y4B34_exp3A,08_21_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,2,1,2
06_22_30,07_31_30,235,I,235I,153,9,Y13,B70,Y13B70,3,A,Y13B70_exp3A,08_21_22,A,7.5,30,F,A,A_7.5_30_F_A,A_7.5,2,1,2
08_01_22,8_05_22,249,A,249A,170,15,O15,Y23,O15Y23,3,B,O15Y23_exp3B,08_25_22,A,7.5,20,S,S,A_7.5_20_S_S,A_7.5,2,1,2
06_22_22,06_24_22,151,G,151G,102,13,B30,G73,B30G73,1,A,B30G73_exp1A,7_15_22,N,0,30,S,A,N_0_30_S_A,N_0,2,1,2
06_22_22,06_25_22,164,E,164E,112,1,B32,G87,B32G87,1,B,B32G87_exp1B,7_17_22,N,0,30,S,S,N_0_30_S_S,N_0,1,1,2
06_29_22,07_05_22,208,F,208F,139,6,B26,G52,B26G52,2,A,B26G52_exp2A,8_4_22,N,0,30,S,S,N_0_30_S_S,N_0,1,1,2
