station,depth,year_month_day,year,month,day,arrival.time.local,latitude.degrees,latitude.decimal.minutes,longitude.degrees,longitude.decimal.minutes,weather,rain.previous.24,crew,secchi.depth.meters,secchi.on.bottom,station.depth.meters,sample.depth.meters,temperature.celsius,do.mgl,do.percent.saturation,salinity.ppt,pH.nbs,ph.mv,chlorophyll.ugl,d13c.permil,d15n.permil,carbon.mg.l,nitrogen.mg.l,doc.mgl,nitrate.plus.nitrite.uml,nitrite.uml,nitrate.uml,orthophosphate.uml,ammonia.uml,tss.mgl,percent.organic,comments.field,flag.field,comments.chlorophyll,flag.chlorophyll,comments.isotopes,flag.isotopes,comments.doc,flag.doc,comments.nitrate.plus.nitrite,flag.nitrate.plus.nitrite,comments.nitrite,flag.nitrite,comments.orthophosphate,flag.orthophosphate,comments.ammonia,flag.ammonia,comments.tss,flag.tss
8,bottom,6/17/2019,2019,06,17,928,41,29.675,71,21.235,"wind: NW 5 knots, air temp: 22.78 °C, sea state: NA, miscellaneous: partly sunny",n,"DC.JJ,RM",4,n,32.5,32,13.57,7.82,91.1,30.96,7.94,-97,1.1,-22.7,15,NA,NA,0.98,1.77,0.35,1.42,0.9,3.56,5.92,22.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,surface,7/26/2019,2019,07,26,942,41,45.599,71,22.695,"wind: NE 5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",1.8,n,5.8,1,22.86,9.69,127.5,21.86,8.03,-106.1,15.8,-22.7,11.2,NA,NA,2.83,2.27,0.37,1.9,1.11,3.72,2.84,67.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mid,7/26/2019,2019,07,26,942,41,45.599,71,22.695,"wind: NE 5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",1.8,n,5.8,2.9,22.31,6.46,95.5,25.66,7.85,-96.1,21.9,-21.6,11.5,NA,NA,2.49,0.65,0.47,0.18,1.68,4.24,4.82,61.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,bottom,7/26/2019,2019,07,26,942,41,45.599,71,22.695,"wind: NE 5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",1.8,n,5.8,5.4,20.55,3.02,39.5,28.41,7.68,-86.8,12.2,-22.7,11.3,NA,NA,1.81,0.48,0.39,0.09,1.38,5.69,3.84,51.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,surface,7/26/2019,2019,07,26,912,41,41.943,71,19.556,"wind: NE 5 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",1.9,n,7.2,1,23.39,9.31,127.5,26.24,7.98,-103.2,6.5,-21.3,9.9,NA,NA,2.3,0.51,0.36,0.15,1.13,3.82,2.52,87.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,mid,7/26/2019,2019,07,26,912,41,41.943,71,19.556,"wind: NE 5 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",1.9,n,7.2,3.6,22.9,8.3,112.4,27.27,7.94,-101,7.1,-21.3,10,NA,NA,2.15,0.18,0.13,0.05,1.39,3.81,12.05,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,bottom,7/26/2019,2019,07,26,912,41,41.943,71,19.556,"wind: NE 5 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",1.9,n,7.2,6.5,20.17,4.53,58,28.93,7.75,-90.3,4.2,-22.3,10.9,NA,NA,1.82,0.24,0.18,0.06,1.19,3.49,3.28,64.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,surface,7/26/2019,2019,07,26,1025,41,39.499,71,23.201,"wind: NE 5 knots, air temp: 25.56 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",2.8,n,4.9,1,22.83,7.34,100,27.62,7.85,-96.6,11.4,-23.2,11.6,NA,NA,2.25,0.29,0.14,0.15,1.35,3.66,4.59,79.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,mid,7/26/2019,2019,07,26,1025,41,39.499,71,23.201,"wind: NE 5 knots, air temp: 25.56 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",2.8,n,4.9,2.5,22.13,5.97,79.6,28.05,7.75,-93.1,5.8,-22.6,10.2,NA,NA,2.03,0.37,0.15,0.22,1.23,3.41,3.14,77.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,bottom,7/26/2019,2019,07,26,1025,41,39.499,71,23.201,"wind: NE 5 knots, air temp: 25.56 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",2.8,n,4.9,4.5,21.51,4.6,67.2,28.55,7.68,-87,5.5,-21.4,10.9,NA,NA,1.83,0.27,0.14,0.13,1.12,3.46,2.5,91.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,surface,7/25/2019,2019,07,25,1057,41,35.892,71,22.89,"wind: N 10 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",n,"DC,AP,JJ,PC",3.5,n,10.3,1,22.81,7.43,101.6,27.97,7.94,-100.8,3.7,-22.5,9.3,NA,NA,1.8,0.23,0.16,0.07,1.14,3.42,2.44,66.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,mid,7/25/2019,2019,07,25,1057,41,35.892,71,22.89,"wind: N 10 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",n,"DC,AP,JJ,PC",3.5,n,10.3,5,21.49,6.38,85.7,28.7,7.88,-97.6,4.8,-21.9,12.2,NA,NA,1.73,0.47,0.17,0.3,1,3.38,2.2,60.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,bottom,7/25/2019,2019,07,25,1057,41,35.892,71,22.89,"wind: N 10 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",n,"DC,AP,JJ,PC",3.5,n,10.3,9.5,19.26,4.53,59.4,29.61,7.8,-92.8,2.2,-22.4,8.5,NA,NA,1.4,0.46,0.17,0.29,0.98,3.77,5.5,25.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,surface,7/25/2019,2019,07,25,906,41,29.55,71,24.68,"wind: N 10-15 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,AP,JJ,PC",3,n,14,1,22.5,7.1,96,28.2,7.9,-96.6,5.7,-22.1,9.5,NA,NA,1.8,0.79,0.28,0.51,1.89,5.18,2.9,53.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,mid,7/25/2019,2019,07,25,906,41,29.55,71,24.68,"wind: N 10-15 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,AP,JJ,PC",3,n,14,7,20.4,6.6,87.2,29.3,7.9,-96.2,3.2,-23.7,10.4,NA,NA,1.48,0.3,0.14,0.16,0.86,3.77,4.34,38.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,bottom,7/25/2019,2019,07,25,906,41,29.55,71,24.68,"wind: N 10-15 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,AP,JJ,PC",3,n,14,13.5,18.9,6.7,86.2,29.91,7.9,-96.4,2.1,-21.7,8.3,NA,NA,1.31,0.48,0.18,0.3,1.07,3.76,8.28,22.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,surface,7/26/2019,2019,07,26,844,41,38.498,71,18.6,"wind: NE 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",3.9,n,9.7,1,23.2,8,109.3,27.69,7.8,-94.8,2.5,-22.6,9.3,NA,NA,1.85,0.5,0.32,0.18,1.02,3.31,1.48,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured percent.organic value greater than 100%,1
6,mid,7/26/2019,2019,07,26,844,41,38.498,71,18.6,"wind: NE 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",3.9,n,9.7,4.8,21.3,5.8,76.6,28.7,7.8,-91.1,3.6,-21.9,9.6,NA,NA,1.84,0.34,0.15,0.19,1.17,3.36,2.26,91.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,bottom,7/26/2019,2019,07,26,844,41,38.498,71,18.6,"wind: NE 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,SC",3.9,n,9.7,9.2,19.5,5.1,66.5,29.24,7.7,-87.7,2.7,-22.2,9.5,NA,NA,1.59,0.35,0.11,0.24,1.1,3.58,3.6,53.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,surface,7/25/2019,2019,07,25,1028,41,33.983,71,18.672,"wind: N 10 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,JJ,AP,PC",4,n,17.5,1,21.8,7.9,106.3,28.4,8,-103.5,3.3,-22.5,8.9,NA,NA,1.75,0.29,0.14,0.15,1.08,3.34,2.35,61.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,mid,7/25/2019,2019,07,25,1028,41,33.983,71,18.672,"wind: N 10 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,JJ,AP,PC",4,n,17.5,8.7,19,6.7,86.1,29.5,7.9,-99.8,2.5,-22.7,8.5,NA,NA,1.5,0.42,0.19,0.23,0.91,3.6,3.31,54.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,bottom,7/25/2019,2019,07,25,1028,41,33.983,71,18.672,"wind: N 10 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,JJ,AP,PC",4,n,17.5,17,16.4,6.6,81.3,30.3,7.9,-98.3,1,-23.1,8,NA,NA,1.16,0.52,0.14,0.38,0.96,4.19,4.54,35.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,surface,7/25/2019,2019,07,25,940,41,29.695,71,21.223,"wind: N 10-15 knots, air temp: 22.78 °C, sea state: NA, miscellaneous: sunny",n,"DC,JJ,AP,PC",4,n,32.1,1,21.7,8.1,109.1,28.6,8,-103.8,4.2,-22.2,8.4,NA,NA,1.67,0.59,0.14,0.45,0.84,3.38,2.1,73.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,mid,7/25/2019,2019,07,25,940,41,29.695,71,21.223,"wind: N 10-15 knots, air temp: 22.78 °C, sea state: NA, miscellaneous: sunny",n,"DC,JJ,AP,PC",4,n,32.1,16,16.7,7.1,88,30.3,7.9,-100.2,1.6,-23.2,7.1,NA,NA,1.16,0.42,0.21,0.21,0.95,3.66,21.3,34.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,bottom,7/25/2019,2019,07,25,940,41,29.695,71,21.223,"wind: N 10-15 knots, air temp: 22.78 °C, sea state: NA, miscellaneous: sunny",n,"DC,JJ,AP,PC",4,n,32.1,31.5,15.4,6.8,81.5,30.5,7.9,-98.6,1,-23.1,6.3,NA,NA,1.09,0.64,0.22,0.42,0.95,4.1,4.64,33.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,surface,8/22/2019,2019,08,22,935,41,45.602,71,22.998,"wind: 5-10 knots, air temp: 25.0 °C, sea state: NA, miscellaneous: NA",y,"DC,RM,AP",1.5,n,6,1,25.39,8.04,107.4,24.22,7.92,-104.1,38.3,-23.2,11.6,NA,NA,2.77,0.75,0.1,0.65,1.53,5.63,5.16,88.51,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mid,8/22/2019,2019,08,22,935,41,45.602,71,22.998,"wind: 5-10 knots, air temp: 25.0 °C, sea state: NA, miscellaneous: NA",y,"DC,RM,AP",1.5,n,6,3,25,4.96,68.5,25.92,7.74,-94.6,32.6,-21.4,10.8,NA,NA,2.52,0.67,0.23,0.44,2.2,5.81,4.3,83.73,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,bottom,8/22/2019,2019,08,22,935,41,45.602,71,22.998,"wind: 5-10 knots, air temp: 25.0 °C, sea state: NA, miscellaneous: NA",y,"DC,RM,JJ",1.5,n,6,5.5,24.07,3.97,56.5,26.77,7.63,-88.6,6.6,-22.2,10,NA,NA,2.22,0.44,0.18,0.26,1.64,5.51,4.1,54.64,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,surface,8/22/2019,2019,08,22,906,41,41.935,71,19.57,"wind: S 5-10 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: mostly cloudy",y,"DC,RM,JJ",2.5,n,6.5,1,25.23,7.99,113.4,27.46,7.91,-103.7,9.2,-21.8,9.7,NA,NA,2.33,1.15,0.36,0.79,1.65,5.18,2.75,90.39,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,mid,8/22/2019,2019,08,22,906,41,41.935,71,19.57,"wind: S 5-10 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: mostly cloudy",y,"DC,RM,JJ",2.5,n,6.5,3.2,24.74,7.33,103.2,28.06,7.87,-101.7,9.6,-21.7,9.6,NA,NA,2.27,0.41,0.24,0.17,1.36,4.74,3.65,70.92,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,bottom,8/22/2019,2019,08,22,906,41,41.935,71,19.57,"wind: S 5-10 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: mostly cloudy",y,"DC,RM,JJ",2.5,n,6.5,6,21.77,3.49,46.8,28.89,7.62,-88.1,7.5,-21.3,9.7,NA,NA,1.88,0.4,0.19,0.21,1.47,4.93,2.9,58.52,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,surface,8/22/2019,2019,08,22,1014,41,39.505,71,23.199,"wind: 5-10 knots, air temp: 25.0 °C, sea state: NA, miscellaneous: mostly cloudy",y,"DC,RM,JJ",3,n,5.2,1,24.15,6.53,91.8,28.68,7.75,-95.5,12.4,-21.4,10.4,NA,NA,2,0.33,0.2,0.13,1.23,4.4,2.88,70.07,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,mid,8/22/2019,2019,08,22,1014,41,39.505,71,23.199,"wind: 5-10 knots, air temp: 25.0 °C, sea state: NA, miscellaneous: mostly cloudy",y,"DC,RM,JJ",3,n,5.2,2.6,23.94,6.18,86.5,28.66,7.74,-94.5,10.6,-21.3,10.1,NA,NA,1.92,0.55,0.2,0.35,1.53,4.57,6.1,57,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,bottom,8/22/2019,2019,08,22,1014,41,39.505,71,23.199,"wind: 5-10 knots, air temp: 25.0 °C, sea state: NA, miscellaneous: mostly cloudy",y,"DC,RM,JJ",3,n,5.2,4.7,23.85,5.76,79.8,28.65,7.71,-92.9,10.7,-22.8,10.2,NA,NA,1.87,0.29,0.23,0.06,1.31,4.08,3.31,63.44,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,surface,8/21/2019,2019,08,21,1019,41,35.903,71,22.915,"wind: 5-10 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy, fog",n,"DC,JJ,AP",3.5,n,10.8,1,24.19,8.47,118.9,29.02,7.91,-104,4.3,-22.1,9,NA,NA,1.77,0.35,0.21,0.14,1.99,5.2,2.81,69.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,mid,8/21/2019,2019,08,21,1019,41,35.903,71,22.915,"wind: 5-10 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy, fog",n,"DC,JJ,AP",3.5,n,10.8,5.4,21.93,5.57,76,29.42,7.79,-96.9,4.9,-21.6,9,NA,NA,1.77,0.24,0.19,0.05,2,5.41,2.56,80.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,bottom,8/21/2019,2019,08,21,1019,41,35.903,71,22.915,"wind: 5-10 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy, fog",n,"DC,JJ,AP",3.5,n,10.8,10.3,21.36,4.91,66,29.54,7.72,-93.2,2.7,-22.5,8.2,NA,NA,1.63,0.35,0.19,0.16,1.9,5.45,4.19,39.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,surface,8/21/2019,2019,08,21,847,41,29.55,71,24.69,"wind: calm, air temp: 22.22 °C, sea state: NA, miscellaneous: fog",n,"DC,JJ,AP",3.5,n,14.4,1,22.34,7.25,99.2,29.63,7.58,-86.2,5.9,-22.4,8.9,NA,NA,1.58,0.27,0.17,0.1,0.95,3.92,3.02,66.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,mid,8/21/2019,2019,08,21,847,41,29.55,71,24.69,"wind: calm, air temp: 22.22 °C, sea state: NA, miscellaneous: fog",n,"DC,JJ,AP",3.5,n,14.4,7,20.86,6.92,97.4,30.34,7.62,-88.3,4.6,-21.9,8.9,NA,NA,1.48,0.24,0.14,0.1,0.99,3.77,3.74,50.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,bottom,8/21/2019,2019,08,21,847,41,29.55,71,24.69,"wind: calm, air temp: 22.22 °C, sea state: NA, miscellaneous: fog",n,"DC,JJ,RM",3.5,n,14.4,13.9,20.52,6.72,89.4,30.1,7.65,-89.6,3.4,-21.6,8.4,NA,NA,1.42,0.59,0.26,0.33,1.13,4.48,11.78,27.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,surface,8/22/2019,2019,08,22,842,41,38.49,71,18.607,"wind: S 5-10 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: cloudy, fog",y,"DC,JJ,RM",3,n,7.5,1,24.12,7.47,104.6,28.5,7.66,-90.6,8.2,-22.5,9.9,NA,NA,2.07,0.48,0.15,0.33,1.26,3.89,2.14,95.9,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,mid,8/22/2019,2019,08,22,842,41,38.49,71,18.607,"wind: S 5-10 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: cloudy, fog",y,"DC,JJ,RM",3,n,7.5,3.7,23.12,6.77,93.4,28.84,7.66,-90.6,8.5,-21.5,9.3,NA,NA,1.88,0.36,0.17,0.19,1.32,4.26,2.41,77.59,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,bottom,8/22/2019,2019,08,22,842,41,38.49,71,18.607,"wind: S 5-10 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: cloudy, fog",y,"DC,JJ,RM",3,n,7.5,7,21.33,5.35,71.3,29.17,7.61,-87.7,8.6,-21,9.7,NA,NA,1.78,1.24,0.19,1.05,1.49,4.11,3.39,62.03,rain within 24 hrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,surface,8/21/2019,2019,08,21,951,41,33.995,71,18.66,"wind: S 5-10 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy",n,"DC,JJ,AP",3.5,n,17.7,1,23.46,8.3,114.9,28.85,7.89,-102.6,5.9,-22.3,9.4,NA,NA,1.92,0.58,0.23,0.35,1.18,3.77,2.26,72.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,mid,8/21/2019,2019,08,21,951,41,33.995,71,18.66,"wind: S 5-10 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy",n,"DC,JJ,AP",3.5,n,17.7,8.8,19.86,6.58,86.3,28.97,7.85,-99.4,3.8,-22.2,8.3,NA,NA,1.47,0.53,0.18,0.35,1.19,3.63,3.04,55.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,bottom,8/21/2019,2019,08,21,951,41,33.995,71,18.66,"wind: S 5-10 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy",n,"DC,JJ,AP",3.5,n,17.7,17.2,19.04,6.37,82.3,30.2,7.81,-97.9,1.9,-22.8,7.9,NA,NA,1.24,0.74,0.21,0.53,1.19,4.33,4.22,47.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,surface,8/21/2019,2019,08,21,918,41,29.688,71,21.233,"wind: S 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy",n,"DC,JJ,AP",3.5,n,32.4,1,21.54,7.91,106.6,29.62,7.81,-97.9,4.5,-22.3,8.6,NA,NA,1.66,0.4,0.21,0.19,1.13,3.5,3.17,58.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,mid,8/21/2019,2019,08,21,918,41,29.688,71,21.233,"wind: S 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy",n,"DC,JJ,AP",3.5,n,32.4,16.1,18.7,6.61,84.9,30.34,7.79,-96.6,2.2,-22.7,7.2,NA,NA,1.23,0.59,0.22,0.37,1.07,3.86,12.01,32.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,bottom,8/21/2019,2019,08,21,918,41,29.688,71,21.233,"wind: S 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: cloudy",n,"DC,JJ,AP",3.5,n,32.4,31.9,16.89,6.02,74.8,30.54,7.77,-95.4,1.3,-22.6,6.5,NA,NA,1.21,1.04,0.28,0.76,1.09,4.43,22.31,28.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,surface,9/26/2019,2019,09,26,915,41,45.607,71,22.695,"wind: NA, air temp: NA, sea state: NA, miscellaneous: foggy",n,"AP,JJ,CS",2.5,n,6.3,1,20.92,7.07,93.3,27.88,7.63,-102.2,16,-21,12,NA,NA,2.16,0.58,0.2,0.38,1.29,3.49,3.08,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mid,9/26/2019,2019,09,26,915,41,45.607,71,22.695,"wind: NA, air temp: NA, sea state: NA, miscellaneous: foggy",n,"AP,JJ,CS",2.5,n,6.3,3,20.52,5.67,76.1,28.76,7.57,-99.2,9.8,-21.1,10.4,NA,NA,1.92,0.55,0.26,0.29,1.43,3.8,3.34,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,bottom,9/26/2019,2019,09,26,915,41,45.607,71,22.695,"wind: NA, air temp: NA, sea state: NA, miscellaneous: foggy",n,"AP,JJ,CS",2.5,n,6.3,6,20.36,5.3,69.6,28.95,7.54,-97.8,5.7,-21.6,9.3,NA,NA,1.77,0.3,0.13,0.17,1.55,4.95,6.56,25.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,surface,9/26/2019,2019,09,26,945,41,41.936,71,19.559,"wind: 5-10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",n,"AP,JJ,CS",3,n,6.9,1,20.41,8.2,107.2,28.36,7.76,-109.1,7.8,-20.6,10.1,NA,NA,1.89,1.05,0.32,0.73,1.37,3.62,3.59,55.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,mid,9/26/2019,2019,09,26,945,41,41.936,71,19.559,"wind: 5-10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",n,"AP,JJ,CS",3,n,6.9,3.5,20.12,6.99,92,29.32,7.7,-105.8,9,-20.4,10.3,NA,NA,1.8,0.39,0.12,0.27,1.29,3.67,3.49,47.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,bottom,9/26/2019,2019,09,26,945,41,41.936,71,19.559,"wind: 5-10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",n,"AP,JJ,CS",3,n,6.9,6.5,19.62,6.13,80,29.76,7.65,-103.3,9.9,-20.6,10.1,NA,NA,1.7,0.09,0.06,0.03,1.39,3.84,4.18,44.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,surface,9/26/2019,2019,09,26,1035,41,39.502,71,23.207,"wind: SW 5-10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",n,"AP,JJ,CS",3,n,4.8,1,20.44,7.2,94.8,29.13,7.69,-105.2,6.4,-22.8,9.2,NA,NA,1.91,0.18,0.11,0.07,1.53,4,3.26,49.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,mid,9/26/2019,2019,09,26,1035,41,39.502,71,23.207,"wind: SW 5-10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",n,"AP,JJ,CS",3,n,4.8,2.5,20.26,7.05,92.6,29.18,7.67,-104.3,5,-21.9,9.3,NA,NA,1.77,0.26,0.13,0.13,1.68,4.28,2.95,40.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,bottom,9/26/2019,2019,09,26,1035,41,39.502,71,23.207,"wind: SW 5-10 knots, air temp: NA, sea state: NA, miscellaneous: sunny",n,"AP,JJ,CS",3,n,4.8,4.5,20.21,6.8,89.12,29.24,7.65,-103.5,5.9,-21.9,9.2,NA,NA,1.72,0.58,0.3,0.28,1.36,3.83,3.62,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
