col_num,treat_ID_full,e_coli,abs_resp_rate_SA_corr,NO3_category,dose_level,temp,feed,symbiont,new_treat_ID_full
233,A_7.5_20_S_S,1,0.220198414,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
168,N_5_20_F_A,1,0.224418394,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
227,N_1.5_29_F_A,1,0.232987475,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
223,N_0_20_F_A,1,0.233825669,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
164,N_18_20_S_S,0,0.241147624,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic
197,A_5_20_S_A,0,0.247304439,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
167,A_5_29_F_S,0,0.304995179,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
227,N_1.5_20_S_A,1,0.394076958,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
231,N_5_29_S_A,1,0.420508984,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
231,N_18_29_S_A,1,0.573280227,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
