,row_number,exp_num,subrun,N_species,N_dose,temp,row_number.1,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,150,1,A,A,0,30,150,S,A,CNTRL_30_S_A,B33G90,1,B33G90_day1,B33G90_1A_day1.JPG,B33G90_exp1A_day1,114.739,81.25594,68.27972,222.4788,65.2655,70.04705,88.41208,144.1708,47.18794,116.0003,144.3584,167.9617,0.3234,0.20204,0.21489,0
443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,151,1,A,A,0,30,151,S,A,CNTRL_30_S_A,B33G92,1,B33G92_day1,B33G92_1A_day1.JPG,B33G92_exp1A_day1,168.1712,111.9979,100.8985,219.3024,51.39373,58.77301,91.71639,144.7856,41.75716,140.2941,166.5498,187.7051,0.45585,0.21177,0.34769,0
446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,152,1,A,A,0,30,152,S,S,CNTRL_30_S_S,B33G93,1,B33G93_day1,B33G93_1A_day1.JPG,B33G93_exp1A_day1,105.0184,68.21219,50.09737,188.0579,37.89855,45.96016,91.20356,148.2093,51.85168,108.5131,135.1891,159.5067,0.36301,0.25067,0.12799,0
449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,153,1,A,A,0,30,153,S,S,CNTRL_30_S_S,B33G94,1,B33G94_day1,B33G94_1A_day1.JPG,B33G94_exp1A_day1,92.5623,65.0353,50.5464,200.6199,43.57712,54.6261,97.89396,156.8624,64.52567,155.479,190.53,225.1706,0.2803,0.22497,0.092012,0
452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,154,1,A,A,0,30,154,S,S,CNTRL_30_S_S,B33G95,1,B33G95_day1,B33G95_1A_day1.JPG,B33G95_exp1A_day1,187.3823,145.9751,115.7753,175.1923,33.05083,41.84829,80.7285,149.9117,56.77444,101.9277,144.7928,175.6783,0.63849,0.49917,0.34561,0
455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,155,1,A,A,0,20,155,S,A,CNTRL_20_S_A,B34G100,1,B34G100_day1,B34G100_1A_day1.JPG,B34G100_exp1A_day1,135.9476,106.6675,107.5844,229.8236,36.81526,41.81994,66.20522,129.0361,17.98634,145.3166,179.5039,206.1168,0.26966,0.1135,0.45734,0
458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,156,1,A,A,0,20,156,S,S,CNTRL_20_S_S,B34G3409,1,B34G3409_day1,B34G34_1A_day1.JPG,B34G3409_exp1A_day1,99.1512,46.69,33.8964,201.3913,21.59491,28.68988,113.0256,185.0119,54.67354,108.9485,145.0517,173.3949,0.36539,0.13795,0.091531,0
461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,157,1,A,A,0,20,157,S,A,CNTRL_20_S_A,B34G97,1,B34G97_day1,B34G97_1A_day1.JPG,B34G97_exp1A_day1,161.504,148.081,139.4703,215.4023,36.58916,47.19155,91.68831,173.2156,57.51507,131.2966,178.7085,219.2539,0.33191,0.27723,0.49195,0
464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,158,1,A,A,5,20,158,S,A,A_5_20_S_A,G27Y55,1,G27Y55_day1,G27Y55_1A_day1.JPG,G27Y55_exp1A_day1,141.6866,116.3794,101.696,231.2688,37.71553,42.39641,85.49091,152.3582,24.13577,115.7709,148.075,174.3158,0.28853,0.22374,0.48225,0
467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,159,1,A,A,5,20,159,S,A,A_5_20_S_A,G27Y56,1,G27Y56_day1,G27Y56_1A_day1.JPG,G27Y56_exp1A_day1,110.18,67.27449,57.66276,223.8036,24.83857,30.92692,85.43918,144.422,24.3998,118.6323,146.6394,167.131,0.29545,0.14112,0.26974,0
470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,160,1,A,A,5,20,160,S,S,A_5_20_S_S,G27Y57,1,G27Y57_day1,G27Y57_1A_day1.JPG,G27Y57_exp1A_day1,149.2997,77.80136,24.03752,214.3177,33.65876,41.64356,82.79454,152.6321,27.18533,129.6067,169.0935,194.9312,0.55761,0.45195,-0.05884,0
473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,161,1,A,A,5,20,161,S,S,A_5_20_S_S,G27Y58,1,G27Y58_day1,G27Y58_1A_day1.JPG,G27Y58_exp1A_day1,113.5981,77.2439,45.27629,200.6856,12.81492,18.8077,82.17762,147.1373,22.71936,120.8231,152.8961,175.3065,0.33053,0.30585,0.18317,0
476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,162,1,A,A,5,20,162,S,S,A_5_20_S_S,G27Y59,1,G27Y59_day1,G27Y59_1A_day1.JPG,G27Y59_exp1A_day1,162.6333,93.00329,57.00967,186.2084,11.05905,19.67248,93.25769,164.5016,39.93052,85.56878,121.9478,150.2026,0.59235,0.37573,0.20208,0
479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,163,1,A,A,5,30,163,F,A,A_5_30_F_A,G32Y87,1,G32Y87_day1,G32Y87_1A_day1.JPG,G32Y87_exp1A_day1,136.6556,81.56016,75.00565,180.9091,28.53923,34.53656,83.37522,136.2688,40.11061,122.2629,150.1631,170.9334,0.47414,0.16354,0.30463,0
482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,164,1,A,A,5,30,164,F,A,A_5_30_F_A,G32Y88,1,G32Y88_day1,G32Y88_1A_day1.JPG,G32Y88_exp1A_day1,153.8874,96.2526,54.43989,222.0968,62.68526,66.33386,79.52506,144.8207,50.07823,119.792,157.8969,184.8568,0.54249,0.45551,-0.02357,0
485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,165,1,A,A,5,30,165,F,S,A_5_30_F_S,G32Y90,1,G32Y90_day1,G32Y90_1A_day1.JPG,G32Y90_exp1A_day1,138.1091,94.47641,57.0007,165.9643,32.21802,43.00298,80.22026,141.8491,53.60004,104.07,137.9357,165.4305,0.56721,0.50447,0.033666,0
488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,166,1,A,A,5,30,166,F,S,A_5_30_F_S,G32Y92,1,G32Y92_day1,G32Y92_1A_day1.JPG,G32Y92_exp1A_day1,163.749,114.8139,60.3929,179.6783,35.53989,43.70311,84.26738,143.7924,48.65491,114.1821,147.5706,173.3208,0.60385,0.62913,0.019572,0
491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,167,1,A,A,5,30,167,F,S,A_5_30_F_S,G32Y93,1,G32Y93_day1,G32Y93_1A_day1.JPG,G32Y93_exp1A_day1,159.7663,99.05504,61.13894,192.1116,77.57291,64.54238,106.6197,167.2814,61.61378,137.7572,173.8377,198.5589,0.67688,0.27589,0.002281,0
494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,168,1,A,A,5,20,168,F,A,A_5_20_F_A,G36Y22,1,G36Y22_day1,G36Y22_1A_day1.JPG,G36Y22_exp1A_day1,206.2957,174.5602,143.4606,208.5371,33.80765,41.42901,60.06788,139.2965,26.52533,101.1378,148.6413,183.175,0.56393,0.49281,0.58428,0
497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,169,1,A,A,5,20,169,F,A,A_5_20_F_A,G36Y25,1,G36Y25_day1,G36Y25_1A_day1.JPG,G36Y25_exp1A_day1,133.5309,103.2955,78.03014,216.8152,36.74848,47.60688,64.00272,140.4654,36.49748,89.98026,132.6432,166.5485,0.3916,0.3735,0.27473,0
500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,170,1,A,A,5,20,170,F,S,A_5_20_F_S,G36Y26,1,G36Y26_day1,G36Y26_1A_day1.JPG,G36Y26_exp1A_day1,115.2898,70.01765,51.4849,176.4496,17.20261,24.36762,94.91438,168.0069,59.23319,99.91311,144.121,182.3521,0.4384,0.24942,0.14274,0
503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,171,1,A,A,5,20,171,F,S,A_5_20_F_S,G36Y27,1,G36Y27_day1,G36Y27_1A_day1.JPG,G36Y27_exp1A_day1,130.9927,85.65454,55.98249,194.1742,9.452365,18.13886,126.4227,184.8046,56.13574,165.1545,194.0587,216.7534,0.35891,0.2822,0.15516,0
506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,172,1,A,A,5,20,172,F,S,A_5_20_F_S,G36Y28,1,G36Y28_day1,G36Y28_1A_day1.JPG,G36Y28_exp1A_day1,162.3675,106.2118,68.29991,170.9879,6.716406,13.93423,75.94796,146.2771,24.67206,122.4438,158.6627,186.5764,0.57575,0.40772,0.26916,0
509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,173,1,A,A,5,30,173,S,A,A_5_30_S_A,G37Y29,1,G37Y29_day1,G37Y29_1A_day1.JPG,G37Y29_exp1A_day1,114.0052,82.58396,63.94153,191.1789,30.43179,40.27154,115.6703,170.8897,72.21472,153.547,182.1281,205.5657,0.31238,0.2579,0.15925,0
512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,174,1,A,A,5,30,174,S,A,A_5_30_S_A,G37Y30,1,G37Y30_day1,G37Y30_1A_day1.JPG,G37Y30_exp1A_day1,190.586,156.4023,129.0165,183.3455,44.27675,52.89874,64.24122,125.4784,43.06952,113.2693,150.3702,182.6595,0.59675,0.55272,0.40318,0
515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,175,1,A,A,5,30,175,S,S,A_5_30_S_S,G37Y31,1,G37Y31_day1,G37Y31_1A_day1.JPG,G37Y31_exp1A_day1,143.0052,92.27983,65.26658,201.9065,50.34098,55.09448,110.0568,171.8293,74.10469,125.3297,158.5433,186.2106,0.48341,0.32236,0.079187,0
518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,176,1,A,A,5,30,176,S,S,A_5_30_S_S,G37Y32,1,G37Y32_day1,G37Y32_1A_day1.JPG,G37Y32_exp1A_day1,111.6976,67.60334,39.24415,195.8709,39.62588,46.30548,115.3771,176.5635,72.85311,127.9884,158.6511,184.317,0.39793,0.29789,-0.0048,0
521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,177,1,A,A,5,30,177,S,S,A_5_30_S_S,G37Y33,1,G37Y33_day1,G37Y33_1A_day1.JPG,G37Y33_exp1A_day1,143.8158,74.16613,49.6536,211.4058,46.95413,50.01202,93.46472,143.0591,39.05823,166.8162,190.1116,208.1005,0.512,0.26222,0.066339,0
524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,178,1,A,A,10,30,178,S,S,A_10_30_S_S,R20Y93,1,R20Y93_day1,R20Y93_1A_day1.JPG,R20Y93_exp1A_day1,152.3355,96.24791,63.25426,176.8824,41.92872,49.25926,89.78679,147.623,60.41232,124.1668,157.9105,183.3531,0.61305,0.44014,0.035265,0
527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,179,1,A,A,10,20,179,F,A,A_10_20_F_A,R7W35,1,R7W35_day1,R7W35_1A_day1.JPG,R7W35_exp1A_day1,92.2623,70.9289,53.1211,202.1604,14.52827,25.80131,93.96628,155.1099,32.55436,149.2716,180.888,203.8333,0.21363,0.20263,0.20121,0
530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,180,1,A,A,10,20,180,F,A,A_10_20_F_A,R7W36,1,R7W36_day1,R7W36_1A_day1.JPG,R7W36_exp1A_day1,158.1818,125.7967,90.43594,213.6809,24.60772,33.74631,104.4342,169.4179,43.76272,139.2196,170.741,199.6182,0.35309,0.37842,0.31039,0
533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,181,1,A,A,10,20,181,F,S,A_10_20_F_S,R7W37,1,R7W37_day1,R7W37_1A_day1.JPG,R7W37_exp1A_day1,130.6114,79.68622,48.03824,221.0655,26.6942,35.17149,101.5789,165.0585,43.00622,132.8443,162.2131,193.3182,0.38096,0.31364,0.10941,0
536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,182,1,A,A,10,20,182,F,S,A_10_20_F_S,R7W38,1,R7W38_day1,R7W38_1A_day1.JPG,R7W38_exp1A_day1,173.0474,120.9615,72.75275,206.9774,26.65933,30.84596,90.51926,159.5761,41.16909,120.6042,156.6759,187.7102,0.51144,0.47734,0.19884,0
539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,183,1,A,A,10,20,183,F,S,A_10_20_F_S,R7W39,1,R7W39_day1,R7W39_1A_day1.JPG,R7W39_exp1A_day1,173.8448,115.6086,75.38106,210.4752,20.67621,29.0156,105.6501,171.5092,38.29992,130.8197,159.2406,184.9622,0.477,0.38087,0.25385,0
542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,184,1,A,A,10,20,184,S,A,A_10_20_S_A,R8W40,1,R8W40_day1,R8W40_1A_day1.JPG,R8W40_exp1A_day1,163.0587,94.69509,90.94015,218.7572,19.24179,29.6894,105.6637,163.0006,28.69609,154.425,179.9813,200.0083,0.42426,0.11687,0.37494,0
545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,185,1,A,A,10,20,185,S,A,A_10_20_S_A,R8W41,1,R8W41_day1,R8W41_1A_day1.JPG,R8W41_exp1A_day1,175.4911,99.68495,70.31313,219.0094,22.79375,26.45133,102.2308,161.4153,32.92391,128.3861,153.0485,174.0554,0.50733,0.28758,0.27247,0
548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,186,1,A,A,10,20,186,S,S,A_10_20_S_S,R8W42,1,R8W42_day1,R8W42_1A_day1.JPG,R8W42_exp1A_day1,167.4065,97.73751,49.31442,220.8721,33.51386,39.07544,106.2038,169.2992,44.34042,107.6903,138.0048,159.1953,0.52415,0.42164,0.06368,0
551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,187,1,A,A,10,20,187,S,S,A_10_20_S_S,R8W43,1,R8W43_day1,R8W43_1A_day1.JPG,R8W43_exp1A_day1,101.7302,51.30041,20.15144,225.3777,32.37545,38.36085,106.4182,169.5441,42.23162,117.1174,146.8851,164.8212,0.34191,0.25746,-0.02328,0
554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,188,1,A,A,10,20,188,S,S,A_10_20_S_S,R8W44,1,R8W44_day1,R8W44_1A_day1.JPG,R8W44_exp1A_day1,89.3204,35.8097,21.4149,217.4574,22.83606,34.30195,107.3341,167.2761,36.68167,124.3762,152.1077,173.612,0.32328,0.14341,0.029176,0
557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,189,1,A,A,7.5,20,189,F,A,A_7.5_20_F_A,Y11B55,1,Y11B55_day1,Y11B55_1A_day1.JPG,Y11B55_exp1A_day1,129.2176,105.0457,78.73917,217.7015,20.85875,34.12098,120.1829,182.5678,49.29621,162.4207,186.7988,211.295,0.24221,0.27117,0.27027,0
560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
